time,loopdelay,magangle,magtemp,magx,magy,magz,step_count,step_mod6
1.81345,150,177,44,-3557,-11319,0,16,16
1.81508,150,177,44,-3545,-11321,0,16,16
1.81664,150,177,44,-3547,-11317,0,16,16
1.81815,150,177,44,-3547,-11317,0,16,16
1.8197,150,177,44,-3546,-11334,0,16,16
1.94495,150,180,44,-2860,-12068,0,17,17
1.94653,150,180,44,-2860,-12065,0,17,17
1.94808,150,180,44,-2864,-12065,0,17,17
1.9496,150,180,44,-2846,-12060,0,17,17
1.95103,150,180,44,-2846,-12060,0,17,17
1.95264,150,180,44,-2843,-12071,0,17,17
1.95429,150,180,44,-2846,-12062,0,17,17
1.95595,150,180,44,-2849,-12059,0,17,17
1.95745,150,180,44,-2849,-12059,0,17,17
1.95916,150,180,45,-2851,-12061,0,17,17
1.96075,150,180,44,-2844,-12057,0,17,17
1.96232,150,180,44,-2844,-12057,0,17,17
1.96396,150,180,44,-2843,-12059,0,17,17
1.96553,150,180,44,-2847,-12066,0,17,17
1.96705,150,180,44,-2847,-12066,0,17,17
1.96854,150,180,44,-2839,-12059,0,17,17
2.09505,150,181,44,-2432,-12073,0,18,18
2.09664,150,181,44,-2429,-12061,0,18,18
2.09827,150,181,44,-2431,-12068,0,18,18
2.09981,150,181,44,-2431,-12078,0,18,18
2.10126,150,181,45,-2425,-12078,0,18,18
2.10283,150,181,45,-2425,-12062,0,18,18
2.10441,150,181,44,-2431,-12062,0,18,18
2.10597,150,181,45,-2442,-12072,0,18,18
2.10752,150,181,45,-2442,-12072,0,18,18
2.1091,150,181,45,-2429,-12067,0,18,18
2.11068,150,181,44,-2423,-12062,0,18,18
2.1123,150,181,44,-2424,-12084,0,18,18
2.11396,150,181,44,-2424,-12084,0,18,18
2.11549,150,181,44,-2423,-12075,0,18,18
2.11704,150,181,44,-2434,-12065,0,18,18
2.11854,150,181,44,-2434,-12065,0,18,18
2.24494,150,185,45,-1298,-12493,0,19,19
2.24652,150,185,45,-1298,-12493,0,19,19
2.24809,150,185,45,-1297,-12496,0,19,19
2.24969,150,185,45,-1286,-12498,0,19,19
2.25121,150,185,45,-1286,-12498,0,19,19
2.25274,150,185,44,-1279,-12493,0,19,19
2.25431,150,185,44,-1279,-12497,0,19,19
2.25597,150,185,44,-1279,-12497,0,19,19
2.25753,150,185,45,-1304,-12485,0,19,19
2.25914,150,185,45,-1304,-12485,0,19,19
2.26054,150,185,44,-1295,-12497,0,19,19
2.2621,150,185,45,-1289,-12505,0,19,19
2.26359,150,185,45,-1289,-12505,0,19,19
2.26514,150,185,44,-1280,-12490,0,19,19
2.26668,150,185,44,-1286,-12506,0,19,19
2.26821,150,185,44,-1286,-12506,0,19,19
2.39365,150,187,44,-683,-12187,0,20,20
2.39533,150,187,44,-675,-12184,0,20,20
2.39694,150,187,44,-671,-12194,0,20,20
2.39851,150,187,44,-671,-12194,0,20,20
2.40005,150,187,44,-679,-12188,0,20,20
2.40152,150,187,44,-688,-12189,0,20,20
2.40305,150,187,44,-688,-12189,0,20,20
2.4046,150,187,44,-682,-12194,0,20,20
2.40619,150,187,44,-674,-12199,0,20,20
2.40784,150,187,44,-674,-12199,0,20,20
2.40942,150,187,44,-675,-12182,0,20,20
2.41105,150,187,44,-674,-12203,0,20,20
2.41262,150,187,44,-674,-12203,0,20,20
2.41422,150,187,44,-666,-12207,0,20,20
2.41582,150,187,44,-680,-12206,0,20,20
2.41733,150,187,44,-680,-12206,0,20,20
2.54404,150,192,44,803,-11623,0,21,21
2.54562,150,192,44,795,-11626,0,21,21
2.5472,150,192,44,795,-11626,0,21,21
2.54872,150,192,45,792,-11621,0,21,21
2.55024,150,192,45,792,-11638,0,21,21
2.55173,150,192,44,786,-11638,0,21,21
2.55327,150,192,44,786,-11634,0,21,21
2.55483,150,192,45,782,-11634,0,21,21
2.55643,150,192,45,790,-11638,0,21,21
2.55806,150,192,45,790,-11630,0,21,21
2.55964,150,192,44,795,-11630,0,21,21
2.56131,150,192,44,787,-11629,0,21,21
2.56294,150,192,44,789,-11616,0,21,21
2.56453,150,192,44,789,-11616,0,21,21
2.56608,150,192,45,776,-11636,0,21,21
2.56755,150,192,45,785,-11636,0,21,21
2.69365,150,196,45,1775,-10669,0,22,22
2.69529,150,196,44,1768,-10667,0,22,22
2.69686,150,196,44,1768,-10667,0,22,22
2.69846,150,196,44,1773,-10675,0,22,22
2.70002,150,196,44,1760,-10679,0,22,22
2.70154,150,196,44,1760,-10679,0,22,22
2.70316,150,196,44,1758,-10688,0,22,22
2.70482,150,196,44,1768,-10677,0,22,22
2.70638,150,196,44,1768,-10677,0,22,22
2.70804,150,196,44,1764,-10685,0,22,22
2.70964,150,196,44,1764,-10683,0,22,22
2.71131,150,196,44,1773,-10683,0,22,22
2.71293,150,196,44,1770,-10680,0,22,22
2.71451,150,196,44,1770,-10681,0,22,22
2.71601,150,196,45,1772,-10681,0,22,22
2.8433,150,199,45,2412,-10200,0,23,23
2.84494,150,199,44,2428,-10202,0,23,23
2.84656,150,199,44,2428,-10202,0,23,23
2.84816,150,199,45,2427,-10196,0,23,23
2.84965,150,199,45,2436,-10192,0,23,23
2.85115,150,199,45,2437,-10196,0,23,23
2.85272,150,199,45,2437,-10196,0,23,23
2.8543,150,199,44,2427,-10213,0,23,23
2.85595,150,199,44,2427,-10193,0,23,23
2.85751,150,199,45,2417,-10193,0,23,23
2.85908,150,199,45,2420,-10194,0,23,23
2.86067,150,199,44,2420,-10194,0,23,23
2.86227,150,199,45,2433,-10190,0,23,23
2.86386,150,199,45,2433,-10206,0,23,23
2.86545,150,199,45,2430,-10206,0,23,23
2.86701,150,199,45,2432,-10191,0,23,23
2.99326,150,203,45,3138,-9221,0,24,24
2.99485,150,202,45,3131,-9237,0,24,24
2.99651,150,202,44,3131,-9240,0,24,24
2.99815,150,202,44,3131,-9240,0,24,24
2.99965,150,202,44,3131,-9232,0,24,24
3.00119,150,203,44,3137,-9209,0,24,24
3.0027,150,203,44,3137,-9209,0,24,24
3.00431,150,203,44,3137,-9227,0,24,24
3.00595,150,202,45,3134,-9235,0,24,24
3.0076,150,202,45,3134,-9235,0,24,24
3.00919,150,202,45,3127,-9236,0,24,24
3.01084,150,202,45,3119,-9235,0,24,24
3.01238,150,202,45,3122,-9230,0,24,24
3.01396,150,202,45,3122,-9230,0,24,24
3.01557,150,202,45,3126,-9238,0,24,24
3.14126,150,217,45,5067,-6237,0,25,25
3.14285,150,217,45,5067,-6191,0,25,25
3.14444,150,217,44,5080,-6191,0,25,25
3.14602,150,217,45,5090,-6175,0,25,25
3.14761,150,217,45,5090,-6175,0,25,25
3.14912,150,217,44,5059,-6219,0,25,25
3.15063,150,217,45,5060,-6244,0,25,25
3.15214,150,217,45,5060,-6244,0,25,25
3.15372,150,217,44,5053,-6232,0,25,25
3.15524,150,217,44,5057,-6238,0,25,25
3.15682,150,217,44,5079,-6207,0,25,25
3.15842,150,217,45,5079,-6207,0,25,25
3.16005,150,217,44,5082,-6201,0,25,25
3.1616,150,217,44,5082,-6214,0,25,25
3.16321,150,217,44,5055,-6214,0,25,25
3.16481,150,217,44,5063,-6250,0,25,25
3.28949,150,225,44,5696,-4711,0,26,26
3.29106,150,225,45,5696,-4711,0,26,26
3.29272,150,225,44,5707,-4680,0,26,26
3.2943,150,225,44,5702,-4687,0,26,26
3.29592,150,225,45,5702,-4687,0,26,26
3.29745,150,225,45,5713,-4685,0,26,26
3.29901,150,225,45,5713,-4690,0,26,26
3.30059,150,225,45,5694,-4690,0,26,26
3.30232,150,225,44,5705,-4703,0,26,26
3.30395,150,225,44,5705,-4703,0,26,26
3.3056,150,225,45,5695,-4704,0,26,26
3.30716,150,225,44,5714,-4698,0,26,26
3.30872,150,225,44,5714,-4698,0,26,26
3.31037,150,225,45,5703,-4691,0,26,26
3.31195,150,225,45,5701,-4691,0,26,26
3.31354,150,225,44,5702,-4699,0,26,26
3.44085,150,237,45,6509,-2578,0,27,27
3.44247,150,237,44,6503,-2574,0,27,27
3.44405,150,237,44,6509,-2610,0,27,27
3.4456,150,237,44,6509,-2621,0,27,27
3.44725,150,237,45,6501,-2621,0,27,27
3.4488,150,237,45,6493,-2617,0,27,27
3.45032,150,237,45,6493,-2617,0,27,27
3.45192,150,237,45,6500,-2615,0,27,27
3.45351,150,237,45,6500,-2586,0,27,27
3.45516,150,237,44,6512,-2586,0,27,27
3.45672,150,237,44,6503,-2587,0,27,27
3.45826,150,237,45,6510,-2617,0,27,27
3.45982,150,237,45,6510,-2617,0,27,27
3.46143,150,237,44,6506,-2614,0,27,27
3.46304,150,237,44,6492,-2619,0,27,27
3.46454,150,237,44,6492,-2619,0,27,27
3.59018,150,5,45,7356,1101,0,28,28
3.59159,150,5,45,7356,1101,0,28,28
3.59301,150,5,45,7356,1098,0,28,28
3.59442,150,5,45,7347,1098,0,28,28
3.59579,150,5,45,7350,1050,0,28,28
3.5972,150,5,45,7350,1050,0,28,28
3.59858,150,5,45,7347,1030,0,28,28
3.59998,150,5,45,7347,1021,0,28,28
3.60125,150,5,45,7345,1021,0,28,28
3.60251,150,5,45,7348,1042,0,28,28
3.60392,150,5,45,7348,1042,0,28,28
3.60529,150,5,45,7345,1066,0,28,28
3.60668,150,5,45,7345,1066,0,28,28
3.60812,150,5,44,7361,1066,0,28,28
3.60949,150,5,44,7361,1066,0,28,28
3.61091,150,5,45,7345,1054,0,28,28
3.61232,150,5,45,7345,1026,0,28,28
3.61371,150,5,45,7345,1026,0,28,28
3.73825,150,18,45,7731,3732,0,29,29
3.73982,150,18,44,7745,3708,0,29,29
3.7414,150,17,44,7745,3708,0,29,29
3.74305,150,18,45,7745,3752,0,29,29
3.74462,150,18,45,7751,3757,0,29,29
3.74619,150,18,45,7751,3757,0,29,29
3.74784,150,18,45,7751,3739,0,29,29
3.74933,150,18,45,7751,3728,0,29,29
3.7509,150,18,45,7753,3728,0,29,29
3.75233,150,18,45,7745,3727,0,29,29
3.75394,150,18,45,7745,3727,0,29,29
3.75552,150,18,45,7747,3724,0,29,29
3.75716,150,18,44,7744,3740,0,29,29
3.75881,150,18,44,7744,3740,0,29,29
3.76047,150,18,44,7759,3735,0,29,29
3.76201,150,18,44,7733,3742,0,29,29
3.88695,150,25,45,7911,5651,0,30,30
3.88859,150,25,45,7911,5651,0,30,30
3.89018,150,24,45,7912,5637,0,30,30
3.89174,150,24,45,7912,5622,0,30,30
3.89338,150,24,45,7895,5622,0,30,30
3.89493,150,24,45,7898,5623,0,30,30
3.8966,150,24,45,7898,5624,0,30,30
3.89818,150,24,45,7898,5624,0,30,30
3.89968,150,25,45,7898,5648,0,30,30
3.90118,150,25,45,7908,5640,0,30,30
3.90263,150,24,45,7908,5640,0,30,30
3.90427,150,24,45,7914,5630,0,30,30
3.90584,150,24,45,7895,5610,0,30,30
3.90742,150,24,45,7895,5610,0,30,30
3.90902,150,24,45,7921,5648,0,30,30
3.91061,150,24,45,7921,5637,0,30,30
4.03731,150,36,45,7682,9605,0,31,31
4.03904,150,36,45,7696,9609,0,31,31
4.0408,150,36,45,7680,9636,0,31,31
4.04254,150,36,45,7680,9636,0,31,31
4.04431,150,36,45,7679,9678,0,31,31
4.04596,150,36,45,7671,9674,0,31,31
4.04767,150,36,45,7671,9674,0,31,31
4.04925,150,36,45,7691,9634,0,31,31
4.05079,150,36,45,7688,9623,0,31,31
4.05225,150,36,45,7680,9633,0,31,31
4.05392,150,36,45,7680,9633,0,31,31
4.05566,150,36,45,7666,9652,0,31,31
4.05729,150,36,45,7684,9658,0,31,31
4.05904,150,36,44,7684,9658,0,31,31
4.06082,150,36,45,7679,9650,0,31,31
4.18641,150,41,45,7284,11847,0,32,32
4.18802,150,41,45,7293,11868,0,32,32
4.18958,150,41,45,7293,11866,0,32,32
4.19115,150,41,45,7275,11866,0,32,32
4.1927,150,41,45,7281,11870,0,32,32
4.19429,150,41,45,7281,11870,0,32,32
4.19592,150,41,45,7278,11879,0,32,32
4.19748,150,41,45,7287,11858,0,32,32
4.199,150,41,45,7287,11858,0,32,32
4.20055,150,41,45,7293,11856,0,32,32
4.20202,150,41,45,7283,11861,0,32,32
4.2035,150,41,45,7283,11861,0,32,32
4.20501,150,41,45,7294,11863,0,32,32
4.20658,150,41,45,7294,11855,0,32,32
4.20816,150,41,45,7294,11855,0,32,32
4.2098,150,41,45,7288,11867,0,32,32
4.3378,150,48,45,5713,15197,0,33,33
4.33937,150,48,45,5727,15191,0,33,33
4.34094,150,48,45,5727,15163,0,33,33
4.34252,150,48,45,5730,15163,0,33,33
4.34418,150,48,45,5745,15164,0,33,33
4.3458,150,48,45,5745,15164,0,33,33
4.34739,150,48,45,5739,15164,0,33,33
4.3489,150,48,45,5739,15180,0,33,33
4.35042,150,48,45,5719,15180,0,33,33
4.35219,150,48,45,5726,15180,0,33,33
4.35379,150,48,45,5726,15180,0,33,33
4.35536,150,48,45,5733,15160,0,33,33
4.35693,150,48,45,5728,15163,0,33,33
4.35845,150,48,45,5734,15170,0,33,33
4.36004,150,48,45,5734,15170,0,33,33
4.48499,150,52,45,4456,16733,0,34,34
4.4865,150,52,45,4449,16757,0,34,34
4.48815,150,52,45,4449,16757,0,34,34
4.48979,150,52,45,4457,16754,0,34,34
4.49137,150,52,45,4461,16734,0,34,34
4.49294,150,52,45,4461,16734,0,34,34
4.49454,150,52,45,4464,16728,0,34,34
4.49614,150,52,45,4461,16737,0,34,34
4.49771,150,52,45,4461,16737,0,34,34
4.49923,150,52,44,4449,16727,0,34,34
4.50071,150,52,44,4453,16749,0,34,34
4.50221,150,52,44,4453,16749,0,34,34
4.5038,150,52,45,4453,16748,0,34,34
4.50548,150,52,45,4453,16733,0,34,34
4.50715,150,52,45,4458,16733,0,34,34
4.50869,150,52,45,4458,16730,0,34,34
4.63612,150,55,45,3582,17151,0,35,35
4.63768,150,55,45,3582,17151,0,35,35
4.63927,150,54,45,3590,17137,0,35,35
4.64084,150,55,45,3574,17152,0,35,35
4.64246,150,55,45,3574,17152,0,35,35
4.64404,150,55,45,3572,17146,0,35,35
4.64561,150,55,45,3582,17137,0,35,35
4.64725,150,55,45,3581,17144,0,35,35
4.6488,150,55,45,3581,17144,0,35,35
4.65033,150,55,45,3582,17151,0,35,35
4.65211,150,55,45,3576,17138,0,35,35
4.6537,150,55,45,3576,17138,0,35,35
4.65526,150,55,45,3584,17139,0,35,35
4.65682,150,54,45,3583,17142,0,35,35
4.65839,150,55,45,3583,17142,0,35,35
4.66002,150,55,45,3579,17137,0,35,35
4.78419,150,57,45,2636,17672,0,36,0
4.7856,150,57,45,2634,17672,0,36,0
4.78712,150,57,45,2634,17667,0,36,0
4.78868,150,57,44,2638,17667,0,36,0
4.79025,150,57,44,2649,17653,0,36,0
4.79184,150,57,45,2662,17646,0,36,0
4.79341,150,57,45,2662,17646,0,36,0
4.79501,150,57,45,2652,17668,0,36,0
4.79657,150,57,45,2637,17653,0,36,0
4.79815,150,57,45,2637,17653,0,36,0
4.79968,150,57,45,2626,17669,0,36,0
4.80117,150,57,45,2626,17662,0,36,0
4.80264,150,57,45,2642,17662,0,36,0
4.80424,150,57,45,2652,17655,0,36,0
4.80581,150,57,45,2652,17655,0,36,0
4.80739,150,57,46,2653,17654,0,36,0
4.93511,150,63,45,-247,16986,0,37,1
4.93667,150,63,45,-240,16991,0,37,1
4.93825,150,63,45,-240,16991,0,37,1
4.93992,150,63,45,-218,16999,0,37,1
4.9415,150,63,45,-200,17008,0,37,1
4.94318,150,63,45,-200,17008,0,37,1
4.94479,150,63,45,-194,17008,0,37,1
4.94637,150,63,45,-221,16993,0,37,1
4.94794,150,63,45,-235,16998,0,37,1
4.94945,150,63,45,-235,16998,0,37,1
4.95098,150,63,45,-238,17008,0,37,1
4.95242,150,63,45,-238,17008,0,37,1
4.95401,150,63,46,-222,17008,0,37,1
4.95551,150,63,46,-222,17024,0,37,1
4.95718,150,63,45,-196,17024,0,37,1
4.9588,150,63,45,-213,17012,0,37,1
5.08322,150,66,45,-1296,16405,0,38,2
5.08468,150,66,45,-1296,16405,0,38,2
5.08623,150,66,45,-1299,16387,0,38,2
5.08782,150,66,45,-1299,16387,0,38,2
5.08938,150,66,46,-1296,16397,0,38,2
5.09102,150,66,46,-1284,16384,0,38,2
5.0926,150,66,45,-1281,16403,0,38,2
5.09424,150,66,45,-1281,16403,0,38,2
5.09592,150,66,45,-1286,16408,0,38,2
5.09762,150,66,45,-1283,16398,0,38,2
5.09935,150,66,45,-1283,16398,0,38,2
5.1009,150,66,45,-1284,16407,0,38,2
5.10241,150,66,45,-1289,16396,0,38,2
5.10405,150,66,45,-1289,16396,0,38,2
5.10581,150,66,45,-1300,16393,0,38,2
5.23332,150,70,45,-2685,14686,0,39,3
5.23476,150,70,45,-2695,14708,0,39,3
5.23636,150,70,45,-2695,14714,0,39,3
5.23793,150,70,45,-2681,14714,0,39,3
5.23962,150,70,45,-2673,14718,0,39,3
5.24124,150,70,45,-2673,14718,0,39,3
5.2429,150,70,45,-2676,14725,0,39,3
5.24448,150,70,45,-2676,14714,0,39,3
5.24603,150,70,45,-2671,14714,0,39,3
5.24763,150,70,45,-2686,14697,0,39,3
5.24921,150,70,45,-2686,14697,0,39,3
5.25077,150,70,45,-2698,14701,0,39,3
5.25219,150,70,45,-2680,14704,0,39,3
5.25381,150,70,45,-2677,14716,0,39,3
5.25546,150,70,45,-2677,14716,0,39,3
5.25704,150,70,45,-2676,14723,0,39,3
5.3821,150,76,46,-4222,12504,0,40,4
5.38361,150,76,46,-4222,12504,0,40,4
5.38508,150,76,45,-4240,12467,0,40,4
5.38667,150,76,45,-4236,12462,0,40,4
5.38823,150,76,45,-4236,12462,0,40,4
5.38978,150,76,45,-4216,12488,0,40,4
5.39138,150,76,45,-4208,12515,0,40,4
5.39303,150,76,45,-4208,12515,0,40,4
5.39468,150,76,45,-4209,12506,0,40,4
5.39625,150,76,45,-4217,12482,0,40,4
5.39778,150,76,45,-4217,12467,0,40,4
5.3993,150,76,45,-4231,12467,0,40,4
5.40088,150,76,45,-4231,12475,0,40,4
5.4023,150,76,45,-4221,12475,0,40,4
5.40389,150,76,45,-4219,12499,0,40,4
5.4055,150,76,45,-4219,12499,0,40,4
5.5315,150,82,45,-5151,9923,0,41,5
