time,loopdelay,magangle,magtemp,magx,magy,magz,step_count
0.00223012,0,0,0,0,0,0,0
0.0040225,0,0,0,0,0,0,0
0.00566142,0,0,0,0,0,0,0
0.00727758,0,0,0,0,0,0,0
0.00889937,0,0,0,0,0,0,0
0.0105193,0,0,0,0,0,0,0
0.0123245,0,0,0,0,0,0,0
0.01452,0,0,0,0,0,0,0
0.0165424,0,0,0,0,0,0,0
0.0185744,0,0,0,0,0,0,0
0.020312,0,0,0,0,0,0,0
0.0220453,0,0,0,0,0,0,0
0.0238908,0,0,0,0,0,0,0
0.0254032,0,0,0,0,0,0,0
0.0268278,0,0,0,0,0,0,0
0.0282474,0,0,0,0,0,0,0
0.0297548,0,0,0,0,0,0,0
0.0312175,0,0,0,0,0,0,0
0.0327082,0,0,0,0,0,0,0
0.0340787,0,0,0,0,0,0,0
0.0356534,0,0,0,0,0,0,0
0.0370802,0,0,0,0,0,0,0
0.0385009,0,0,0,0,0,0,0
0.0398869,0,0,0,0,0,0,0
0.0415047,0,0,0,0,0,0,0
0.0429298,0,0,0,0,0,0,0
0.0446182,0,0,0,0,0,0,0
0.0461562,0,0,0,0,0,0,0
0.0478818,0,0,0,0,0,0,0
0.0493207,0,0,0,0,0,0,0
0.0510052,0,0,0,0,0,0,0
0.0525127,0,0,0,0,0,0,0
0.0539572,0,0,0,0,0,0,0
0.0554473,0,0,0,0,0,0,0
0.0569195,0,0,0,0,0,0,0
0.0583895,0,0,0,0,0,0,0
0.0599122,0,0,0,0,0,0,0
0.061334,0,0,0,0,0,0,0
0.0628401,0,0,0,0,0,0,0
0.0643405,0,0,0,0,0,0,0
0.0659237,0,0,0,0,0,0,0
0.0673874,0,0,0,0,0,0,0
0.0689257,0,0,0,0,0,0,0
0.0703741,0,0,0,0,0,0,0
0.0718527,0,0,0,0,0,0,0
0.0733432,0,0,0,0,0,0,0
0.074926,0,0,0,0,0,0,0
0.0763903,0,0,0,0,0,0,0
0.0778473,0,0,0,0,0,0,0
0.0793468,0,0,0,0,0,0,0
0.0808416,0,0,0,0,0,0,0
0.0825468,0,0,0,0,0,0,0
0.0840394,0,0,0,0,0,0,0
0.0855384,0,0,0,0,0,0,0
0.0870363,0,0,0,0,0,0,0
0.0885583,0,0,0,0,0,0,0
0.0901455,0,0,0,0,0,0,0
0.0916768,0,0,0,0,0,0,0
0.0929703,0,0,0,0,0,0,0
0.094242,0,0,0,0,0,0,0
0.0955123,0,0,0,0,0,0,0
0.0967837,0,0,0,0,0,0,0
0.0980619,0,0,0,0,0,0,0
0.0993034,0,0,0,0,0,0,0
0.100606,0,0,0,0,0,0,0
0.101843,0,0,0,0,0,0,0
0.103147,0,0,0,0,0,0,0
0.104392,0,0,0,0,0,0,0
0.105673,0,0,0,0,0,0,0
0.106964,0,0,0,0,0,0,0
0.108232,0,0,0,0,0,0,0
0.1095,0,0,0,0,0,0,0
0.110784,0,0,0,0,0,0,0
0.112022,0,0,0,0,0,0,0
0.113321,0,0,0,0,0,0,0
0.114636,0,0,0,0,0,0,0
0.115885,0,0,0,0,0,0,0
0.117133,0,0,0,0,0,0,0
0.118383,0,0,0,0,0,0,0
0.119689,0,0,0,0,0,0,0
0.120961,0,0,0,0,0,0,0
0.122209,0,0,0,0,0,0,0
0.123499,0,0,0,0,0,0,0
0.124785,0,0,0,0,0,0,0
0.12604,0,0,0,0,0,0,0
0.127305,0,0,0,0,0,0,0
0.128609,0,0,0,0,0,0,0
0.129869,0,0,0,0,0,0,0
0.131169,0,0,0,0,0,0,0
0.132423,0,0,0,0,0,0,0
0.133673,0,0,0,0,0,0,0
0.134959,0,0,0,0,0,0,0
0.136224,0,0,0,0,0,0,0
0.1375,0,0,0,0,0,0,0
0.138781,0,0,0,0,0,0,0
0.140039,0,0,0,0,0,0,0
0.141319,0,0,0,0,0,0,0
0.142606,0,0,0,0,0,0,0
0.14386,0,0,0,0,0,0,0
0.145236,0,0,0,0,0,0,0
0.146726,0,0,0,0,0,0,0
0.148174,0,0,0,0,0,0,0
0.149642,0,0,0,0,0,0,0
0.151124,0,0,0,0,0,0,0
0.152621,0,0,0,0,0,0,0
0.154131,0,0,0,0,0,0,0
0.155624,0,0,0,0,0,0,0
0.157144,0,0,0,0,0,0,0
0.158641,0,0,0,0,0,0,0
0.160137,0,0,0,0,0,0,0
0.161709,0,0,0,0,0,0,0
0.163134,0,0,0,0,0,0,0
0.164636,0,0,0,0,0,0,0
0.166129,0,0,0,0,0,0,0
0.16762,0,0,0,0,0,0,0
0.169071,0,0,0,0,0,0,0
0.170541,0,0,0,0,0,0,0
0.172039,0,0,0,0,0,0,0
0.17355,0,0,0,0,0,0,0
0.175016,0,0,0,0,0,0,0
0.176517,0,0,0,0,0,0,0
0.177966,0,0,0,0,0,0,0
0.179509,0,0,0,0,0,0,0
0.181033,0,0,0,0,0,0,0
0.182729,0,0,0,0,0,0,0
0.18425,0,0,0,0,0,0,0
0.18576,0,0,0,0,0,0,0
0.187249,0,0,0,0,0,0,0
0.188753,0,0,0,0,0,0,0
0.190246,0,0,0,0,0,0,0
0.191724,0,0,0,0,0,0,0
0.193167,0,0,0,0,0,0,0
0.194635,0,0,0,0,0,0,0
0.196129,0,0,0,0,0,0,0
0.197618,0,0,0,0,0,0,0
0.19913,0,0,0,0,0,0,0
0.200626,0,0,0,0,0,0,0
0.202137,0,0,0,0,0,0,0
0.203636,0,0,0,0,0,0,0
0.205128,0,0,0,0,0,0,0
0.206715,0,0,0,0,0,0,0
0.20816,0,0,0,0,0,0,0
0.209639,0,0,0,0,0,0,0
0.211123,0,0,0,0,0,0,0
0.212616,0,0,0,0,0,0,0
0.214054,0,0,0,0,0,0,0
0.21552,0,0,0,0,0,0,0
0.217038,0,0,0,0,0,0,0
0.218531,0,0,0,0,0,0,0
0.220033,0,0,0,0,0,0,0
0.221532,0,0,0,0,0,0,0
0.223029,0,0,0,0,0,0,0
0.224546,0,0,0,0,0,0,0
0.226028,0,0,0,0,0,0,0
0.22754,0,0,0,0,0,0,0
0.229032,0,0,0,0,0,0,0
0.230617,0,0,0,0,0,0,0
0.232122,0,0,0,0,0,0,0
0.233627,0,0,0,0,0,0,0
0.235121,0,0,0,0,0,0,0
0.236627,0,0,0,0,0,0,0
0.238128,0,0,0,0,0,0,0
0.239622,0,0,0,0,0,0,0
0.241138,0,0,0,0,0,0,0
0.242638,0,0,0,0,0,0,0
0.244138,0,0,0,0,0,0,0
0.245718,0,0,0,0,0,0,0
0.247165,0,0,0,0,0,0,0
0.248634,0,0,0,0,0,0,0
0.250134,0,0,0,0,0,0,0
0.251717,0,0,0,0,0,0,0
0.253247,0,0,0,0,0,0,0
0.254745,0,0,0,0,0,0,0
0.256247,0,0,0,0,0,0,0
0.257746,0,0,0,0,0,0,0
0.259235,0,0,0,0,0,0,0
0.26076,0,0,0,0,0,0,0
0.262228,0,0,0,0,0,0,0
0.263733,0,0,0,0,0,0,0
0.265154,0,0,0,0,0,0,0
0.266647,0,0,0,0,0,0,0
0.268119,0,0,0,0,0,0,0
0.269622,0,0,0,0,0,0,0
0.271122,0,0,0,0,0,0,0
0.272624,0,0,0,0,0,0,0
0.274139,0,0,0,0,0,0,0
0.275636,0,0,0,0,0,0,0
0.277137,0,0,0,0,0,0,0
0.278714,0,0,0,0,0,0,0
0.280166,0,0,0,0,0,0,0
0.281613,0,0,0,0,0,0,0
0.283076,0,0,0,0,0,0,0
0.284544,0,0,0,0,0,0,0
0.28604,0,0,0,0,0,0,0
0.28755,0,0,0,0,0,0,0
0.289037,0,0,0,0,0,0,0
0.290542,0,0,0,0,0,0,0
0.292032,0,0,0,0,0,0,0
0.293536,0,0,0,0,0,0,0
0.295023,0,0,0,0,0,0,0
0.296538,0,0,0,0,0,0,0
0.298032,0,0,0,0,0,0,0
0.299515,0,0,0,0,0,0,0
0.301037,0,0,0,0,0,0,0
0.302528,0,0,0,0,0,0,0
0.304027,0,0,0,0,0,0,0
0.305551,0,0,0,0,0,0,0
0.307035,0,0,0,0,0,0,0
