time [s],magx,magy,magz,step_count,
7.71071,-15356,-5477,nan,62,
7.72078,-15339,-5470,nan,62,
7.73073,-15345,-5465,nan,62,
7.74083,-15356,-5463,nan,62,
7.7508,-15350,-5476,nan,62,
7.76072,-15332,-5472,nan,62,
7.77085,-15334,-5472,nan,62,
7.78084,-14568,-9848,nan,63,
7.79083,-12948,-16204,nan,63,
7.80076,-13966,-12845,nan,63,
7.81079,-13249,-15001,nan,63,
7.82087,-13474,-14349,nan,63,
7.83082,-13313,-14719,nan,63,
7.84082,-13368,-14613,nan,63,
7.85078,-13388,-14565,nan,63,
7.86344,-13358,-14620,nan,63,
7.87082,-13352,-14631,nan,63,
7.88087,-13354,-14615,nan,63,
7.89083,-13373,-14609,nan,63,
7.90079,-13371,-14596,nan,63,
7.91075,-13375,-14612,nan,63,
7.92083,-13377,-14621,nan,63,
7.93083,-13370,-14618,nan,63,
7.94085,-13351,-14614,nan,63,
7.95083,-13356,-14621,nan,63,
7.96076,-13350,-14611,nan,63,
7.97086,-13374,-14614,nan,63,
7.98086,-11878,-18457,nan,64,
7.99085,-12274,-17718,nan,64,
8.00081,-12103,-18032,nan,64,
8.01074,-11909,-18537,nan,64,
8.02083,-12047,-18352,nan,64,
8.03076,-11984,-18303,nan,64,
8.04085,-11959,-18374,nan,64,
8.05077,-12004,-18290,nan,64,
8.06074,-11988,-18354,nan,64,
8.07086,-11978,-18339,nan,64,
8.08075,-11995,-18334,nan,64,
8.0908,-11979,-18335,nan,64,
8.10079,-11976,-18339,nan,64,
8.11073,-11992,-18332,nan,64,
8.12077,-11984,-18337,nan,64,
8.13069,-11986,-18328,nan,64,
8.14083,-11977,-18351,nan,64,
8.15074,-11990,-18338,nan,64,
8.16071,-11978,-18341,nan,64,
8.17075,-11988,-18341,nan,64,
8.18074,-9955,-22714,nan,65,
8.19082,-10883,-21118,nan,65,
8.2008,-10624,-21532,nan,65,
8.21066,-10729,-21278,nan,65,
8.22087,-10744,-21235,nan,65,
8.23075,-10764,-21213,nan,65,
8.24084,-10738,-21287,nan,65,
8.25078,-10770,-21178,nan,65,
8.26072,-10757,-21221,nan,65,
8.27088,-10747,-21230,nan,65,
8.28183,-10753,-21224,nan,65,
8.29074,-10761,-21220,nan,65,
8.30062,-10761,-21224,nan,65,
8.31071,-10747,-21226,nan,65,
8.32084,-10748,-21225,nan,65,
8.33072,-10751,-21228,nan,65,
8.34084,-10748,-21219,nan,65,
8.35079,-10749,-21228,nan,65,
8.36077,-10759,-21214,nan,65,
8.37083,-10754,-21240,nan,65,
8.38074,-9054,-25857,nan,66,
8.39084,-6834,-27763,nan,66,
8.40084,-8755,-24802,nan,66,
8.41073,-9007,-24326,nan,66,
8.42084,-9033,-24241,nan,66,
8.43064,-8883,-24437,nan,66,
8.44085,-9022,-24264,nan,66,
8.45083,-8948,-24335,nan,66,
8.4607,-8941,-24358,nan,66,
8.47088,-8954,-24321,nan,66,
8.48079,-8968,-24324,nan,66,
8.49084,-8930,-24327,nan,66,
8.5008,-8966,-24331,nan,66,
8.51073,-8977,-24318,nan,66,
8.52087,-8959,-24326,nan,66,
8.53077,-8948,-24317,nan,66,
8.54082,-8955,-24341,nan,66,
8.55078,-8960,-24323,nan,66,
8.56077,-8944,-24335,nan,66,
8.57088,-8958,-24319,nan,66,
8.58079,-6723,-27607,nan,67,
8.59085,-4490,-30506,nan,67,
8.6008,-5809,-29687,nan,67,
8.6107,-5506,-29048,nan,67,
8.62081,-5043,-29482,nan,67,
8.63084,-4938,-29549,nan,67,
8.64085,-4965,-29500,nan,67,
8.65083,-4962,-29502,nan,67,
8.66074,-4931,-29540,nan,67,
8.6708,-4963,-29518,nan,67,
8.68076,-4965,-29528,nan,67,
8.69084,-4964,-29525,nan,67,
8.7008,-4961,-29516,nan,67,
8.71075,-4985,-29541,nan,67,
8.72084,-4967,-29513,nan,67,
8.73085,-4975,-29524,nan,67,
8.74079,-4947,-29518,nan,67,
8.75082,-4949,-29514,nan,67,
8.76074,-4959,-29514,nan,67,
8.77087,-4958,-29524,nan,67,
8.78078,-2607,-31083,nan,68,
8.79084,-3434,-30702,nan,68,
8.8008,-3525,-30594,nan,68,
8.81075,-3140,-30835,nan,68,
8.82086,-3379,-30740,nan,68,
8.83074,-3304,-30757,nan,68,
8.84085,-3299,-30756,nan,68,
8.85082,-3313,-30744,nan,68,
8.86077,-3313,-30783,nan,68,
8.87089,-3308,-30769,nan,68,
8.88082,-3312,-30755,nan,68,
8.89083,-3295,-30770,nan,68,
8.90081,-3296,-30758,nan,68,
8.91063,-3304,-30751,nan,68,
8.92087,-3299,-30762,nan,68,
8.93082,-3310,-30752,nan,68,
8.94083,-3304,-30765,nan,68,
8.95085,-3315,-30771,nan,68,
8.96228,-3299,-30755,nan,68,
8.97062,-3299,-30764,nan,68,
8.98059,-146,-32344,nan,69,
8.99082,578,-32384,nan,69,
9.00076,-791,-32316,nan,69,
9.01075,-1945,-31650,nan,69,
9.02081,-1441,-31904,nan,69,
9.03084,-1534,-31823,nan,69,
9.04061,-1613,-31780,nan,69,
9.05069,-1590,-31803,nan,69,
9.06062,-1556,-31831,nan,69,
9.07068,-1550,-31806,nan,69,
9.0807,-1562,-31821,nan,69,
9.09083,-1566,-31806,nan,69,
9.1008,-1553,-31813,nan,69,
9.11079,-1575,-31804,nan,69,
9.12076,-1560,-31803,nan,69,
9.13079,-1557,-31797,nan,69,
9.14081,-1541,-31801,nan,69,
9.15073,-1564,-31806,nan,69,
9.1607,-1553,-31815,nan,69,
9.17081,-1565,-31814,nan,70,
9.1808,733,-32353,nan,70,
9.19081,1616,-32384,nan,70,
9.20073,2691,-32374,nan,70,
9.21074,1676,-32384,nan,70,
9.22082,2243,-32379,nan,70,
9.23075,2102,-32379,nan,70,
9.24084,2069,-32381,nan,70,
9.25081,2031,-32382,nan,70,
9.26074,2081,-32381,nan,70,
9.27078,2060,-32380,nan,70,
9.28076,2030,-32381,nan,70,
9.29085,2055,-32380,nan,70,
9.30082,2062,-32383,nan,70,
9.31073,2056,-32380,nan,70,
9.32086,2071,-32381,nan,70,
9.33082,2052,-32381,nan,70,
9.34086,2057,-32380,nan,70,
9.35081,2064,-32383,nan,70,
9.36074,2059,-32383,nan,70,
9.3709,2075,-32382,nan,71,
9.38083,4758,-31966,nan,71,
9.39086,3752,-32384,nan,71,
9.40082,4037,-32167,nan,71,
9.41067,4207,-32238,nan,71,
9.42085,4158,-32258,nan,71,
9.43087,4239,-32216,nan,71,
9.44084,4223,-32232,nan,71,
9.45082,4237,-32229,nan,71,
9.46075,4236,-32225,nan,71,
9.47088,4232,-32224,nan,71,
9.48082,4217,-32230,nan,71,
9.49085,4221,-32235,nan,71,
9.50082,4228,-32236,nan,71,
9.51071,4229,-32241,nan,71,
9.52083,4217,-32222,nan,71,
9.53084,4216,-32231,nan,71,
9.54082,4231,-32235,nan,71,
9.55087,4207,-32232,nan,71,
9.56064,4226,-32226,nan,71,
9.57086,4217,-32210,nan,72,
9.58082,7028,-30439,nan,72,
9.59083,7910,-30058,nan,72,
9.60082,7437,-30284,nan,72,
9.61077,7950,-29858,nan,72,
9.62084,7931,-29805,nan,72,
9.63074,7807,-29936,nan,72,
9.64083,7887,-29896,nan,72,
9.65082,7910,-29879,nan,72,
9.66071,7873,-29907,nan,72,
9.67087,7888,-29901,nan,72,
9.68081,7887,-29890,nan,72,
9.69085,7890,-29892,nan,72,
9.70079,7899,-29900,nan,72,
9.71076,7885,-29895,nan,72,
9.72078,7889,-29895,nan,72,
9.73064,7876,-29900,nan,72,
9.74062,7878,-29890,nan,72,
9.75075,7902,-29899,nan,72,
9.76076,7898,-29900,nan,72,
9.77086,7905,-29893,nan,73,
9.78076,10212,-27251,nan,73,
9.79085,8929,-29024,nan,73,
9.8009,9462,-28389,nan,73,
9.81071,9292,-28591,nan,73,
9.82087,9329,-28542,nan,73,
9.83082,9278,-28601,nan,73,
9.84085,9325,-28558,nan,73,
9.85083,9307,-28570,nan,73,
9.86077,9284,-28574,nan,73,
9.87085,9294,-28561,nan,73,
9.88071,9305,-28575,nan,73,
9.89085,9303,-28585,nan,73,
9.90076,9271,-28570,nan,73,
9.91077,9302,-28571,nan,73,
9.92089,9293,-28582,nan,73,
9.93076,9293,-28572,nan,73,
9.94083,9291,-28572,nan,73,
9.95086,9293,-28568,nan,73,
9.96072,9287,-28569,nan,73,
9.97082,9291,-28567,nan,74,
9.9808,11572,-23916,nan,74,
9.99082,10338,-27420,nan,74,
10.0008,11396,-25160,nan,74,
10.0107,10727,-26338,nan,74,
10.0208,11013,-25836,nan,74,
10.0307,10922,-25981,nan,74,
10.0408,10961,-25915,nan,74,
10.0508,10909,-25986,nan,74,
10.0607,10947,-25949,nan,74,
10.0708,10963,-25951,nan,74,
10.0809,10954,-25954,nan,74,
10.0908,10950,-25949,nan,74,
10.1008,10939,-25945,nan,74,
10.1107,10953,-25952,nan,74,
10.1209,10949,-25953,nan,74,
10.1307,10953,-25968,nan,74,
10.1409,10962,-25960,nan,74,
10.1508,10946,-25951,nan,74,
10.1608,10956,-25947,nan,74,
10.1708,10941,-25959,nan,75,
10.1808,13155,-21330,nan,75,
10.1908,13877,-19616,nan,75,
10.2008,13279,-20850,nan,75,
10.2107,13850,-19292,nan,75,
10.2209,13726,-19724,nan,75,
10.2307,13713,-19734,nan,75,
10.2409,13778,-19533,nan,75,
10.2508,13703,-19720,nan,75,
10.2607,13738,-19644,nan,75,
10.2707,13736,-19625,nan,75,
10.2808,13740,-19661,nan,75,
10.2908,13744,-19673,nan,75,
10.3008,13750,-19646,nan,75,
10.3107,13736,-19649,nan,75,
10.3209,13717,-19643,nan,75,
10.3308,13744,-19653,nan,75,
10.3408,13739,-19658,nan,75,
10.3508,13752,-19651,nan,75,
10.3607,13735,-19658,nan,75,
10.3708,13752,-19659,nan,76,
10.3808,14951,-13872,nan,76,
10.3908,14378,-17267,nan,76,
10.4008,14704,-15395,nan,76,
10.4107,14625,-15777,nan,76,
10.4208,14670,-15578,nan,76,
10.4308,14652,-15769,nan,76,
10.4408,14666,-15629,nan,76,
10.4508,14653,-15706,nan,76,
10.4608,14655,-15669,nan,76,
10.4709,14673,-15664,nan,76,
10.4808,14657,-15690,nan,76,
10.4909,14662,-15685,nan,76,
10.5008,14655,-15689,nan,76,
10.5107,14654,-15674,nan,76,
10.5209,14643,-15679,nan,76,
10.5308,14662,-15675,nan,76,
10.5408,14672,-15675,nan,76,
10.5508,14653,-15679,nan,76,
10.5606,14657,-15666,nan,76,
10.5708,14669,-15687,nan,77,
10.5808,15487,-9688,nan,77,
10.5908,15019,-14029,nan,77,
10.6008,15237,-11926,nan,77,
10.6108,15057,-13116,nan,77,
10.6208,15137,-12593,nan,77,
10.6308,15103,-12905,nan,77,
10.6409,15128,-12766,nan,77,
10.6508,15126,-12799,nan,77,
10.6607,15116,-12835,nan,77,
10.6708,15129,-12777,nan,77,
10.6808,15119,-12814,nan,77,
10.6908,15125,-12809,nan,77,
10.7008,15129,-12801,nan,77,
10.7107,15123,-12804,nan,77,
10.7208,15120,-12791,nan,77,
10.7308,15117,-12806,nan,77,
10.7408,15101,-12798,nan,77,
10.7508,15124,-12788,nan,77,
10.7607,15113,-12805,nan,77,
10.7708,15125,-12796,nan,78,
10.7808,15709,-3100,nan,78,
10.7908,15821,-4502,nan,78,
10.8007,15585,-8727,nan,78,
10.8107,15588,-7901,nan,78,
10.8208,15554,-8485,nan,78,
10.8307,15567,-8180,nan,78,
10.8409,15569,-8262,nan,78,
10.8508,15569,-8348,nan,78,
10.8608,15573,-8273,nan,78,
10.8709,15579,-8273,nan,78,
10.8808,15550,-8303,nan,78,
10.8909,15572,-8274,nan,78,
10.9008,15576,-8267,nan,78,
10.9107,15568,-8287,nan,78,
10.9208,15557,-8282,nan,78,
10.9308,15573,-8284,nan,78,
10.9409,15557,-8294,nan,78,
10.9509,15557,-8273,nan,78,
10.9606,15571,-8282,nan,78,
10.9708,15572,-8293,nan,79,
10.9808,15628,2070,nan,79,
10.9909,15962,-839,nan,79,
11.0008,15673,3064,nan,79,
11.0107,15774,-1050,nan,79,
11.0208,15641,1649,nan,79,
11.0308,15675,575,nan,79,
11.0409,15683,1159,nan,79,
11.0508,15669,881,nan,79,
11.0607,15673,1056,nan,79,
11.0708,15674,1019,nan,79,
11.0808,15673,960,nan,79,
11.0908,15653,979,nan,79,
11.1008,15665,992,nan,79,
11.1107,15674,969,nan,79,
11.1208,15682,987,nan,79,
11.1308,15665,997,nan,79,
11.1408,15656,987,nan,79,
11.1508,15695,982,nan,79,
11.1608,15665,995,nan,79,
11.1709,15677,1026,nan,80,
11.1808,15069,7879,nan,80,
11.1908,15598,3613,nan,80,
11.2009,15424,5321,nan,80,
11.2107,15424,5155,nan,80,
11.2209,15423,5137,nan,80,
11.2307,15440,5023,nan,80,
11.2408,15427,5122,nan,80,
11.2508,15445,5042,nan,80,
11.2607,15429,5083,nan,80,
11.2708,15433,5076,nan,80,
11.2808,15420,5063,nan,80,
11.2909,15428,5081,nan,80,
11.3008,15419,5081,nan,80,
11.3108,15428,5069,nan,80,
11.3208,15414,5069,nan,80,
11.3309,15409,5075,nan,80,
11.3407,15430,5063,nan,80,
11.3508,15429,5068,nan,80,
11.3608,15436,5086,nan,80,
11.3709,15408,5236,nan,81,
11.3808,13829,14579,nan,81,
11.3908,14311,12521,nan,81,
11.4008,14988,8868,nan,81,
11.4108,14830,9352,nan,81,
11.4209,14983,8762,nan,81,
11.4308,14928,8914,nan,81,
11.4408,14926,9083,nan,81,
11.4508,14951,8931,nan,81,
11.4607,14950,8959,nan,81,
11.4709,14924,9011,nan,81,
11.4808,14945,8963,nan,81,
11.4908,14917,8971,nan,81,
11.5008,14933,8988,nan,81,
11.5107,14934,8978,nan,81,
11.5208,14936,8981,nan,81,
11.5306,14940,8975,nan,81,
11.5408,14935,8989,nan,81,
11.5507,14949,8983,nan,81,
11.5608,14947,8978,nan,81,
11.5708,14951,8985,nan,82,
11.5807,12416,21882,nan,82,
11.5908,14172,14590,nan,82,
11.6008,12336,19833,nan,82,
11.6107,13519,15981,nan,82,
11.6208,12796,18357,nan,82,
11.6307,13118,17351,nan,82,
11.6408,13015,17652,nan,82,
11.6508,13088,17487,nan,82,
11.6608,13069,17562,nan,82,
11.6709,13061,17564,nan,82,
11.6808,13070,17555,nan,82,
11.6908,13066,17549,nan,82,
11.7008,13043,17547,nan,82,
11.7107,13064,17561,nan,82,
11.7208,13055,17549,nan,82,
11.7308,13062,17545,nan,82,
11.7408,13077,17559,nan,82,
11.7508,13054,17555,nan,82,
11.7606,13058,17552,nan,82,
11.7708,13066,17560,nan,83,
11.7808,10501,24439,nan,83,
11.7908,12357,20162,nan,83,
11.8008,11441,22580,nan,83,
11.8108,11639,21684,nan,83,
11.8208,11507,21974,nan,83,
11.8308,11563,21858,nan,83,
11.8408,11525,21957,nan,83,
11.8507,11552,21881,nan,83,
11.8607,11532,21924,nan,83,
11.8709,11531,21920,nan,83,
11.8806,11547,21908,nan,83,
11.8908,11538,21893,nan,83,
11.9007,11535,21904,nan,83,
11.9107,11529,21914,nan,83,
11.9208,11547,21915,nan,83,
11.9308,11537,21902,nan,83,
11.9408,11546,21917,nan,83,
11.9508,11547,21901,nan,83,
11.9608,11540,21906,nan,83,
11.9708,11495,22089,nan,84,
11.9808,7947,28799,nan,84,
11.9907,8703,27946,nan,84,
12.0008,8340,28417,nan,84,
12.0107,8292,28372,nan,84,
12.0208,8073,28772,nan,84,
12.0307,8182,28648,nan,84,
12.0409,8218,28590,nan,84,
12.0508,8134,28678,nan,84,
12.0607,8156,28654,nan,84,
12.0709,8184,28629,nan,84,
12.0808,8145,28653,nan,84,
12.0908,8149,28627,nan,84,
12.1008,8172,28663,nan,84,
12.1107,8170,28651,nan,84,
12.1208,8163,28648,nan,84,
12.1308,8168,28650,nan,84,
12.1408,8146,28630,nan,84,
12.1507,8163,28650,nan,84,
12.1607,8166,28666,nan,84,
12.1708,7965,29066,nan,85,
12.1808,5484,32128,nan,85,
12.1908,7224,29909,nan,85,
12.2008,6233,31062,nan,85,
12.2107,6659,30560,nan,85,
12.2209,6511,30740,nan,85,
12.2308,6616,30642,nan,85,
12.2408,6554,30692,nan,85,
12.2508,6567,30708,nan,85,
12.2607,6586,30662,nan,85,
12.2708,6582,30674,nan,85,
12.2807,6565,30690,nan,85,
12.2908,6562,30680,nan,85,
12.3008,6564,30682,nan,85,
12.3107,6567,30681,nan,85,
12.3208,6576,30681,nan,85,
12.3308,6568,30683,nan,85,
12.3408,6573,30684,nan,85,
12.3508,6587,30673,nan,85,
12.3608,6568,30678,nan,85,
12.3708,6538,31530,nan,86,
12.3807,3461,32736,nan,86,
12.3909,5083,32582,nan,86,
12.4009,3909,32736,nan,86,
12.4107,4739,32720,nan,86,
12.4207,4206,32736,nan,86,
12.4307,4475,32736,nan,86,
12.4408,4344,32736,nan,86,
12.4509,4367,32736,nan,86,
12.4607,4408,32736,nan,86,
12.4708,4387,32736,nan,86,
12.4809,4394,32736,nan,86,
12.4909,4405,32736,nan,86,
12.5008,4384,32736,nan,86,
12.5106,4374,32736,nan,86,
12.5209,4388,32736,nan,86,
12.5309,4380,32736,nan,86,
12.5409,4397,32736,nan,86,
12.5508,4392,32736,nan,86,
12.5608,4385,32736,nan,86,
12.5709,4282,32736,nan,87,
12.5808,-502,32736,nan,87,
12.5908,552,32736,nan,87,
12.6008,-190,32704,nan,87,
12.6107,112,32736,nan,87,
12.6208,-282,32736,nan,87,
12.6307,-46,32704,nan,87,
12.6409,-118,32736,nan,87,
12.6508,-165,32736,nan,87,
12.6608,-99,32736,nan,87,
12.6708,-107,32736,nan,87,
12.6808,-147,32736,nan,87,
12.6908,-117,32736,nan,87,
12.7008,-95,32704,nan,87,
12.7108,-113,32736,nan,87,
12.7208,-118,32736,nan,87,
12.7309,-112,32704,nan,87,
12.7408,-120,32736,nan,87,
12.7508,-126,32736,nan,87,
12.7607,-116,32736,nan,87,
12.7708,-428,32736,nan,88,
12.7808,-3351,32736,nan,88,
12.7909,-1519,32736,nan,88,
12.8009,-2804,32736,nan,88,
12.8108,-2255,32704,nan,88,
12.8208,-2517,32736,nan,88,
12.8307,-2418,32736,nan,88,
12.8408,-2451,32736,nan,88,
12.8508,-2438,32736,nan,88,
12.8608,-2436,32736,nan,88,
12.8709,-2449,32736,nan,88,
12.8807,-2432,32736,nan,88,
12.8909,-2436,32736,nan,88,
12.9008,-2440,32736,nan,88,
12.9107,-2462,32736,nan,88,
12.9208,-2450,32736,nan,88,
12.9308,-2456,32736,nan,88,
12.9408,-2450,32736,nan,88,
12.9507,-2437,32736,nan,88,
12.9608,-2446,32736,nan,88,
12.9708,-3151,32704,nan,89,
12.9808,-5508,32736,nan,89,
12.9908,-3650,32704,nan,89,
13.0008,-4683,32704,nan,89,
13.0107,-4033,32736,nan,89,
13.0208,-4340,32736,nan,89,
13.0308,-4207,32704,nan,89,
13.0408,-4210,32736,nan,89,
13.0508,-4253,32736,nan,89,
13.0607,-4213,32736,nan,89,
13.0708,-4235,32736,nan,89,
13.0809,-4234,32704,nan,89,
13.0908,-4224,32736,nan,89,
13.1008,-4210,32736,nan,89,
13.1106,-4221,32704,nan,89,
13.1208,-4231,32704,nan,89,
13.1307,-4219,32736,nan,89,
13.1407,-4216,32704,nan,89,
13.1507,-4220,32704,nan,89,
13.1607,-4228,32704,nan,89,
13.1708,-5230,32736,nan,90,
13.1807,-9986,31836,nan,90,
13.1908,-7802,32704,nan,90,
13.2008,-6135,32736,nan,90,
13.2107,-6793,32736,nan,90,
13.2208,-6577,32704,nan,90,
13.2307,-6576,32736,nan,90,
13.2409,-6658,32704,nan,90,
13.2508,-6595,32736,nan,90,
13.2608,-6588,32704,nan,90,
13.2708,-6620,32736,nan,90,
13.2807,-6580,32704,nan,90,
13.2908,-6613,32736,nan,90,
13.3008,-6599,32704,nan,90,
13.3107,-6608,32736,nan,90,
13.3209,-6588,32704,nan,90,
13.3308,-6608,32736,nan,90,
13.3409,-6588,32736,nan,90,
13.3508,-6590,32704,nan,90,
13.3608,-6605,32736,nan,90,
13.3708,-6823,32704,nan,91,
13.3809,-12695,28224,nan,91,
13.3908,-9612,32472,nan,91,
13.4008,-11603,29419,nan,91,
13.4107,-10374,31321,nan,91,
13.4209,-11371,29713,nan,91,
13.4308,-10874,30470,nan,91,
13.4409,-11124,30151,nan,91,
13.4508,-11022,30240,nan,91,
13.4607,-11055,30270,nan,91,
13.4708,-11056,30208,nan,91,
13.4807,-11088,30227,nan,91,
13.4906,-11079,30253,nan,91,
13.5008,-11059,30206,nan,91,
13.5107,-11074,30252,nan,91,
13.5209,-11059,30231,nan,91,
13.5308,-11084,30240,nan,91,
13.5409,-11050,30222,nan,91,
13.5508,-11059,30218,nan,91,
13.5607,-11065,30215,nan,91,
13.5708,-11589,29719,nan,92,
13.5809,-13399,26103,nan,92,
13.5908,-11986,29072,nan,92,
13.6008,-12785,27377,nan,92,
13.6107,-12528,27944,nan,92,
13.6208,-12638,27721,nan,92,
13.6308,-12576,27878,nan,92,
13.6409,-12615,27823,nan,92,
13.6508,-12597,27828,nan,92,
13.6608,-12611,27840,nan,92,
13.6708,-12584,27797,nan,92,
13.6808,-12586,27808,nan,92,
13.6908,-12597,27798,nan,92,
13.7007,-12596,27807,nan,92,
13.7106,-12593,27838,nan,92,
13.7209,-12597,27795,nan,92,
13.7308,-12588,27844,nan,92,
13.7408,-12598,27806,nan,92,
13.7508,-12604,27835,nan,92,
13.7608,-12585,27832,nan,92,
13.7709,-13411,26253,nan,93,
13.7809,-15488,18526,nan,93,
13.7908,-14674,22114,nan,93,
13.8007,-13757,24897,nan,93,
13.8108,-13998,24131,nan,93,
13.8208,-13841,24540,nan,93,
13.8308,-13816,24572,nan,93,
13.8408,-13886,24443,nan,93,
13.8508,-13853,24485,nan,93,
13.8607,-13842,24535,nan,93,
13.8709,-13841,24501,nan,93,
13.8806,-13838,24507,nan,93,
13.8909,-13832,24494,nan,93,
13.9008,-13858,24503,nan,93,
13.9108,-13843,24490,nan,93,
13.9208,-13853,24505,nan,93,
13.9307,-13858,24515,nan,93,
13.9408,-13836,24491,nan,93,
13.9508,-13838,24483,nan,93,
13.9608,-13879,24486,nan,93,
13.9709,-14633,22455,nan,94,
13.9808,-16369,12597,nan,94,
13.9908,-15404,19217,nan,94,
14.0008,-15963,15246,nan,94,
14.0106,-15576,17999,nan,94,
14.0207,-15834,16037,nan,94,
14.0307,-15623,17022,nan,94,
14.0408,-15673,16898,nan,94,
14.0508,-15703,16837,nan,94,
14.0608,-15713,16940,nan,94,
14.0709,-15720,16897,nan,94,
14.0808,-15712,16884,nan,94,
14.0908,-15685,16879,nan,94,
14.1009,-15690,16902,nan,94,
14.1108,-15684,16876,nan,94,
14.1208,-15717,16907,nan,94,
14.1309,-15685,16884,nan,94,
14.1408,-15709,16898,nan,94,
14.1508,-15693,16888,nan,94,
14.1606,-15708,16904,nan,94,
14.1708,-16014,12605,nan,95,
14.1807,-16451,11396,nan,95,
14.1909,-16250,13097,nan,95,
14.2008,-16328,10780,nan,95,
14.2108,-16249,12103,nan,95,
14.2208,-16286,11502,nan,95,
14.2307,-16277,11768,nan,95,
14.2408,-16272,11607,nan,95,
14.2508,-16259,11656,nan,95,
14.2608,-16277,11679,nan,95,
14.2708,-16263,11663,nan,95,
14.2808,-16281,11669,nan,95,
14.2908,-16272,11664,nan,95,
14.3008,-16285,11661,nan,95,
14.3107,-16271,11661,nan,95,
14.3208,-16269,11667,nan,95,
14.3308,-16276,11670,nan,95,
14.3408,-16264,11669,nan,95,
14.3508,-16265,11664,nan,95,
14.3608,-16265,11672,nan,95,
14.3709,-16430,9522,nan,96,
14.3808,-16241,636,nan,96,
14.3909,-16428,4505,nan,96,
14.4008,-16299,1990,nan,96,
14.4107,-16292,2971,nan,96,
14.4209,-16309,2750,nan,96,
14.4307,-16285,2545,nan,96,
14.4408,-16300,2767,nan,96,
14.4508,-16304,2709,nan,96,
14.4606,-16301,2671,nan,96,
14.4709,-16299,2676,nan,96,
14.4808,-16303,2687,nan,96,
14.4908,-16304,2689,nan,96,
14.5008,-16302,2683,nan,96,
14.5108,-16319,2688,nan,96,
14.5209,-16306,2683,nan,96,
14.5308,-16282,2689,nan,96,
14.5408,-16296,2684,nan,96,
14.5508,-16302,2691,nan,96,
14.5607,-16303,2691,nan,96,
14.5708,-16114,-155,nan,97,
14.5807,-15929,-2343,nan,97,
14.5908,-16100,-287,nan,97,
14.6008,-15921,-1469,nan,97,
14.6107,-16011,-1129,nan,97,
14.6209,-16001,-1264,nan,97,
14.6308,-15988,-1241,nan,97,
14.6408,-15985,-1175,nan,97,
14.6508,-16003,-1237,nan,97,
14.6607,-15978,-1225,nan,97,
14.6707,-15997,-1217,nan,97,
14.6809,-15985,-1208,nan,97,
14.6908,-15985,-1224,nan,97,
14.7007,-15989,-1215,nan,97,
14.7108,-16005,-1221,nan,97,
14.7209,-15987,-1218,nan,97,
14.7308,-15997,-1222,nan,97,
14.7408,-16000,-1223,nan,97,
14.7508,-15984,-1226,nan,97,
14.7607,-15985,-1219,nan,97,
14.7709,-15403,-5325,nan,98,
14.7808,-15482,-5955,nan,98,
14.7909,-15375,-5433,nan,98,
14.8008,-15311,-5824,nan,98,
14.8108,-15380,-5155,nan,98,
14.8208,-15305,-5511,nan,98,
14.8308,-15362,-5480,nan,98,
14.8409,-15347,-5437,nan,98,
14.8509,-15340,-5517,nan,98,
14.8608,-15364,-5458,nan,98,
14.8709,-15344,-5465,nan,98,
14.8807,-15361,-5475,nan,98,
14.8908,-15361,-5477,nan,98,
14.9008,-15340,-5482,nan,98,
14.9107,-15362,-5469,nan,98,
14.9209,-15353,-5472,nan,98,
14.9307,-15355,-5479,nan,98,
14.9408,-15337,-5475,nan,98,
14.9508,-15334,-5464,nan,98,
14.9608,-15352,-5468,nan,98,
14.9709,-14443,-10440,nan,99,
14.9808,-13051,-16028,nan,99,
14.9908,-13988,-12598,nan,99,
15.0008,-13508,-14280,nan,99,
15.0106,-13437,-14522,nan,99,
15.0208,-13314,-14757,nan,99,
15.0308,-13383,-14492,nan,99,
15.0408,-13367,-14552,nan,99,
15.0508,-13340,-14634,nan,99,
15.0608,-13389,-14598,nan,99,
15.0708,-13364,-14592,nan,99,
15.0808,-13355,-14601,nan,99,
15.0908,-13349,-14601,nan,99,
15.1007,-13371,-14586,nan,99,
15.1107,-13353,-14598,nan,99,
15.1208,-13361,-14599,nan,99,
15.1307,-13370,-14606,nan,99,
15.1409,-13365,-14590,nan,99,
15.1508,-13357,-14601,nan,99,
15.1606,-13387,-14611,nan,99,
15.1708,-14093,-8405,nan,98,
15.1809,-16023,-3949,nan,98,
15.1907,-15246,-6188,nan,98,
15.2007,-15368,-5418,nan,98,
15.2107,-15263,-6188,nan,98,
15.2208,-15442,-4824,nan,98,
15.2309,-15302,-5773,nan,98,
15.2408,-15370,-5383,nan,98,
15.2508,-15357,-5456,nan,98,
15.2608,-15359,-5505,nan,98,
15.2709,-15350,-5466,nan,98,
15.2807,-15341,-5466,nan,98,
15.2908,-15353,-5486,nan,98,
15.3008,-15344,-5484,nan,98,
15.3107,-15333,-5481,nan,98,
15.3209,-15354,-5480,nan,98,
15.3307,-15355,-5474,nan,98,
15.3408,-15350,-5484,nan,98,
15.3508,-15346,-5476,nan,98,
15.3608,-15336,-5485,nan,98,
15.3708,-16027,-1599,nan,97,
15.3809,-15990,-918,nan,97,
15.3908,-15885,-913,nan,97,
15.4009,-15957,-1111,nan,97,
15.4107,-15927,-1312,nan,97,
15.4209,-15947,-1100,nan,97,
15.4307,-15939,-1159,nan,97,
15.4408,-15931,-1199,nan,97,
