time [s],magx,magy,magz,step_count,
15.4508,-15945,-1150,nan,97,
15.4608,-15924,-1173,nan,97,
15.4708,-15962,-1184,nan,97,
15.4807,-15949,-1165,nan,97,
15.4908,-15946,-1171,nan,97,
15.5008,-15940,-1178,nan,97,
15.5107,-15929,-1162,nan,97,
15.5208,-15949,-1165,nan,97,
15.5307,-15942,-1164,nan,97,
15.5408,-15928,-1169,nan,97,
15.5508,-15931,-1168,nan,97,
15.5607,-15928,-1171,nan,97,
15.5709,-16379,4074,nan,96,
15.5808,-16427,9498,nan,96,
15.5908,-16374,6592,nan,96,
15.6007,-16370,8565,nan,96,
15.6108,-16398,8041,nan,96,
15.6208,-16369,8099,nan,96,
15.6307,-16371,8243,nan,96,
15.6407,-16366,8110,nan,96,
15.6508,-16366,8151,nan,96,
15.6608,-16346,8181,nan,96,
15.6709,-16362,8157,nan,96,
15.6809,-16371,8157,nan,96,
15.6908,-16363,8148,nan,96,
15.7008,-16371,8139,nan,96,
15.7107,-16358,8152,nan,96,
15.7208,-16349,8156,nan,96,
15.7309,-16365,8160,nan,96,
15.7409,-16347,8152,nan,96,
15.7508,-16366,8152,nan,96,
15.7607,-16363,8148,nan,96,
15.7709,-16171,13070,nan,95,
15.7808,-16223,11971,nan,95,
15.7908,-16255,11207,nan,95,
15.8008,-16222,12122,nan,95,
15.8108,-16238,11556,nan,95,
15.8209,-16215,11669,nan,95,
15.8307,-16221,11719,nan,95,
15.8408,-16230,11655,nan,95,
15.8508,-16228,11679,nan,95,
15.8607,-16213,11697,nan,95,
15.8709,-16234,11673,nan,95,
15.8807,-16220,11663,nan,95,
15.8908,-16224,11682,nan,95,
15.9008,-16206,11673,nan,95,
15.9108,-16231,11683,nan,95,
15.9208,-16228,11681,nan,95,
15.9309,-16234,11683,nan,95,
15.9409,-16231,11671,nan,95,
15.9508,-16217,11661,nan,95,
15.9607,-16228,11681,nan,95,
15.9709,-15360,19189,nan,94,
15.9809,-15908,14919,nan,94,
15.9908,-15491,18102,nan,94,
16.0008,-15768,16161,nan,94,
16.0107,-15616,17149,nan,94,
16.0208,-15662,16780,nan,94,
16.0308,-15654,17012,nan,94,
16.0408,-15668,16899,nan,94,
16.0508,-15670,16908,nan,94,
16.0608,-15666,16954,nan,94,
16.0709,-15648,16932,nan,94,
16.0807,-15654,16915,nan,94,
16.0908,-15655,16931,nan,94,
16.1008,-15658,16926,nan,94,
16.1107,-15662,16914,nan,94,
16.1209,-15663,16924,nan,94,
16.1308,-15658,16915,nan,94,
16.1408,-15652,16920,nan,94,
16.1508,-15653,16924,nan,94,
16.1609,-15668,16918,nan,94,
16.1707,-14843,21325,nan,93,
16.1807,-13546,24188,nan,93,
16.1908,-14246,23055,nan,93,
16.2007,-13627,25060,nan,93,
16.2107,-13859,24326,nan,93,
16.2209,-13780,24498,nan,93,
16.2309,-13751,24615,nan,93,
16.2409,-13793,24461,nan,93,
16.2508,-13768,24485,nan,93,
16.2607,-13770,24542,nan,93,
16.2708,-13764,24530,nan,93,
16.2809,-13787,24499,nan,93,
16.2909,-13785,24542,nan,93,
16.3008,-13773,24519,nan,93,
16.3108,-13783,24524,nan,93,
16.3209,-13773,24525,nan,93,
16.3308,-13776,24520,nan,93,
16.3408,-13785,24523,nan,93,
16.3507,-13781,24527,nan,93,
16.3607,-13787,24523,nan,93,
16.3709,-12182,28538,nan,92,
16.3808,-12592,27638,nan,92,
16.3908,-12740,27350,nan,92,
16.4009,-12445,27909,nan,92,
16.4108,-12522,27741,nan,92,
16.4209,-12517,27779,nan,92,
16.4309,-12498,27791,nan,92,
16.4408,-12515,27759,nan,92,
16.4509,-12525,27778,nan,92,
16.4608,-12513,27795,nan,92,
16.4709,-12509,27771,nan,92,
16.4809,-12522,27775,nan,92,
16.4908,-12511,27764,nan,92,
16.5009,-12523,27778,nan,92,
16.5107,-12515,27778,nan,92,
16.5208,-12519,27782,nan,92,
16.5307,-12502,27776,nan,92,
16.5408,-12524,27791,nan,92,
16.5508,-12521,27790,nan,92,
16.5608,-12511,27779,nan,91,
16.5708,-9850,32023,nan,91,
16.5808,-11312,29687,nan,91,
16.5909,-10523,30970,nan,91,
16.6008,-11127,30008,nan,91,
16.6107,-10870,30505,nan,91,
16.6209,-11062,30122,nan,91,
16.6307,-10953,30284,nan,91,
16.6409,-11018,30237,nan,91,
16.6508,-11017,30224,nan,91,
16.6607,-10988,30261,nan,91,
16.6709,-10998,30238,nan,91,
16.6807,-10983,30245,nan,91,
16.6909,-11005,30257,nan,91,
16.7007,-11000,30246,nan,91,
16.7107,-11000,30243,nan,91,
16.7208,-10984,30250,nan,91,
16.7309,-10988,30232,nan,91,
16.7408,-10991,30241,nan,91,
16.7508,-10996,30235,nan,91,
16.7607,-10991,30251,nan,90,
16.7709,-7349,32704,nan,90,
16.7809,-6539,32704,nan,90,
16.7909,-8382,32704,nan,90,
16.8008,-9009,32704,nan,90,
16.8107,-8607,32704,nan,90,
16.8209,-8770,32704,nan,90,
16.8308,-8745,32704,nan,90,
16.8408,-8762,32704,nan,90,
16.8508,-8744,32704,nan,90,
16.8608,-8752,32704,nan,90,
16.8709,-8744,32704,nan,90,
16.8807,-8737,32704,nan,90,
16.8909,-8723,32704,nan,90,
16.9008,-8757,32704,nan,90,
16.9107,-8742,32704,nan,90,
16.9209,-8754,32704,nan,90,
16.9309,-8728,32704,nan,90,
16.9408,-8737,32704,nan,90,
16.9508,-8737,32704,nan,90,
16.9607,-8741,32704,nan,89,
16.9709,-2687,32704,nan,89,
16.9807,-5672,32704,nan,89,
16.9908,-3414,32704,nan,89,
17.0008,-4996,32704,nan,89,
17.0108,-4112,32704,nan,89,
17.0208,-4134,32704,nan,89,
17.0307,-4227,32704,nan,89,
17.0409,-4156,32704,nan,89,
17.0508,-4141,32704,nan,89,
17.0607,-4194,32704,nan,89,
17.0709,-4173,32704,nan,89,
17.0809,-4189,32704,nan,89,
17.0909,-4194,32704,nan,89,
17.1007,-4160,32704,nan,89,
17.1107,-4164,32704,nan,89,
17.1209,-4189,32704,nan,89,
17.1309,-4169,32704,nan,89,
17.1409,-4173,32704,nan,89,
17.1508,-4173,32704,nan,89,
17.1607,-4161,32704,nan,88,
17.1709,-1183,32704,nan,88,
17.1807,-2594,32704,nan,88,
17.1908,-1917,32704,nan,88,
17.2008,-2502,32704,nan,88,
17.2107,-2340,32704,nan,88,
17.2208,-2429,32704,nan,88,
17.2307,-2374,32704,nan,88,
17.2407,-2431,32704,nan,88,
17.2508,-2379,32704,nan,88,
17.2607,-2395,32704,nan,88,
17.2709,-2431,32704,nan,88,
17.2809,-2395,32704,nan,88,
17.2908,-2397,32704,nan,88,
17.3008,-2405,32704,nan,88,
17.3106,-2405,32704,nan,88,
17.3209,-2402,32704,nan,88,
17.3308,-2409,32704,nan,88,
17.3409,-2406,32704,nan,88,
17.3507,-2408,32704,nan,88,
17.3607,-2396,32704,nan,87,
17.3709,1647,32704,nan,87,
17.3807,2493,32704,nan,87,
17.3908,530,32704,nan,87,
17.4007,-192,32704,nan,87,
17.4107,-191,32704,nan,87,
17.4209,-6,32704,nan,87,
17.4307,-66,32704,nan,87,
17.4409,-108,32704,nan,87,
17.4508,-47,32704,nan,87,
17.4607,-61,32704,nan,87,
17.4709,-91,32704,nan,87,
17.4809,-76,32704,nan,87,
17.4909,-60,32704,nan,87,
17.5009,-71,32704,nan,87,
17.5107,-87,32704,nan,87,
17.5209,-65,32704,nan,87,
17.5306,-74,32704,nan,87,
17.5408,-86,32704,nan,87,
17.5507,-81,32704,nan,87,
17.5607,-84,32704,nan,86,
17.5709,5303,32332,nan,86,
17.5808,3840,32704,nan,86,
17.5908,5041,32404,nan,86,
17.6009,3979,32704,nan,86,
17.6107,4506,32605,nan,86,
17.6209,4336,32704,nan,86,
17.6307,4428,32704,nan,86,
17.6409,4372,32704,nan,86,
17.6508,4445,32704,nan,86,
17.6608,4397,32704,nan,86,
17.6709,4410,32704,nan,86,
17.6809,4405,32704,nan,86,
17.6908,4390,32704,nan,86,
17.7009,4408,32704,nan,86,
17.7107,4407,32704,nan,86,
17.7209,4406,32704,nan,86,
17.7308,4396,32704,nan,86,
17.7409,4414,32704,nan,86,
17.7508,4386,32704,nan,86,
17.7606,4431,32704,nan,85,
17.7707,7995,29008,nan,85,
17.7808,5580,31707,nan,85,
17.7908,7006,30028,nan,85,
17.8008,6415,30724,nan,85,
17.8108,6535,30557,nan,85,
17.8209,6562,30527,nan,85,
17.8308,6575,30496,nan,85,
17.8409,6542,30576,nan,85,
17.8508,6567,30516,nan,85,
17.8607,6547,30544,nan,85,
17.8707,6546,30548,nan,85,
17.8808,6575,30553,nan,85,
17.8909,6542,30550,nan,85,
17.9008,6569,30552,nan,85,
17.9107,6567,30544,nan,85,
17.9209,6554,30543,nan,85,
17.9308,6569,30540,nan,85,
17.9408,6563,30554,nan,85,
17.9508,6563,30543,nan,85,
17.9607,6555,30550,nan,84,
17.9709,9517,24842,nan,84,
17.9809,9922,25557,nan,84,
17.9908,9755,25930,nan,84,
18.0008,10428,24495,nan,84,
18.0108,10214,24939,nan,84,
18.0208,10275,24833,nan,84,
18.0309,10307,24775,nan,84,
18.0408,10271,24837,nan,84,
18.0509,10264,24857,nan,84,
18.0607,10304,24807,nan,84,
18.0709,10268,24829,nan,84,
18.0807,10269,24833,nan,84,
18.0909,10292,24825,nan,84,
18.1008,10280,24823,nan,84,
18.1108,10279,24838,nan,84,
18.1208,10282,24828,nan,84,
18.1308,10294,24828,nan,84,
18.1409,10271,24833,nan,84,
18.1509,10266,24833,nan,84,
18.1608,10276,24821,nan,83,
18.1709,12416,19638,nan,83,
18.1807,11314,22342,nan,83,
18.1909,11698,21388,nan,83,
18.2008,11504,21913,nan,83,
18.2107,11573,21750,nan,83,
18.2209,11503,21870,nan,83,
18.2308,11564,21786,nan,83,
18.2409,11515,21829,nan,83,
18.2509,11541,21840,nan,83,
18.2608,11526,21804,nan,83,
18.2708,11519,21822,nan,83,
18.2807,11540,21835,nan,83,
18.2909,11529,21822,nan,83,
18.3007,11526,21825,nan,83,
18.3107,11540,21822,nan,83,
18.3208,11539,21824,nan,83,
18.3307,11532,21821,nan,83,
18.3409,11521,21820,nan,83,
18.3508,11531,21816,nan,83,
18.3608,11548,21815,nan,82,
18.3709,13996,14198,nan,82,
18.3808,12396,19620,nan,82,
18.3908,13500,16132,nan,82,
18.4007,12816,18337,nan,82,
18.4107,13199,17050,nan,82,
18.4209,13009,17723,nan,82,
18.4307,13114,17395,nan,82,
18.4409,13061,17553,nan,82,
18.4508,13082,17504,nan,82,
18.4608,13086,17476,nan,82,
18.4709,13069,17517,nan,82,
18.4809,13069,17527,nan,82,
18.4908,13088,17504,nan,82,
18.5008,13054,17511,nan,82,
18.5107,13063,17512,nan,82,
18.5209,13069,17508,nan,82,
18.5308,13061,17505,nan,82,
18.5408,13076,17518,nan,82,
18.5508,13065,17517,nan,82,
18.5607,13168,17372,nan,81,
18.5708,15111,8197,nan,81,
18.5809,14654,10324,nan,81,
18.5909,14607,10727,nan,81,
18.6008,15022,8383,nan,81,
18.6107,14908,8906,nan,81,
18.6209,14904,8987,nan,81,
18.6307,14958,8785,nan,81,
18.6409,14947,8916,nan,81,
18.6507,14926,8906,nan,81,
18.6607,14953,8847,nan,81,
18.6709,14938,8890,nan,81,
18.6809,14934,8906,nan,81,
18.6909,14926,8893,nan,81,
18.7009,14921,8874,nan,81,
18.7107,14932,8893,nan,81,
18.7209,14945,8892,nan,81,
18.7308,14945,8892,nan,81,
18.7409,14941,8876,nan,81,
18.7508,14938,8898,nan,81,
18.7607,15062,8520,nan,80,
18.7709,15754,2356,nan,80,
18.7807,15214,6664,nan,80,
18.7909,15448,4478,nan,80,
18.8008,15381,5010,nan,80,
18.8107,15410,4963,nan,80,
18.8209,15410,5053,nan,80,
18.8308,15408,4942,nan,80,
18.8409,15403,5001,nan,80,
18.8507,15368,4983,nan,80,
18.8608,15405,4971,nan,80,
18.8708,15377,4993,nan,80,
18.8808,15395,4968,nan,80,
18.8908,15401,4974,nan,80,
18.9009,15386,4977,nan,80,
18.9107,15385,4973,nan,80,
18.9209,15391,4992,nan,80,
18.9309,15390,4979,nan,80,
18.9409,15381,4974,nan,80,
18.9508,15405,4989,nan,80,
18.9607,15392,4005,nan,79,
18.9709,15851,-2223,nan,79,
18.9808,15672,2304,nan,79,
18.9909,15723,-218,nan,79,
19.0008,15650,1535,nan,79,
19.0107,15690,567,nan,79,
19.0209,15659,1097,nan,79,
19.0307,15671,992,nan,79,
19.0409,15684,876,nan,79,
19.0509,15667,974,nan,79,
19.0607,15681,940,nan,79,
19.0709,15666,910,nan,79,
19.0809,15666,951,nan,79,
19.0908,15680,945,nan,79,
19.1007,15667,938,nan,79,
19.1107,15656,943,nan,79,
19.1209,15675,942,nan,79,
19.1308,15675,934,nan,79,
19.1408,15655,935,nan,79,
19.1507,15660,943,nan,79,
19.1607,15652,862,nan,78,
19.1708,15552,-8869,nan,78,
19.1807,15645,-5986,nan,78,
19.1909,15730,-3874,nan,78,
19.2007,15724,-3893,nan,78,
19.2107,15712,-4166,nan,78,
19.2208,15707,-3992,nan,78,
19.2307,15718,-4059,nan,78,
19.2409,15705,-4018,nan,78,
19.2509,15718,-4025,nan,78,
19.2608,15738,-4053,nan,78,
19.2709,15737,-4033,nan,78,
19.2807,15727,-4040,nan,78,
19.2909,15726,-4041,nan,78,
19.3007,15744,-4041,nan,78,
19.3107,15723,-4038,nan,78,
19.3209,15720,-4034,nan,78,
19.3309,15725,-4036,nan,78,
19.3409,15726,-4031,nan,78,
19.3509,15737,-4044,nan,78,
19.3607,15734,-4236,nan,77,
19.3709,14517,-16951,nan,77,
19.3806,15444,-8984,nan,77,
19.3908,14872,-14026,nan,77,
19.4008,15316,-11196,nan,77,
19.4107,14956,-13643,nan,77,
19.4209,15148,-12410,nan,77,
19.4309,15057,-12962,nan,77,
19.4409,15101,-12749,nan,77,
19.4509,15078,-12874,nan,77,
19.4608,15104,-12856,nan,77,
19.4709,15086,-12799,nan,77,
19.4809,15086,-12834,nan,77,
19.4909,15090,-12821,nan,77,
19.5009,15075,-12813,nan,77,
19.5107,15081,-12830,nan,77,
19.5209,15090,-12829,nan,77,
19.5307,15075,-12830,nan,77,
19.5409,15076,-12824,nan,77,
19.5509,15095,-12831,nan,77,
19.5607,15040,-13526,nan,76,
19.5709,14141,-18297,nan,76,
19.5807,14809,-14586,nan,76,
19.5908,14395,-16580,nan,76,
19.6007,14641,-15440,nan,76,
19.6107,14543,-15869,nan,76,
19.6209,14583,-15642,nan,76,
19.6307,14572,-15754,nan,76,
19.6409,14581,-15728,nan,76,
19.6509,14568,-15711,nan,76,
19.6607,14555,-15736,nan,76,
19.6708,14584,-15730,nan,76,
19.6808,14567,-15717,nan,76,
19.6909,14570,-15725,nan,76,
19.7009,14589,-15721,nan,76,
19.7107,14590,-15726,nan,76,
19.7209,14582,-15729,nan,76,
19.7309,14551,-15721,nan,76,
19.7409,14560,-15711,nan,76,
19.7509,14566,-15725,nan,76,
19.7607,14441,-16766,nan,75,
19.7708,11731,-24673,nan,75,
19.7809,12769,-22287,nan,75,
19.7909,13665,-19520,nan,75,
19.8009,13538,-20029,nan,75,
19.8107,13733,-19435,nan,75,
19.8209,13640,-19649,nan,75,
19.8307,13624,-19743,nan,75,
19.8409,13666,-19612,nan,75,
19.8509,13633,-19666,nan,75,
19.8608,13651,-19694,nan,75,
19.8709,13639,-19647,nan,75,
19.8807,13656,-19666,nan,75,
19.8909,13658,-19663,nan,75,
19.9008,13645,-19666,nan,75,
19.9107,13666,-19664,nan,75,
19.9207,13637,-19682,nan,75,
19.9307,13645,-19662,nan,75,
19.9408,13651,-19666,nan,75,
19.9509,13657,-19668,nan,75,
19.9607,13368,-20746,nan,74,
19.9709,8992,-29050,nan,74,
19.9808,12027,-23874,nan,74,
19.9908,10171,-27491,nan,74,
20.0009,11507,-24894,nan,74,
20.0107,10538,-26574,nan,74,
20.0209,10977,-25736,nan,74,
20.0309,10871,-26049,nan,74,
20.0409,10907,-25925,nan,74,
20.0508,10887,-26006,nan,74,
20.0607,10901,-25968,nan,74,
20.0709,10887,-25972,nan,74,
20.0808,10883,-25980,nan,74,
20.0909,10887,-25982,nan,74,
20.1008,10885,-25971,nan,74,
20.1107,10871,-25966,nan,74,
20.1208,10906,-25978,nan,74,
20.1307,10891,-25981,nan,74,
20.1409,10883,-25977,nan,74,
20.1507,10903,-25975,nan,74,
20.1607,10712,-26335,nan,73,
20.1709,8785,-29173,nan,73,
20.1808,9702,-27900,nan,73,
20.1909,8875,-28945,nan,73,
20.2007,9433,-28252,nan,73,
20.2107,9099,-28641,nan,73,
20.2209,9249,-28481,nan,73,
20.2308,9194,-28553,nan,73,
20.2408,9214,-28538,nan,73,
20.2507,9207,-28515,nan,73,
20.2607,9191,-28539,nan,73,
20.2709,9213,-28528,nan,73,
20.2807,9199,-28533,nan,73,
20.2908,9191,-28518,nan,73,
20.3007,9198,-28523,nan,73,
20.3108,9205,-28508,nan,73,
20.3209,9218,-28532,nan,73,
20.3308,9201,-28531,nan,73,
20.3409,9204,-28519,nan,73,
20.3508,9198,-28526,nan,73,
20.3607,8847,-28998,nan,72,
20.3709,5304,-31671,nan,72,
20.3807,6135,-30918,nan,72,
20.3909,5699,-31306,nan,72,
20.4007,5688,-31280,nan,72,
20.4107,5560,-31406,nan,72,
20.4209,5659,-31326,nan,72,
20.4307,5631,-31347,nan,72,
20.4409,5627,-31363,nan,72,
20.4507,5640,-31362,nan,72,
20.4607,5625,-31350,nan,72,
20.4709,5632,-31351,nan,72,
20.4807,5620,-31356,nan,72,
20.4909,5633,-31348,nan,72,
20.5009,5631,-31354,nan,72,
20.5107,5642,-31333,nan,72,
20.5209,5634,-31342,nan,72,
20.5309,5627,-31353,nan,72,
20.5409,5641,-31335,nan,72,
20.5509,5635,-31361,nan,72,
20.5607,5036,-31897,nan,71,
20.5709,3147,-32352,nan,71,
20.5807,4727,-31957,nan,71,
20.5909,3961,-32235,nan,71,
20.6009,4250,-32144,nan,71,
20.6107,4133,-32181,nan,71,
20.6209,4189,-32174,nan,71,
20.6308,4179,-32179,nan,71,
20.6409,4165,-32172,nan,71,
20.6508,4181,-32169,nan,71,
20.6607,4178,-32165,nan,71,
20.6709,4166,-32163,nan,71,
20.6809,4179,-32172,nan,71,
20.6909,4196,-32170,nan,71,
20.7009,4191,-32177,nan,71,
20.7107,4183,-32177,nan,71,
20.7209,4176,-32174,nan,71,
20.7307,4181,-32185,nan,71,
20.7407,4194,-32162,nan,71,
20.7507,4176,-32178,nan,71,
20.7607,3159,-32352,nan,70,
20.7709,1358,-32352,nan,70,
20.7807,2475,-32349,nan,70,
20.7909,1759,-32352,nan,70,
20.8007,2310,-32349,nan,70,
20.8107,1970,-32346,nan,70,
20.8209,2015,-32342,nan,70,
20.8307,2012,-32347,nan,70,
20.8409,1974,-32343,nan,70,
20.8508,2033,-32347,nan,70,
20.8607,2009,-32344,nan,70,
20.8709,1993,-32343,nan,70,
20.8807,2002,-32348,nan,70,
20.8909,2030,-32347,nan,70,
20.9007,2000,-32350,nan,70,
20.9107,2001,-32345,nan,70,
20.9209,2002,-32345,nan,70,
20.9307,1993,-32345,nan,70,
20.9408,2002,-32348,nan,70,
20.9507,2010,-32349,nan,70,
20.9607,761,-32352,nan,69,
20.9709,-2422,-31393,nan,69,
20.9807,-828,-32141,nan,69,
20.9907,-1741,-31637,nan,69,
21.0007,-1425,-31841,nan,69,
21.0107,-1714,-31668,nan,69,
21.0209,-1590,-31699,nan,69,
21.0307,-1565,-31769,nan,69,
21.0409,-1611,-31719,nan,69,
21.0509,-1617,-31717,nan,69,
21.0607,-1600,-31743,nan,69,
21.0709,-1616,-31727,nan,69,
21.0809,-1615,-31712,nan,69,
21.0909,-1619,-31721,nan,69,
21.1007,-1612,-31726,nan,69,
21.1107,-1612,-31723,nan,69,
21.1209,-1599,-31708,nan,69,
21.1328,-1603,-31721,nan,69,
21.1407,-1603,-31720,nan,69,
21.1507,-1615,-31723,nan,69,
21.1607,-2110,-30993,nan,68,
21.1709,-3707,-30392,nan,68,
21.1808,-2824,-30979,nan,68,
21.1909,-3540,-30448,nan,68,
21.2007,-3293,-30610,nan,68,
21.2107,-3375,-30529,nan,68,
21.2209,-3334,-30574,nan,68,
21.2309,-3368,-30564,nan,68,
21.2408,-3355,-30556,nan,68,
21.2509,-3331,-30560,nan,68,
21.2607,-3337,-30545,nan,68,
21.2709,-3334,-30564,nan,68,
21.2807,-3349,-30551,nan,68,
21.2909,-3344,-30549,nan,68,
21.3007,-3346,-30563,nan,68,
21.3108,-3337,-30560,nan,68,
21.3209,-3336,-30560,nan,68,
21.3308,-3335,-30561,nan,68,
21.3408,-3342,-30553,nan,68,
21.3507,-3366,-30552,nan,68,
21.3607,-4226,-30337,nan,67,
21.3709,-6102,-29178,nan,67,
21.3807,-5129,-29344,nan,67,
21.3909,-5108,-29362,nan,67,
21.4009,-4956,-29485,nan,67,
21.4107,-5028,-29403,nan,67,
21.4209,-5004,-29428,nan,67,
21.4307,-4957,-29479,nan,67,
21.4409,-5019,-29422,nan,67,
21.4508,-4994,-29450,nan,67,
21.4607,-4975,-29450,nan,67,
21.4709,-4992,-29438,nan,67,
21.4808,-4982,-29454,nan,67,
21.4909,-5000,-29455,nan,67,
21.5009,-5002,-29458,nan,67,
21.5107,-4981,-29455,nan,67,
21.5209,-4974,-29451,nan,67,
21.5307,-4984,-29438,nan,67,
21.5408,-5006,-29439,nan,67,
21.5507,-4975,-29451,nan,67,
21.5608,-6113,-28656,nan,66,
21.5709,-10017,-22766,nan,66,
21.5808,-7875,-26125,nan,66,
21.5909,-7021,-26923,nan,66,
21.6007,-7116,-26822,nan,66,
21.6107,-7147,-26759,nan,66,
21.6209,-7092,-26851,nan,66,
21.6307,-7108,-26816,nan,66,
21.6408,-7124,-26812,nan,66,
21.6509,-7110,-26820,nan,66,
21.6607,-7115,-26810,nan,66,
21.6709,-7118,-26818,nan,66,
21.6807,-7109,-26814,nan,66,
21.6909,-7113,-26818,nan,66,
21.7009,-7112,-26825,nan,66,
21.7107,-7121,-26821,nan,66,
21.7209,-7107,-26826,nan,66,
21.7307,-7125,-26830,nan,66,
21.7408,-7106,-26809,nan,66,
21.7507,-7116,-26831,nan,66,
21.7607,-8664,-25256,nan,65,
21.7709,-11838,-18727,nan,65,
21.7808,-9890,-22970,nan,65,
21.7909,-11075,-20541,nan,65,
21.8007,-10472,-21747,nan,65,
21.8107,-10920,-20746,nan,65,
21.8209,-10607,-21398,nan,65,
21.8307,-10791,-21038,nan,65,
21.8409,-10724,-21169,nan,65,
21.8508,-10745,-21139,nan,65,
21.8607,-10740,-21109,nan,65,
21.8709,-10728,-21141,nan,65,
21.8808,-10735,-21142,nan,65,
21.8909,-10748,-21144,nan,65,
21.9008,-10721,-21137,nan,65,
21.9108,-10736,-21121,nan,65,
21.9209,-10746,-21131,nan,65,
21.9308,-10727,-21149,nan,65,
21.9409,-10738,-21137,nan,65,
21.9509,-10732,-21136,nan,65,
21.9607,-12157,-18018,nan,64,
21.9709,-12260,-17474,nan,64,
21.9807,-11851,-18501,nan,64,
21.9909,-12125,-17755,nan,64,
22.0009,-11859,-18247,nan,64,
22.0107,-11986,-18202,nan,64,
22.0209,-11956,-18189,nan,64,
22.0307,-11921,-18249,nan,64,
22.041,-11955,-18194,nan,64,
22.0507,-11951,-18227,nan,64,
22.0607,-11939,-18220,nan,64,
22.0709,-11948,-18211,nan,64,
22.0807,-11938,-18221,nan,64,
22.0909,-11929,-18226,nan,64,
22.1009,-11934,-18227,nan,64,
22.1107,-11942,-18213,nan,64,
22.1209,-11922,-18218,nan,64,
22.1308,-11935,-18224,nan,64,
22.1409,-11941,-18224,nan,64,
22.1509,-11939,-18214,nan,64,
22.1607,-13637,-13912,nan,63,
22.1709,-14974,-8026,nan,63,
22.1807,-13889,-12503,nan,63,
22.1908,-13052,-15169,nan,63,
22.2007,-13442,-14086,nan,63,
22.2107,-13284,-14563,nan,63,
22.2209,-13307,-14568,nan,63,
22.2307,-13344,-14410,nan,63,
22.2409,-13306,-14476,nan,63,
22.2509,-13306,-14509,nan,63,
22.2607,-13325,-14448,nan,63,
22.2709,-13306,-14476,nan,63,
22.2807,-13294,-14499,nan,63,
22.2909,-13317,-14485,nan,63,
22.3009,-13340,-14469,nan,63,
22.3107,-13324,-14483,nan,63,
22.3209,-13327,-14476,nan,63,
22.3308,-13295,-14476,nan,63,
22.3409,-13319,-14491,nan,63,
22.3508,-13315,-14473,nan,63,
22.3607,-14044,-8516,nan,62,
22.3709,-15565,-3845,nan,62,
22.3807,-15219,-6256,nan,62,
22.3909,-15354,-5319,nan,62,
22.4007,-15196,-6190,nan,62,
22.4107,-15413,-4735,nan,62,
22.4209,-15239,-5805,nan,62,
22.4307,-15316,-5418,nan,62,
22.4409,-15314,-5426,nan,62,
22.4508,-15292,-5489,nan,62,
22.4607,-15291,-5415,nan,62,
22.4709,-15294,-5452,nan,62,
22.4808,-15290,-5464,nan,62,
22.4909,-15302,-5444,nan,62,
22.5008,-15276,-5453,nan,62,
22.5107,-15276,-5444,nan,62,
22.5209,-15281,-5450,nan,62,
22.5307,-15298,-5446,nan,62,
22.5409,-15309,-5443,nan,62,
22.5507,-15288,-5449,nan,62,
22.5607,-16011,-1552,nan,61,
22.5709,-15969,-2490,nan,61,
22.5807,-15970,-822,nan,61,
22.5909,-15916,-1128,nan,61,
22.6007,-15887,-1340,nan,61,
22.6107,-15915,-1068,nan,61,
22.6208,-15912,-1181,nan,61,
22.6307,-15905,-1175,nan,61,
22.6409,-15911,-1119,nan,61,
22.6508,-15901,-1175,nan,61,
22.6607,-15898,-1165,nan,61,
22.6709,-15903,-1139,nan,61,
22.6808,-15911,-1168,nan,61,
22.6909,-15906,-1160,nan,61,
22.7007,-15916,-1167,nan,61,
22.7107,-15911,-1163,nan,61,
22.7209,-15906,-1159,nan,61,
22.7307,-15901,-1151,nan,61,
22.7409,-15904,-1152,nan,61,
22.7507,-15902,-1155,nan,61,
22.7607,-16386,4028,nan,60,
22.7709,-16402,9549,nan,60,
22.7808,-16345,6901,nan,60,
22.7909,-16343,8544,nan,60,
22.8008,-16319,8047,nan,60,
22.8107,-16328,8091,nan,60,
22.8209,-16329,8249,nan,60,
22.8307,-16348,8088,nan,60,
22.8409,-16340,8144,nan,60,
22.8509,-16338,8169,nan,60,
22.8607,-16331,8166,nan,60,
22.8709,-16336,8155,nan,60,
22.8808,-16321,8153,nan,60,
22.8908,-16340,8153,nan,60,
22.9009,-16341,8159,nan,60,
22.9107,-16348,8155,nan,60,
22.9209,-16327,8164,nan,60,
22.9307,-16346,8151,nan,60,
22.9409,-16325,8163,nan,60,
22.9508,-16331,8154,nan,60,
22.9607,-16167,12756,nan,59,
22.9709,-16194,12199,nan,59,
22.9807,-16250,11112,nan,59,
22.9909,-16182,11838,nan,59,
23.0007,-16205,11647,nan,59,
23.0107,-16223,11664,nan,59,
23.0209,-16207,11717,nan,59,
23.0307,-16215,11648,nan,59,
23.0409,-16217,11672,nan,59,
23.0508,-16209,11690,nan,59,
23.0607,-16210,11677,nan,59,
23.0708,-16227,11676,nan,59,
23.0807,-16209,11694,nan,59,
23.0909,-16209,11673,nan,59,
23.1008,-16193,11672,nan,59,
23.1107,-16213,11687,nan,59,
23.1209,-16205,11673,nan,59,
23.1307,-16219,11673,nan,59,
23.1407,-16214,11675,nan,59,
23.1507,-16196,11678,nan,59,
23.1607,-15413,18796,nan,58,
23.1709,-15869,15168,nan,58,
23.1808,-15476,17990,nan,58,
23.1909,-15748,16289,nan,58,
23.2008,-15631,17383,nan,58,
23.2107,-15673,16713,nan,58,
