time,magx,magy,step_count
9.90095,-15338,-5411,86
9.91099,-15344,-5382,86
9.92091,-15365,-5384,86
9.93095,-15366,-5383,86
9.94099,-15337,-5390,85
9.95098,-16189,2115,85
9.96087,-15605,-3443,85
9.97098,-16126,1121,85
9.98099,-15774,-2544,85
9.99095,-16057,-41,85
10.0009,-15918,-1452,85
10.011,-16011,-689,85
10.0209,-15945,-1084,85
10.0309,-15984,-828,85
10.0408,-15963,-882,85
10.0509,-15979,-959,85
10.0609,-15976,-894,85
10.0708,-15960,-903,85
10.0809,-15970,-937,85
10.0907,-15965,-914,85
10.1009,-15969,-908,85
10.1109,-15970,-923,85
10.1209,-15965,-915,85
10.131,-15975,-920,85
10.1409,-15978,-920,84
10.1509,-16337,7460,84
10.1608,-16296,7131,84
10.1709,-16130,2327,84
10.181,-16304,4671,84
10.191,-16210,2521,84
10.2009,-16251,3526,84
10.2109,-16241,3168,84
10.2209,-16243,3042,84
10.2308,-16248,3246,84
10.2407,-16264,3239,84
10.2509,-16246,3129,84
10.261,-16246,3175,84
10.2709,-16235,3208,84
10.281,-16248,3161,84
10.2909,-16251,3163,84
10.3008,-16250,3170,84
10.3109,-16251,3179,84
10.3207,-16233,3178,84
10.3309,-16238,3182,84
10.3408,-16243,3179,83
10.3509,-15941,14457,83
10.3609,-16211,7811,83
10.3708,-15832,15743,83
10.3809,-16264,9131,83
10.3909,-15989,14180,83
10.4008,-16199,10812,83
10.411,-16143,12207,83
10.4209,-16163,11725,83
10.4309,-16191,11735,83
10.4408,-16185,11716,83
10.4509,-16178,11817,83
10.4608,-16186,11682,83
10.4708,-16193,11775,83
10.4808,-16178,11767,83
10.4909,-16180,11748,83
10.5009,-16190,11742,83
10.5109,-16180,11759,83
10.5209,-16188,11742,83
10.531,-16182,11731,83
10.5408,-16169,11733,82
10.5507,-14979,20266,82
10.561,-15872,14365,82
10.5709,-15280,18735,82
10.5809,-15768,15541,82
10.5909,-15420,18098,82
10.6009,-15681,16317,82
10.6109,-15518,17194,82
10.6208,-15555,17116,82
10.631,-15585,17001,82
10.6408,-15558,17180,82
10.651,-15563,17077,82
10.6608,-15576,17061,82
10.6708,-15557,17102,82
10.6808,-15563,17128,82
10.691,-15560,17083,82
10.7009,-15574,17096,82
10.7108,-15572,17103,82
10.721,-15567,17104,82
10.7309,-15587,17102,82
10.7408,-15570,17590,81
10.7509,-13025,26550,81
10.761,-14591,21400,81
10.7708,-14881,20342,81
10.7809,-14278,22595,81
10.7908,-13621,24726,81
10.8009,-13843,23935,81
10.8108,-13626,24714,81
10.8208,-13737,24371,81
10.8309,-13711,24410,81
10.8409,-13667,24528,81
10.8509,-13732,24434,81
10.861,-13713,24418,81
10.8709,-13680,24465,81
10.8808,-13698,24474,81
10.8908,-13718,24445,81
10.9516,-13705,29747,80
10.953,-11320,28645,80
10.9682,-11938,27208,80
10.9717,-11730,29065,80
10.973,-11810,28913,80
10.974,-11810,28913,80
10.975,-12109,28384,80
10.976,-12109,28384,80
10.9814,-12665,27043,80
10.991,-12325,27936,80
11.0009,-12450,27671,80
11.0108,-12359,27865,80
11.0211,-12428,27742,80
11.031,-12373,27805,80
11.0412,-12403,27787,80
11.0509,-12396,27780,80
11.0609,-12398,27773,80
11.0709,-12401,27801,80
11.081,-12408,27779,80
11.0909,-12385,27789,80
11.1009,-12393,27783,80
11.1109,-12396,27772,80
11.1209,-12400,27781,80
11.1309,-12406,27787,80
11.1409,-12047,28060,79
11.1508,-9112,32556,79
11.1609,-11499,29086,79
11.1709,-9786,31745,79
11.1809,-11231,29633,79
11.1909,-10477,30803,79
11.201,-10811,30292,79
11.211,-10670,30530,79
11.2209,-10699,30466,79
11.2309,-10762,30397,79
11.2407,-10719,30499,79
11.251,-10730,30464,79
11.2609,-10725,30428,79
11.2708,-10718,30450,79
11.2808,-10735,30463,79
11.2908,-10717,30455,79
11.3009,-10705,30451,79
11.3108,-10712,30459,79
11.3207,-10721,30453,79
11.3308,-10712,30463,79
11.341,-10369,30690,78
11.3508,-4936,32608,78
11.3608,-8281,32608,78
11.3709,-8442,32608,78
11.381,-5914,32608,78
11.391,-6887,32608,78
11.4008,-6435,32608,78
11.4109,-6501,32608,78
11.4209,-6407,32608,78
11.4308,-6485,32608,78
11.4408,-6470,32608,78
11.4508,-6431,32608,78
11.4608,-6468,32608,78
11.4709,-6465,32608,78
11.4808,-6445,32608,78
11.4909,-6464,32608,78
11.501,-6465,32608,78
11.511,-6448,32608,78
11.5209,-6461,32608,78
11.5309,-6447,32608,78
11.5408,-5993,32608,77
11.551,-2905,32608,77
11.5609,-5247,32608,77
11.5708,-3803,32608,77
11.5807,-4429,32608,77
11.5908,-3734,32608,77
11.6008,-4209,32608,77
11.6107,-3925,32608,77
11.6206,-4023,32608,77
11.6311,-4036,32608,77
11.6408,-3968,32608,77
11.6509,-3992,32608,77
11.6609,-3997,32608,77
11.6709,-3982,32608,77
11.6809,-3983,32608,77
11.6908,-4002,32608,77
11.7009,-4011,32608,77
11.7109,-4008,32608,77
11.7209,-3998,32608,77
11.7309,-4007,32608,77
11.7407,-3463,32608,76
11.751,-487,32608,76
11.7609,-2150,32608,76
11.7709,-1480,32608,76
11.781,-2407,32608,76
11.7908,-1647,32608,76
11.801,-2235,32608,76
11.811,-1938,32608,76
11.8209,-2039,32608,76
11.8309,-2068,32608,76
11.8408,-2022,32608,76
11.8509,-2052,32608,76
11.8609,-2050,32608,76
11.8707,-2033,32608,76
11.8809,-2038,32608,76
11.8909,-2054,32608,76
11.9009,-2030,32608,76
11.9109,-2045,32608,76
11.9209,-2045,32608,76
11.9309,-2038,32608,76
11.9408,-1458,32608,75
11.951,3712,32608,75
11.9608,-336,32608,75
11.9709,1172,32608,75
11.9808,1744,32608,75
11.9908,1205,32608,75
12.0008,-89,32608,75
12.0107,491,32608,75
12.0209,291,32608,75
12.0308,251,32608,75
12.0407,397,32608,75
12.051,265,32608,75
12.0608,291,32608,75
12.0709,317,32608,75
12.0809,312,32608,75
12.0909,288,32608,75
12.101,304,32608,75
12.1109,305,32608,75
12.1208,306,32608,75
12.1309,305,32608,75
12.1407,2167,32608,74
12.151,6548,31055,74
12.1609,3331,32608,74
12.1709,5334,32269,74
12.1807,4093,32608,74
12.1908,5011,32608,74
12.2009,4248,32608,74
12.2109,4656,32608,74
12.2207,4631,32608,74
12.2309,4633,32608,74
12.2409,4676,32608,74
12.2509,4593,32608,74
12.2608,4642,32608,74
12.2708,4672,32608,74
12.281,4643,32608,74
12.2907,4645,32608,74
12.3006,4656,32608,74
12.3109,4653,32608,74
12.3209,4652,32608,74
12.3307,4649,32608,74
12.3409,6566,30780,73
12.3508,6818,30364,73
12.3609,6704,30589,73
12.3709,7001,30223,73
12.3809,6431,30898,73
12.3909,7158,30334,73
12.4009,6759,30549,73
12.4109,6871,30373,73
12.4209,6855,30415,73
12.4309,6811,30448,73
12.441,6866,30393,73
12.4509,6843,30408,73
12.4609,6835,30437,73
12.4707,6848,30416,73
12.4809,6842,30420,73
12.4909,6836,30413,73
12.5007,6852,30415,73
12.5107,6855,30424,73
12.5208,6840,30432,73
12.5307,6848,30426,73
12.5407,8664,28038,72
12.5509,11017,23609,72
12.5609,8236,28512,72
12.5708,8991,27571,72
12.5808,8633,28100,72
12.5909,8595,28126,72
12.6009,8425,28370,72
12.6109,8606,28110,72
12.6209,8471,28297,72
12.6309,8502,28269,72
12.6408,8542,28217,72
12.6508,8523,28231,72
12.6608,8500,28263,72
12.6707,8539,28252,72
12.6809,8535,28240,72
12.6909,8520,28251,72
12.7007,8518,28257,72
12.7109,8514,28254,72
12.7208,8541,28250,72
12.7309,8525,28239,72
12.7409,10227,25028,71
12.7509,12964,18411,71
12.7609,10946,23352,71
12.7708,11521,21929,71
12.7808,11911,21140,71
12.791,11927,21084,71
12.8008,11472,22187,71
12.811,12036,20811,71
12.8209,11545,22097,71
12.8308,11791,21565,71
12.8407,11716,21705,71
12.8509,11695,21728,71
12.861,11734,21631,71
12.8708,11698,21714,71
12.8808,11689,21681,71
12.891,11702,21670,71
12.9008,11716,21686,71
12.9109,11705,21692,71
12.9208,11696,21679,71
12.9309,11713,21680,71
12.9409,13216,17388,70
12.9507,13021,17653,70
12.961,13787,15184,70
12.971,12733,18855,70
12.9808,13563,16232,70
12.9908,13020,17997,70
13.0008,13317,16963,70
13.0109,13180,17508,70
13.0207,13288,17141,70
13.0308,13231,17311,70
13.0407,13233,17313,70
13.0508,13243,17237,70
13.0609,13258,17292,70
13.0707,13232,17302,70
13.0808,13228,17279,70
13.0907,13235,17265,70
13.101,13241,17277,70
13.1109,13248,17294,70
13.1208,13246,17270,70
13.1308,13226,17282,70
13.1408,14314,12504,69
13.1508,14684,9897,69
13.1608,13803,14544,69
13.1707,14565,10898,69
13.1809,15046,8101,69
13.1907,14773,9624,69
13.201,14978,8531,69
13.211,14877,8929,69
13.2208,14887,8983,69
13.231,14913,8797,69
13.241,14896,8932,69
13.2509,14907,8911,69
13.2609,14910,8859,69
13.2708,14895,8870,69
13.281,14899,8919,69
13.2909,14908,8893,69
13.3009,14902,8876,69
13.3109,14907,8890,69
13.3209,14909,8883,69
13.331,14918,8906,69
13.3409,15638,2340,68
13.3508,15175,6804,68
13.361,15531,3924,68
13.3709,15430,5007,68
13.3809,15401,5238,68
13.3909,15441,4560,68
13.4009,15404,4920,68
13.4108,15412,4979,68
13.4208,15422,4860,68
13.4309,15437,4986,68
13.4409,15419,4911,68
13.4509,15431,4904,68
13.4608,15429,4934,68
13.4709,15417,4942,68
13.4811,15413,4916,68
13.4909,15407,4923,68
13.5009,15437,4926,68
13.511,15426,4923,68
13.521,15419,4935,68
13.5308,15432,4933,67
13.5407,15759,-2827,67
13.5509,15557,2626,67
13.561,15750,-1667,67
13.5709,15632,1732,67
13.5809,15715,-530,67
13.5909,15663,1293,67
13.6009,15702,107,67
13.6108,15676,792,67
13.6207,15672,470,67
13.6307,15691,538,67
13.6408,15675,622,67
13.6509,15680,582,67
13.6609,15700,532,67
13.6707,15687,580,67
13.6808,15661,568,67
13.6908,15678,564,67
13.7008,15693,561,67
13.7109,15710,567,67
13.7207,15682,565,67
13.7308,15681,568,66
13.7408,15535,-7672,66
13.751,15514,-7441,66
13.7608,15658,-2621,66
13.7708,15537,-7293,66
13.781,15481,-7886,66
13.7909,15532,-7654,66
13.8008,15471,-8406,66
13.8108,15496,-8111,66
13.8209,15498,-8143,66
13.831,15484,-8239,66
13.8409,15499,-8152,66
13.8509,15476,-8173,66
13.861,15479,-8194,66
13.8709,15490,-8181,66
13.8809,15493,-8178,66
13.8909,15502,-8179,66
13.9007,15476,-8172,66
13.9108,15486,-8167,66
13.9207,15483,-8167,66
13.9307,15498,-8175,65
13.9408,14645,-15011,65
13.9509,15284,-10225,65
13.9609,14794,-14118,65
13.9707,15186,-11397,65
13.9807,14900,-13582,65
13.9908,15098,-12360,65
14.001,14978,-13062,65
14.0108,15012,-12704,65
14.0207,14991,-12901,65
14.0307,15007,-12868,65
14.0408,15013,-12801,65
14.0509,14995,-12840,65
14.0608,15020,-12851,65
14.0707,15012,-12814,65
14.0807,15015,-12827,65
14.0908,15004,-12838,65
14.1009,15009,-12833,65
14.111,15003,-12842,65
14.1207,15006,-12839,65
14.1307,15032,-12835,64
14.1408,13739,-18878,64
14.151,14693,-14286,64
14.1609,14065,-17832,64
14.1707,14617,-15000,64
14.1807,14283,-16788,64
14.1907,14498,-15799,64
14.201,14408,-16217,64
14.2108,14447,-15984,64
14.2208,14416,-16088,64
14.2307,14427,-16089,64
14.2408,14426,-16052,64
14.251,14431,-16093,64
14.2609,14409,-16063,64
14.2709,14417,-16065,64
14.2808,14416,-16071,64
14.2907,14424,-16067,64
14.3009,14424,-16080,64
14.3108,14427,-16068,64
14.3209,14439,-16060,64
14.3308,14427,-16062,63
14.3407,12236,-23245,63
14.3525,12993,-21213,63
14.3608,13475,-19820,63
14.3708,12768,-22049,63
14.3808,13228,-20727,63
14.3907,13493,-19814,63
14.4009,13380,-20191,63
14.4108,13417,-20221,63
14.4209,13472,-19918,63
14.4308,13437,-20051,63
14.4408,13422,-20082,63
14.4509,13452,-19976,63
14.4609,13432,-20035,63
14.4709,13428,-20060,63
14.4809,13438,-20028,63
14.4909,13429,-20018,63
14.5009,13430,-20040,63
14.5109,13429,-20024,63
14.5209,13431,-20020,63
14.5309,13425,-20016,62
14.5409,8692,-29111,62
14.5509,12145,-23111,62
14.5609,9491,-28072,62
14.5709,11713,-24065,62
14.5809,9908,-27361,62
14.5908,11336,-24837,62
14.601,10311,-26655,62
14.6108,10987,-25539,62
14.6209,10600,-26207,62
14.6307,10815,-25846,62
14.6409,10709,-26000,62
14.6509,10742,-25974,62
14.6607,10771,-25935,62
14.6709,10737,-25966,62
14.6807,10735,-25958,62
14.6908,10744,-25952,62
14.7008,10743,-25961,62
14.7108,10757,-25959,62
14.7208,10741,-25969,62
14.7309,10511,-26128,61
14.7408,7786,-29900,61
14.7509,9941,-27119,61
14.7609,8201,-29434,61
14.7707,9643,-27744,61
14.7807,8562,-29055,61
14.7908,9202,-28365,61
14.801,8848,-28775,61
14.8109,9030,-28568,61
14.8208,8938,-28656,61
14.8308,8969,-28643,61
14.8408,8977,-28621,61
14.8509,8951,-28637,61
14.861,8972,-28640,61
14.8708,8985,-28640,61
14.8807,8955,-28643,61
14.8909,8964,-28648,61
14.901,8980,-28646,61
14.9109,8967,-28638,61
14.9208,8977,-28642,61
14.9309,8691,-28702,60
14.9408,4751,-31844,60
14.9508,6661,-30449,60
14.9609,7672,-29715,60
14.9708,6857,-30410,60
14.981,7721,-29842,60
14.9907,7414,-30007,60
15.0008,7405,-30000,60
15.011,7526,-29893,60
15.0207,7416,-29980,60
15.0307,7455,-29968,60
15.041,7493,-29950,60
15.051,7477,-29963,60
15.0608,7448,-29965,60
15.0707,7466,-29961,60
15.0807,7486,-29960,60
15.0908,7472,-29967,60
15.1007,7457,-29958,60
15.111,7475,-29953,60
15.1209,7467,-29960,60
15.131,7266,-29956,59
15.1408,1424,-32272,59
15.1509,5521,-31010,59
15.1609,2309,-32272,59
15.1707,4842,-31627,59
15.1813,2909,-32272,59
15.1909,4587,-31855,59
15.2009,3476,-32270,59
15.2108,4016,-32170,59
15.2209,3932,-32177,59
15.2308,3984,-32151,59
15.241,3919,-32185,59
15.2509,3970,-32177,59
15.2609,3961,-32166,59
15.2708,3959,-32172,59
15.2809,3966,-32185,59
15.2908,3959,-32169,59
15.3009,3953,-32178,59
15.3109,3962,-32188,59
15.3208,3964,-32175,59
15.3309,3590,-32035,58
15.3409,411,-32272,58
15.3511,2804,-32192,58
15.3609,1098,-32266,58
15.3709,1873,-32272,58
15.3809,1714,-32272,58
15.391,1826,-32269,58
15.4009,1733,-32272,58
15.411,1707,-32271,58
15.4209,1798,-32272,58
15.4307,1727,-32271,58
15.4408,1722,-32272,58
15.4509,1748,-32272,58
15.4608,1754,-32272,58
15.4709,1722,-32272,58
15.4807,1748,-32272,58
15.4907,1730,-32272,58
15.5007,1749,-32272,58
15.5109,1737,-32272,58
15.5208,1730,-32272,58
15.5309,1379,-32203,57
15.5408,-2788,-31133,57
15.5508,-249,-32265,57
15.5609,-160,-32272,57
15.5707,-999,-32098,57
15.5809,-2005,-31577,57
15.5908,-1563,-31845,57
15.6007,-1899,-31635,57
15.6107,-1719,-31697,57
15.6207,-1702,-31741,57
15.6309,-1784,-31709,57
15.6408,-1774,-31699,57
15.6508,-1740,-31729,57
15.6608,-1773,-31705,57
15.6709,-1768,-31703,57
15.6809,-1758,-31715,57
15.6909,-1756,-31713,57
15.7009,-1771,-31693,57
15.7109,-1774,-31714,57
15.7209,-1765,-31694,57
15.7308,-2140,-31326,56
15.7409,-3836,-30268,56
15.7509,-2964,-30845,56
15.7609,-4102,-30138,56
15.7708,-3060,-30857,56
15.7809,-3677,-30406,56
15.7909,-3409,-30613,56
15.8008,-3526,-30535,56
15.8107,-3488,-30571,56
15.8209,-3481,-30563,56
15.8309,-3512,-30546,56
15.8409,-3489,-30571,56
15.8507,-3506,-30573,56
15.8608,-3491,-30563,56
15.8708,-3481,-30556,56
15.8808,-3460,-30574,56
15.8907,-3510,-30573,56
15.901,-3489,-30566,56
15.9109,-3483,-30554,56
15.9207,-3496,-30565,56
15.9307,-5080,-29390,55
15.9408,-5784,-28705,55
15.951,-5324,-29161,55
15.9608,-5575,-28971,55
15.9707,-5212,-29264,55
15.9808,-5462,-29054,55
15.9907,-5376,-29137,55
16.0008,-5220,-29284,55
16.0108,-5352,-29172,55
16.0209,-5230,-29274,55
16.031,-5306,-29213,55
16.0408,-5295,-29226,55
16.0509,-5257,-29237,55
16.0609,-5281,-29235,55
16.0709,-5283,-29230,55
16.0809,-5270,-29250,55
16.0909,-5288,-29249,55
16.1009,-5304,-29230,55
16.1108,-5283,-29243,55
16.1207,-5281,-29241,55
16.1309,-6878,-27347,54
16.1409,-10034,-22766,54
16.1509,-6704,-27459,54
16.1609,-7974,-25808,54
16.1709,-9452,-23614,54
16.1807,-8647,-24754,54
16.1907,-9166,-24034,54
16.2007,-8926,-24336,54
16.2108,-9040,-24198,54
16.2208,-9008,-24217,54
16.231,-8987,-24253,54
16.2408,-9039,-24205,54
16.2507,-9028,-24221,54
16.2609,-8990,-24230,54
16.2709,-9027,-24220,54
16.2809,-9013,-24217,54
16.2909,-8994,-24229,54
16.3009,-9009,-24246,54
16.311,-9001,-24220,54
16.3209,-9006,-24233,54
16.331,-10423,-21935,53
16.341,-10685,-21288,53
16.3508,-10529,-21604,53
16.3608,-10873,-21758,53
16.3709,-10867,-21041,53
16.381,-10785,-21180,53
16.3908,-10800,-21153,53
16.4009,-10782,-21173,53
16.4109,-10837,-21077,53
16.4208,-10763,-21186,53
16.4308,-10812,-21133,53
16.4409,-10827,-21108,53
16.4509,-10811,-21151,53
16.4609,-10813,-21139,53
16.4709,-10824,-21117,53
16.4809,-10810,-21140,53
16.4909,-10807,-21139,53
16.5008,-10791,-21134,53
16.511,-10819,-21123,53
16.5209,-10832,-21131,53
16.5308,-12153,-17912,52
16.5426,-12332,-18985,52
16.5508,-12140,-17845,52
16.5609,-12010,-18187,52
16.5709,-12209,-17688,52
16.5808,-12198,-17724,52
16.5908,-12113,-17941,52
16.6008,-12150,-17833,52
16.611,-12163,-17820,52
16.6207,-12126,-17930,52
16.631,-12155,-17842,52
16.6409,-12146,-17855,52
16.6507,-12132,-17874,52
16.6609,-12148,-17856,52
16.6707,-12157,-17858,52
16.6807,-12139,-17864,52
16.6908,-12142,-17863,52
16.7008,-12146,-17871,52
16.7109,-12150,-17851,52
16.7209,-12143,-17860,52
16.7307,-13483,-14196,51
16.7407,-15033,-7789,51
16.7509,-12930,-15538,51
16.7609,-14086,-12009,51
16.7709,-14188,-11521,51
16.7807,-14013,-12292,51
16.7907,-13389,-14413,51
16.801,-13633,-13600,51
16.8109,-13424,-14329,51
16.8207,-13535,-13996,51
16.8308,-13490,-14060,51
16.8409,-13484,-14154,51
16.851,-13516,-14049,51
16.861,-13504,-14082,51
16.8708,-13484,-14111,51
16.881,-13493,-14100,51
16.8909,-13512,-14091,51
16.901,-13484,-14095,51
16.9109,-13504,-14109,51
16.9208,-13491,-14091,51
16.9307,-14492,-4715,50
16.9409,-15186,-6325,50
16.9508,-15508,-4397,50
16.9608,-15052,-7007,50
16.9709,-15526,-4302,50
16.9807,-15186,-6375,50
16.9909,-15432,-5018,50
17.0008,-15371,-5998,50
17.0108,-15405,-5097,50
17.0209,-15326,-5573,50
17.0307,-15396,-5248,50
17.0409,-15352,-5468,50
17.0509,-15365,-5395,50
17.0609,-15370,-5356,50
17.0707,-15367,-5390,50
17.0809,-15349,-5400,50
17.0909,-15362,-5370,50
17.101,-15368,-5381,50
17.1109,-15349,-5398,50
17.1208,-15365,-5390,50
17.1308,-16180,1812,49
17.1409,-15655,-3269,49
17.1509,-16137,702,49
17.1609,-15838,-2023,49
17.1709,-16014,-656,49
17.1807,-15989,-993,49
17.1909,-16011,-701,49
17.2008,-15953,-1078,49
17.2109,-15988,-809,49
17.2207,-15973,-964,49
17.2308,-15996,-916,49
17.2407,-15996,-878,49
17.251,-15960,-909,49
17.2609,-15977,-930,49
17.2708,-15967,-891,49
17.2809,-15975,-912,49
17.2908,-15975,-923,49
17.3007,-15993,-914,49
17.3108,-15970,-928,49
17.3208,-15978,-898,48
17.3309,-16345,6831,48
17.3409,-16304,7604,48
17.351,-16137,1615,48
17.3608,-16289,4749,48
17.3708,-16234,2784,48
17.3807,-16272,3557,48
17.3908,-16250,3122,48
17.4009,-16261,3034,48
17.4108,-16248,3323,48
17.4209,-16241,3110,48
17.4308,-16241,3100,48
17.4408,-16256,3160,48
17.451,-16245,3194,48
17.4609,-16247,3149,48
17.4709,-16248,3143,48
17.4807,-16243,3170,48
17.491,-16238,3155,48
17.5007,-16249,3165,48
17.511,-16233,3165,48
17.5208,-16257,3151,47
17.5309,-16059,13237,47
17.5408,-16187,11368,47
17.5509,-16082,13091,47
17.5608,-16188,11118,47
17.5709,-16010,14017,47
17.5809,-16210,11047,47
17.5909,-16157,12100,47
17.601,-16153,12401,47
17.611,-16216,11425,47
17.6207,-16176,11944,47
17.6308,-16198,11827,47
17.641,-16194,11692,47
17.6509,-16184,11811,47
17.6609,-16188,11762,47
17.6709,-16188,11765,47
17.6809,-16189,11777,47
17.6909,-16193,11784,47
17.701,-16205,11759,47
17.7109,-16177,11762,47
17.7208,-16177,11769,46
17.7309,-15030,20004,46
17.7409,-15923,14044,46
17.751,-15201,19008,46
17.7609,-15797,15380,46
17.7709,-15382,18254,46
17.7808,-15701,16222,46
17.7909,-15488,17629,46
17.8008,-15610,16854,46
17.8109,-15553,17191,46
17.8209,-15566,17203,46
17.8309,-15583,17088,46
17.8407,-15584,17100,46
17.8509,-15551,17152,46
17.8609,-15574,17114,46
17.8708,-15585,17104,46
17.8808,-15559,17117,46
17.8909,-15566,17121,46
17.9009,-15578,17124,46
17.9107,-15561,17116,46
17.9207,-15575,17131,45
17.9309,-13784,24176,45
17.941,-14055,21740,45
17.9509,-14916,20167,45
17.9608,-14278,22680,45
17.9708,-13549,24922,45
17.9809,-13870,23892,45
17.9908,-13595,24733,45
18.0009,-13781,24232,45
18.011,-13678,24393,45
18.0209,-13675,24535,45
18.0307,-13705,24407,45
18.0407,-13709,24427,45
18.0508,-13702,24487,45
18.0609,-13709,24449,45
18.0709,-13704,24431,45
18.0809,-13712,24458,45
18.091,-13701,24450,45
18.1008,-13713,24441,45
18.111,-13701,24453,45
18.1208,-13711,24442,44
18.1309,-11339,29888,44
18.1409,-13170,25843,44
18.1509,-11694,29072,44
18.1608,-12664,27267,44
18.1708,-12314,27931,44
18.1808,-12374,27846,44
18.191,-12365,27845,44
18.2009,-12384,27744,44
18.2108,-12363,27845,44
18.2208,-12373,27812,44
18.2309,-12412,27803,44
18.2409,-12376,27828,44
18.251,-12393,27813,44
18.2609,-12377,27797,44
18.2707,-12376,27811,44
18.2808,-12385,27823,44
18.2907,-12394,27812,44
18.3008,-12390,27810,44
18.3109,-12380,27819,44
18.3209,-12397,27817,43
18.3308,-9069,32580,43
18.3408,-11521,29062,43
18.3508,-9780,31804,43
18.361,-11245,29639,43
18.3709,-10251,31168,43
18.3809,-11017,30033,43
18.3909,-10566,30548,43
18.4009,-10725,30473,43
18.4108,-10763,30402,43
18.4208,-10718,30507,43
18.4308,-10750,30440,43
18.4408,-10764,30445,43
18.4508,-10740,30482,43
18.461,-10734,30474,43
18.4707,-10749,30456,43
18.4808,-10750,30462,43
18.4907,-10740,30449,43
18.5009,-10745,30460,43
18.5109,-10734,30455,43
18.5209,-10494,30590,42
18.5307,-5057,32608,42
18.5409,-8179,32608,42
18.5507,-8558,32608,42
18.5611,-6288,32608,42
18.5709,-6670,32608,42
18.582,-6516,32608,42
18.6198,-6483,32608,42
18.6205,-6466,32608,42
18.6217,-6466,32608,42
18.6225,-6496,32608,42
18.6336,-6505,32608,42
18.6409,-6511,32608,42
18.651,-6493,32608,42
18.6613,-6487,32608,42
18.6709,-6491,32608,42
18.6809,-6471,32608,42
18.6908,-6491,32608,42
18.701,-6498,32608,42
18.711,-6479,32608,42
18.7209,-6101,32608,41
18.7309,-2844,32608,41
18.741,-5324,32608,41
18.751,-3217,32608,41
18.7609,-4791,32608,41
18.7709,-3569,32608,41
18.781,-4262,32608,41
18.791,-3934,32608,41
18.8009,-4062,32608,41
18.8109,-4049,32608,41
18.8209,-4009,32608,41
18.8309,-4049,32608,41
18.841,-4046,32608,41
18.8508,-4016,32608,41
18.861,-4033,32608,41
18.8707,-4031,32608,41
18.8808,-4030,32608,41
18.8907,-4027,32608,41
18.9008,-4018,32608,41
18.9108,-4031,32608,41
18.9208,-3502,32608,40
18.9309,-494,32608,40
18.9409,-2961,32608,40
18.9508,-1066,32608,40
18.961,-2688,32608,40
18.971,-1681,32608,40
18.9809,-2288,32608,40
18.9909,-1959,32608,40
19.001,-2084,32608,40
19.0109,-2071,32608,40
19.0208,-2042,32608,40
19.0308,-2084,32608,40
19.0408,-2070,32608,40
19.0509,-2052,32608,40
19.0608,-2077,32608,40
19.0708,-2069,32608,40
19.0808,-2079,32608,40
19.0907,-2064,32608,40
19.1008,-2062,32608,40
19.111,-2073,32608,40
19.1209,-1512,32608,39
19.131,3900,32608,39
19.1409,550,32608,39
19.1509,584,32608,39
19.161,1709,32608,39
19.1708,1114,32608,39
19.1808,-97,32608,39
19.1907,617,32608,39
19.201,168,32608,39
19.211,306,32608,39
19.2207,365,32608,39
19.231,254,32608,39
19.2408,283,32608,39
19.251,325,32608,39
19.261,276,32608,39
19.2707,280,32608,39
19.2808,287,32608,39
19.2909,298,32608,39
19.3008,288,32608,39
19.3107,291,32608,39
19.3207,699,32608,38
19.331,7355,30060,38
19.3408,2456,32608,38
19.351,5419,32209,38
19.361,4005,32608,38
19.3709,5072,32482,38
19.3808,4172,32608,38
19.3908,5000,32584,38
19.401,4342,32608,38
19.411,4631,32608,38
19.4209,4642,32608,38
19.4309,4584,32608,38
19.4408,4636,32608,38
19.4509,4629,32608,38
19.4609,4606,32608,38
19.4708,4617,32608,38
19.481,4628,32608,38
19.4909,4611,32608,38
19.5009,4601,32608,38
19.511,4622,32608,38
19.5208,5262,32145,37
19.5309,7923,30387,37
19.5407,6707,30592,37
19.5509,6978,30276,37
19.561,6444,30897,37
19.571,7158,30083,37
19.5809,6594,30758,37
19.5908,6948,30418,37
19.601,6835,30443,37
19.611,6819,30485,37
19.6207,6860,30414,37
19.6308,6808,30472,37
19.6408,6847,30458,37
19.651,6844,30442,37
19.6609,6829,30450,37
19.6709,6835,30458,37
19.6809,6844,30453,37
19.6909,6830,30442,37
19.7009,6833,30458,37
19.711,6821,30442,37
19.7209,7443,28045,36
19.7309,11032,23497,36
19.7408,8241,28435,36
19.7509,8987,27495,36
19.761,8922,27592,36
19.7709,8383,28345,36
19.781,8542,28291,36
19.7908,8608,28038,36
19.801,8465,28224,36
19.8109,8513,28180,36
19.821,8549,28127,36
19.8308,8495,28174,36
19.8407,8502,28185,36
19.851,8518,28171,36
19.861,8523,28150,36
19.8707,8512,28184,36
19.8809,8510,28181,36
19.8909,8519,28169,36
19.9009,8518,28175,36
19.911,8520,28167,36
19.9209,10172,25051,35
19.9309,12970,18278,35
19.941,10897,23355,35
19.9509,12343,19884,35
19.9609,11248,22630,35
19.9709,12296,19961,35
19.981,11473,22105,35
19.9909,12027,20719,35
20.001,11515,22033,35
20.011,11766,21392,35
20.0207,11637,21712,35
20.0307,11693,21596,35
20.0409,11693,21560,35
20.051,11670,21639,35
20.0609,11686,21604,35
20.0709,11673,21595,35
20.0809,11686,21610,35
20.0909,11680,21623,35
20.101,11680,21613,35
