time,magx,magy,step_count
20.111,11678,21612,35
20.1209,13241,17234,34
20.1307,13014,17731,34
20.1407,13395,16583,34
20.1508,13003,17853,34
20.161,13280,16967,34
20.171,13006,17924,34
20.181,13311,16850,34
20.1909,13158,17425,34
20.201,13263,17030,34
20.211,13207,17302,34
20.2208,13235,17167,34
20.231,13218,17158,34
20.241,13201,17199,34
20.251,13204,17214,34
20.261,13226,17195,34
20.2708,13221,17211,34
20.281,13202,17191,34
20.2908,13205,17194,34
20.301,13214,17198,34
20.3109,13220,17192,34
20.3209,14358,12406,33
20.3307,15134,7895,33
20.3408,13843,14493,33
20.351,14472,11680,33
20.3608,15096,8141,33
20.3709,14814,9637,33
20.3809,15001,8545,33
20.391,14904,9134,33
20.4008,14956,8833,33
20.4109,14951,8853,33
20.4209,14938,8962,33
20.4309,14935,8913,33
20.4407,14952,8856,33
20.4509,14921,8914,33
20.461,14949,8905,33
20.4709,14936,8883,33
20.481,14935,8905,33
20.4907,14967,8883,33
20.5008,14946,8899,33
20.5109,14950,8900,33
20.5208,15509,4605,32
20.5308,15382,5259,32
20.5408,15432,3780,32
20.5508,15457,5131,32
20.5609,15442,5173,32
20.5708,15485,4638,32
20.5807,15433,5093,32
20.5908,15442,4951,32
20.6008,15464,4940,32
20.611,15459,5026,32
20.621,15456,4952,32
20.6308,15471,4980,32
20.6409,15460,4989,32
20.6509,15439,4965,32
20.6609,15453,4964,32
20.6709,15457,4965,32
20.6808,15473,4976,32
20.6907,15456,4975,32
20.7008,15447,4970,32
20.711,15468,4968,32
20.7208,15745,-719,31
20.731,15681,2758,31
20.7409,15785,-1771,31
20.751,15678,1804,31
20.7609,15764,-610,31
20.7707,15699,1105,31
20.7816,15724,89,31
20.791,15716,793,31
20.801,15716,467,31
20.8108,15719,546,31
20.8209,15722,600,31
20.8308,15711,519,31
20.8408,15733,543,31
20.851,15721,572,31
20.861,15719,563,31
20.871,15719,541,31
20.881,15723,553,31
20.8908,15698,555,31
20.901,15715,552,31
20.911,15732,567,31
20.921,15724,-8005,30
20.9309,15530,-7251,30
20.9408,15720,-2720,30
20.951,15572,-7466,30
20.9608,15488,-8537,30
20.9707,15571,-7337,30
20.9809,15501,-8505,30
20.9909,15529,-8087,30
21.001,15511,-8169,30
21.0108,15514,-8239,30
21.0209,15522,-8133,30
21.031,15497,-8200,30
21.0408,15512,-8192,30
21.0508,15507,-8166,30
21.0609,15524,-8174,30
21.0709,15515,-8181,30
21.081,15506,-8200,30
21.091,15508,-8186,30
21.101,15502,-8179,30
21.111,15501,-8188,29
21.1209,14625,-15172,29
21.131,15297,-10133,29
21.141,14812,-14247,29
21.151,15196,-11524,29
21.161,14955,-13366,29
21.171,15101,-12544,29
21.181,14970,-13116,29
21.191,15062,-12725,29
21.201,15005,-12945,29
21.211,15044,-12853,29
21.2208,15016,-12839,29
21.231,15015,-12905,29
21.241,15024,-12869,29
21.251,15023,-12848,29
21.2609,15031,-12867,29
21.2708,15033,-12855,29
21.2809,15016,-12868,29
21.2909,15033,-12866,29
21.301,15037,-12855,29
21.311,15040,-12860,28
21.321,13723,-19017,28
21.331,14732,-14219,28
21.3409,14066,-17763,28
21.3509,14581,-15305,28
21.361,14345,-16538,28
21.371,14449,-15768,28
21.381,14416,-16233,28
21.391,14466,-15972,28
21.401,14425,-16142,28
21.411,14451,-16048,28
21.4209,14466,-16080,28
21.431,14444,-16091,28
21.4408,14439,-16074,28
21.451,14445,-16053,28
21.461,14438,-16088,28
21.4708,14446,-16082,28
21.481,14434,-16072,28
21.491,14440,-16086,28
21.501,14435,-16080,28
21.511,14448,-16076,27
21.521,12055,-23640,27
21.5309,12577,-22386,27
21.541,13739,-18783,27
21.551,12783,-22039,27
21.5608,12963,-21062,27
21.5708,13581,-19440,27
21.581,13333,-20421,27
21.5908,13479,-19893,27
21.601,13449,-19982,27
21.6109,13410,-20127,27
21.6207,13483,-20004,27
21.6307,13451,-19975,27
21.6408,13426,-20050,27
21.651,13439,-20025,27
21.6608,13427,-19996,27
21.6709,13422,-20016,27
21.681,13438,-20016,27
21.6909,13449,-20021,27
21.701,13445,-20014,27
21.711,13447,-20008,26
21.7209,9485,-27975,26
21.731,11679,-24150,26
21.7408,9812,-27502,26
21.7509,11580,-24118,26
21.761,9945,-27302,26
21.771,11345,-24852,26
21.7809,10309,-26750,26
21.7907,11005,-25531,26
21.8007,10601,-26182,26
21.8109,10815,-25848,26
21.8207,10724,-25993,26
21.831,10737,-25967,26
21.8409,10764,-25929,26
21.851,10732,-25975,26
21.861,10737,-25954,26
21.8709,10743,-25959,26
21.8809,10743,-25953,26
21.8908,10749,-25967,26
21.9008,10738,-25971,26
21.911,10742,-25982,25
21.9208,7621,-29955,25
21.931,10073,-26951,25
21.941,8152,-29361,25
21.9509,9621,-27789,25
21.961,8558,-29095,25
21.9709,9210,-28352,25
21.9809,8840,-28785,25
21.9909,9034,-28570,25
22.001,8937,-28662,25
22.0109,8956,-28668,25
22.0208,8988,-28624,25
22.0309,8960,-28649,25
22.0408,8953,-28653,25
22.0508,8969,-28640,25
22.0609,8958,-28628,25
22.0707,8975,-28645,25
22.0808,8970,-28655,25
22.0909,8976,-28648,25
22.1009,8951,-28649,25
22.111,8951,-28652,24
22.121,5341,-31411,24
22.1309,6183,-30329,24
22.1409,7539,-29849,24
22.151,6877,-30382,24
22.161,7683,-29779,24
22.1709,7331,-30060,24
22.181,7475,-29948,24
22.191,7497,-29921,24
22.201,7433,-29993,24
22.2109,7455,-29975,24
22.221,7473,-29957,24
22.231,7449,-29965,24
22.241,7451,-29971,24
22.251,7461,-29954,24
22.261,7456,-29960,24
22.2709,7459,-29967,24
22.281,7460,-29964,24
22.291,7446,-29961,24
22.301,7456,-29960,24
22.3108,7459,-29950,23
22.3208,2195,-32272,23
22.331,5584,-30948,23
22.341,2316,-32272,23
22.351,5026,-31511,23
22.361,2898,-32272,23
22.371,4494,-31950,23
22.381,3630,-32272,23
22.3909,4087,-32180,23
22.4009,3947,-32226,23
22.411,4025,-32214,23
22.4208,3967,-32226,23
22.4308,4007,-32198,23
22.4409,3987,-32217,23
22.4509,3988,-32216,23
22.4608,3991,-32209,23
22.4709,3999,-32216,23
22.481,3982,-32216,23
22.4908,4011,-32215,23
22.5009,3983,-32221,23
22.511,3977,-32104,22
22.521,629,-32272,22
22.5308,2659,-32245,22
22.5407,1285,-32272,22
22.551,2306,-32271,22
22.561,1449,-32272,22
22.5708,2088,-32272,22
22.5808,1780,-32272,22
22.5908,1755,-32272,22
22.6009,1820,-32272,22
22.611,1735,-32272,22
22.6208,1783,-32272,22
22.6309,1798,-32272,22
22.6408,1764,-32272,22
22.651,1766,-32272,22
22.6608,1784,-32272,22
22.6708,1766,-32272,22
22.6809,1786,-32272,22
22.6908,1778,-32272,22
22.7009,1787,-32272,22
22.711,1200,-32243,21
22.7208,-2836,-31121,21
22.7308,-16,-32271,21
22.7408,131,-32272,21
22.7508,-893,-32189,21
22.761,-1903,-31633,21
22.7709,-1509,-31914,21
22.781,-1838,-31726,21
22.7909,-1706,-31804,21
22.801,-1688,-31816,21
22.8109,-1778,-31764,21
22.8209,-1727,-31778,21
22.8309,-1713,-31807,21
22.8409,-1738,-31787,21
22.851,-1751,-31777,21
22.8608,-1729,-31800,21
22.8708,-1741,-31802,21
22.8808,-1725,-31794,21
22.8908,-1746,-31796,21
22.9007,-1729,-31796,21
22.911,-2266,-31282,20
22.9208,-4471,-29858,20
22.9309,-2576,-31092,20
22.9408,-4245,-30008,20
22.9509,-3082,-30819,20
22.961,-3707,-30366,20
22.9708,-3397,-30579,20
22.9815,-3545,-30487,20
22.9908,-3466,-30539,20
23.001,-3496,-30520,20
23.0108,-3513,-30518,20
23.0353,-3459,-30542,20
23.0539,-3488,-30532,20
23.0613,-3489,-30525,20
23.0623,-3477,-30522,20
23.0632,-3477,-30522,20
23.0809,-3482,-30536,20
23.0819,-3485,-30536,20
23.0908,-3492,-30530,20
23.1008,-3495,-30527,20
23.111,-4156,-29950,19
23.121,-6539,-27790,19
23.1309,-4668,-29620,19
23.1409,-5423,-29047,19
23.1509,-5312,-29147,19
23.1609,-5416,-29068,19
23.1709,-5217,-29236,19
23.181,-5317,-29153,19
23.1908,-5288,-29175,19
23.2009,-5253,-29226,19
23.211,-5294,-29174,19
23.2209,-5288,-29181,19
23.2309,-5258,-29190,19
23.2409,-5291,-29196,19
23.2509,-5291,-29189,19
23.2609,-5273,-29199,19
23.2709,-5263,-29192,19
23.2809,-5281,-29187,19
23.2909,-5288,-29195,19
23.3009,-5267,-29183,19
23.3108,-5905,-28422,18
23.3208,-10307,-22317,18
23.3309,-7176,-27630,18
23.3409,-8074,-25619,18
23.351,-9490,-23655,18
23.361,-8668,-24842,18
23.3707,-9102,-24196,18
23.3807,-8992,-24377,18
23.3908,-9076,-24244,18
23.4008,-9044,-24281,18
23.411,-9045,-24312,18
23.4208,-9079,-24259,18
23.4307,-9039,-24298,18
23.4407,-9049,-24280,18
23.4507,-9055,-24277,18
23.4608,-9050,-24274,18
23.4709,-9052,-24290,18
23.4809,-9042,-24274,18
23.491,-9062,-24298,18
23.501,-9048,-24284,18
23.511,-9729,-23216,17
23.5209,-11364,-21751,17
23.5309,-10772,-21344,17
23.5409,-10805,-21278,17
23.5509,-10686,-21516,17
23.561,-11001,-20918,17
23.5709,-10757,-21398,17
23.581,-10899,-21230,17
23.5907,-10882,-21121,17
23.6009,-10828,-21228,17
23.611,-10868,-21152,17
23.6209,-10862,-21186,17
23.631,-10854,-21204,17
23.6408,-10868,-21199,17
23.6509,-10858,-21166,17
23.661,-10849,-21181,17
23.6709,-10862,-21187,17
23.6809,-10851,-21185,17
23.6907,-10871,-21182,17
23.701,-10870,-21179,17
23.711,-11500,-17268,16
23.7209,-12161,-17824,16
23.7309,-12329,-17483,16
23.7408,-12320,-17576,16
23.751,-12061,-18148,16
23.761,-12345,-17483,16
23.7709,-12080,-17920,16
23.7809,-12176,-17925,16
23.7908,-12212,-17847,16
23.8009,-12160,-17955,16
23.811,-12209,-17871,16
23.8209,-12179,-17915,16
23.8309,-12164,-17931,16
23.8408,-12183,-17916,16
23.8509,-12183,-17899,16
23.8609,-12186,-17912,16
23.8709,-12185,-17909,16
23.8809,-12176,-17916,16
23.8908,-12199,-17917,16
23.9009,-12180,-17899,16
23.9109,-13685,-13565,15
23.9209,-14939,-8257,15
23.931,-13026,-15460,15
23.9409,-14028,-12395,15
23.951,-14310,-11181,15
23.961,-14373,-10866,15
23.971,-14427,-10761,15
23.981,-14507,-10263,15
23.9908,-14587,-9934,15
24.001,-14578,-10019,15
24.0109,-14592,-10020,15
24.0209,-14588,-9991,15
24.031,-14577,-10005,15
24.0408,-14566,-10012,15
24.0508,-14577,-10005,15
24.0609,-14587,-9989,15
24.0709,-14590,-10001,15
24.0808,-14560,-10000,15
24.0907,-14583,-10000,15
24.1008,-14569,-10005,15
24.1109,-15443,-4903,14
24.1209,-15149,-6456,14
24.1308,-15449,-4821,14
24.1408,-15281,-5899,14
24.1509,-15385,-4597,14
24.1609,-15293,-5837,14
24.1709,-15413,-5155,14
24.181,-15346,-5567,14
24.1908,-15383,-5282,14
24.2009,-15352,-5453,14
24.2109,-15370,-5448,14
24.2209,-15368,-5378,14
24.2309,-15368,-5393,14
24.2407,-15351,-5425,14
24.2509,-15359,-5395,14
24.2609,-15360,-5392,14
24.2709,-15349,-5414,14
24.2809,-15362,-5388,14
24.2909,-15364,-5406,14
24.301,-15371,-5401,14
24.311,-16021,-302,13
24.3209,-15815,-1884,13
24.3309,-16027,-441,13
24.3409,-15954,-2242,13
24.3509,-16022,-425,13
24.3609,-15965,-1157,13
24.3709,-15983,-907,13
24.3807,-15964,-1006,13
24.3909,-15993,-834,13
24.401,-15970,-988,13
24.4109,-15967,-931,13
24.4209,-15975,-905,13
24.431,-15980,-945,13
24.441,-15973,-942,13
24.4509,-15970,-914,13
24.461,-15972,-926,13
24.4709,-15985,-938,13
24.4809,-15988,-943,13
24.491,-15996,-950,13
24.5009,-15973,-923,13
24.5109,-16296,4833,12
24.5209,-16349,8960,12
24.531,-16176,1599,12
24.5409,-16291,4842,12
24.551,-16236,2723,12
24.5609,-16247,3659,12
24.5709,-16236,2888,12
24.581,-16264,3237,12
24.5909,-16248,3330,12
24.601,-16242,3113,12
24.611,-16256,3119,12
24.6209,-16252,3214,12
24.631,-16267,3167,12
24.6409,-16250,3150,12
24.6508,-16235,3175,12
24.6609,-16251,3173,12
24.6709,-16246,3164,12
24.6809,-16234,3159,12
24.6908,-16244,3167,12
24.701,-16234,3156,11
24.7109,-16220,9359,11
24.7209,-16024,10366,11
24.7309,-16013,13839,11
24.7409,-16218,10552,11
24.7507,-16096,12942,11
24.761,-16141,11951,11
24.7709,-16185,11416,11
24.7809,-16119,12185,11
24.7907,-16197,11502,11
24.8008,-16170,11863,11
24.8109,-16183,11743,11
24.8209,-16190,11680,11
24.831,-16184,11806,11
24.8408,-16175,11716,11
24.8509,-16188,11731,11
24.861,-16191,11745,11
24.8709,-16175,11762,11
24.8809,-16177,11741,11
24.8909,-16195,11743,11
24.9009,-16176,11743,10
24.9109,-14980,20337,10
24.9208,-15950,13835,10
24.9307,-15160,19318,10
24.9407,-15848,15057,10
24.951,-15358,18396,10
24.961,-15699,16108,10
24.9709,-15486,17519,10
24.9808,-15612,16905,10
24.9908,-15574,17122,10
25.0008,-15573,17174,10
25.0109,-15585,17036,10
25.0209,-15564,17106,10
25.031,-15565,17135,10
25.0409,-15557,17110,10
25.051,-15569,17091,10
25.0609,-15563,17094,10
25.0709,-15566,17105,10
25.0807,-15570,17087,10
25.0907,-15551,17097,10
25.1009,-15568,17102,9
25.1109,-13665,24517,9
25.1209,-14143,22968,9
25.131,-15051,19489,9
25.1408,-14379,22312,9
25.151,-13681,24507,9
25.1609,-13831,23833,9
25.1709,-13603,24750,9
25.1809,-13780,24244,9
25.1909,-13692,24462,9
25.2008,-13673,24496,9
25.2109,-13740,24360,9
25.2207,-13706,24459,9
25.2309,-13689,24460,9
25.2408,-13694,24439,9
25.2507,-13730,24412,9
25.2609,-13712,24442,9
25.2709,-13695,24445,9
25.2809,-13712,24441,9
25.2908,-13712,24440,9
25.3009,-13714,24435,8
25.311,-11304,29728,8
25.3209,-13077,26113,8
25.3307,-11946,28679,8
25.3409,-12468,27717,8
25.3509,-12466,27995,8
25.3609,-12376,27810,8
25.3709,-12370,27852,8
25.3809,-12402,27779,8
25.391,-12345,27865,8
25.401,-12382,27781,8
25.4109,-12379,27812,8
25.4209,-12351,27832,8
25.4308,-12375,27817,8
25.4409,-12389,27812,8
25.451,-12392,27822,8
25.4609,-12374,27820,8
25.4709,-12389,27821,8
25.4807,-12367,27824,8
25.4909,-12389,27812,8
25.5009,-12393,27824,7
25.5109,-9029,32553,7
25.5209,-11638,28933,7
25.531,-9701,31903,7
25.5409,-11281,29659,7
25.5509,-10278,31162,7
25.561,-11043,30050,7
25.5709,-10565,30712,7
25.5807,-10823,30334,7
25.5907,-10723,30461,7
25.601,-10738,30501,7
25.611,-10754,30433,7
25.6209,-10755,30427,7
25.631,-10723,30468,7
25.6409,-10744,30463,7
25.6508,-10750,30433,7
25.6608,-10740,30445,7
25.6708,-10765,30427,7
25.6808,-10761,30447,7
25.6907,-10756,30434,7
25.7007,-10742,30451,6
25.7109,-6299,32608,6
25.7209,-7123,32608,6
25.731,-8496,32608,6
25.7409,-6230,32608,6
25.7509,-6670,32608,6
25.7607,-6686,32608,6
25.7708,-6357,32608,6
25.7809,-6482,32608,6
25.7909,-6479,32608,6
25.801,-6444,32608,6
25.8109,-6465,32608,6
25.8209,-6483,32608,6
25.8309,-6459,32608,6
25.8409,-6471,32608,6
25.851,-6467,32608,6
25.8608,-6464,32608,6
25.8709,-6474,32608,6
25.8807,-6467,32608,6
25.8909,-6457,32608,6
25.901,-6461,32608,5
25.9107,-2565,32608,5
25.9207,-5525,32608,5
25.931,-3260,32608,5
25.9408,-4795,32608,5
25.9509,-3561,32608,5
25.9609,-4328,32608,5
25.9708,-3878,32608,5
25.981,-4094,32608,5
25.9909,-4039,32608,5
26.001,-3992,32608,5
26.0107,-4045,32608,5
26.0207,-4018,32608,5
26.0308,-4013,32608,5
26.0409,-4049,32608,5
26.051,-4038,32608,5
26.0608,-4020,32608,5
26.0709,-4034,32608,5
26.0809,-4023,32608,5
26.0909,-4031,32608,5
26.1009,-4031,32608,4
26.1109,-466,32608,4
26.1209,-2963,32608,4
26.1308,-1009,32608,4
26.1407,-2660,32608,4
26.1507,-1593,32608,4
26.1609,-2202,32608,4
26.1707,-1920,32608,4
26.1808,-2079,32608,4
26.1909,-2020,32608,4
26.201,-2000,32608,4
26.2109,-2055,32608,4
26.2207,-2002,32608,4
26.2309,-2019,32608,4
26.2409,-2033,32608,4
26.2509,-2024,32608,4
26.2608,-2025,32608,4
26.2709,-2030,32608,4
26.2809,-2028,32608,4
26.2909,-2027,32608,4
26.3009,-1560,32608,3
26.3107,3890,32608,3
26.3207,675,32608,3
26.3307,502,32608,3
26.3409,1699,32608,3
26.3509,1251,32608,3
26.3608,-77,32608,3
26.3709,551,32608,3
26.3809,261,32608,3
26.3909,288,32608,3
26.4009,378,32608,3
26.4109,260,32608,3
26.421,311,32608,3
26.431,331,32608,3
26.4409,311,32608,3
26.4509,294,32608,3
26.4608,318,32608,3
26.4707,324,32608,3
26.4807,296,32608,3
26.4907,312,32608,3
26.5011,695,32608,2
26.5109,7377,29998,2
26.5207,2454,32608,2
26.531,6295,31250,2
26.5407,3269,32608,2
26.5509,5663,32410,2
26.561,4150,32608,2
26.5709,5059,32539,2
26.5809,4336,32608,2
26.5908,4803,32608,2
26.6009,4551,32608,2
26.6109,4643,32608,2
26.6209,4653,32608,2
26.6308,4616,32608,2
26.6408,4601,32608,2
26.651,4634,32608,2
26.661,4609,32608,2
26.6709,4623,32608,2
26.6809,4608,32608,2
26.6909,4619,32608,2
26.701,5132,32251,1
26.7109,8051,28973,1
26.7209,5795,31527,1
26.7309,7606,29436,1
26.7409,6111,30881,1
26.7509,7183,29981,1
26.7609,6600,30699,1
26.7709,6982,30245,1
26.7809,6790,30462,1
26.7908,6852,30372,1
26.8009,6862,30348,1
26.8109,6836,30396,1
26.8209,6832,30396,1
26.831,6863,30376,1
26.8408,6850,30387,1
26.8509,6843,30396,1
26.8609,6852,30383,1
26.8709,6853,30401,1
26.8809,6861,30380,1
26.8909,6849,30396,1
26.9009,7320,29639,0
26.911,11224,22980,0
26.9207,9002,27336,0
26.931,8925,27623,0
26.9407,8941,27619,0
26.9507,8359,28405,0
26.961,8558,28172,0
26.9707,8574,28143,0
26.9809,8447,28327,0
26.9909,8548,28225,0
27.0007,8538,28171,0
27.0109,8495,28241,0
27.0209,8499,28222,0
27.0309,8527,28198,0
27.0409,8500,28239,0
27.0509,8500,28227,0
27.0609,8512,28209,0
27.0707,8506,28221,0
27.0807,8515,28227,0
27.0907,8507,28218,0
27.101,8501,28225,-1
27.111,8526,28233,-1
27.1209,8513,28223,-1
27.1309,8517,28220,-1
27.1407,8496,28224,-1
27.151,8521,28223,-1
27.1609,8512,28222,-1
27.1709,8508,28207,-1
27.1807,8519,28218,-1
27.1907,8520,28222,-1
27.2009,8513,28232,-1
27.2108,8502,28228,-1
27.2207,8505,28209,-1
27.2307,8526,28204,-1
27.2409,8498,28220,-1
27.2508,8503,28209,-1
27.2609,8522,28233,-1
27.2707,8511,28216,-1
27.281,8499,28212,-1
27.2909,8521,28215,-1
27.3009,8502,28226,0
27.311,8532,28218,0
27.3207,8514,28219,0
27.3307,8502,28222,0
27.3408,8516,28239,0
27.3508,8504,28216,0
27.361,8523,28231,0
27.3709,8499,28237,0
27.3807,8514,28219,0
27.3909,8520,28227,0
27.4009,8518,28220,0
27.411,8519,28217,0
27.4207,8514,28220,0
27.4307,8479,28211,0
27.4408,8524,28217,0
27.4509,8499,28220,0
27.4609,8496,28220,0
27.4707,8500,28223,0
27.4807,8513,28220,0
27.4908,8512,28220,0
27.5009,6974,30134,1
27.5109,6590,30649,1
27.5209,7029,30146,1
27.5309,6406,30877,1
27.5407,7166,29993,1
27.5507,6573,30691,1
27.5609,6954,30353,1
27.5709,6842,30374,1
27.5809,6816,30441,1
27.5908,6872,30341,1
27.6008,6823,30400,1
27.6109,6823,30405,1
27.6207,6849,30381,1
27.631,6829,30390,1
27.6409,6845,30375,1
27.6509,6837,30384,1
27.6609,6840,30381,1
27.6709,6846,30395,1
27.681,6826,30392,1
27.6908,6834,30398,1
27.7009,4809,32489,2
27.711,4583,32587,2
27.7209,4425,32604,2
27.7309,4662,32605,2
27.7409,4655,32608,2
27.751,4509,32604,2
27.7609,4518,32608,2
27.7709,4669,32608,2
27.7809,4550,32608,2
27.7908,4652,32608,2
27.8009,4588,32608,2
27.8109,4620,32608,2
27.8209,4614,32608,2
27.8309,4621,32608,2
27.8408,4606,32608,2
27.8509,4617,32608,2
27.8609,4616,32608,2
27.8708,4603,32608,2
27.8808,4625,32608,2
27.8909,4595,32608,2
27.9009,2553,32608,3
27.9109,-610,32608,3
27.9209,2989,32608,3
27.9309,2040,32608,3
27.9409,350,32608,3
27.9509,412,32608,3
27.9609,246,32608,3
27.971,395,32608,3
27.981,189,32608,3
27.9909,322,32608,3
28.0009,297,32608,3
28.0109,253,32608,3
28.0209,261,32608,3
28.0309,301,32608,3
28.041,278,32608,3
28.051,296,32608,3
28.0609,276,32608,3
28.0709,281,32608,3
28.0809,270,32608,3
28.0908,272,32608,3
28.1009,-1661,32608,4
28.1109,-1849,32608,4
28.1209,-1742,32608,4
28.1308,-1669,32608,4
28.1407,-2009,32608,4
28.1507,-2144,32608,4
28.1609,-1963,32608,4
28.1708,-2068,32608,4
28.1809,-2051,32608,4
28.1909,-2010,32608,4
28.201,-2065,32608,4
28.2109,-2050,32608,4
28.2209,-2041,32608,4
28.2309,-2066,32608,4
28.2409,-2045,32608,4
28.251,-2042,32608,4
28.2609,-2047,32608,4
28.2709,-2058,32608,4
28.2808,-2048,32608,4
28.2907,-2029,32608,4
28.3009,-4213,32608,5
28.3109,-4338,32608,5
28.3209,-4911,32608,5
28.3309,-3765,32608,5
28.3409,-4332,32608,5
28.351,-4040,32608,5
28.3609,-4095,32608,5
28.371,-4018,32608,5
28.3809,-4120,32608,5
28.3909,-4051,32608,5
28.401,-4049,32608,5
28.4108,-4083,32608,5
28.4207,-4048,32608,5
28.4309,-4052,32608,5
28.4408,-4068,32608,5
28.4507,-4049,32608,5
28.461,-4050,32608,5
28.4707,-4077,32608,5
28.4809,-4047,32608,5
28.4908,-4067,32608,5
28.5009,-6253,32608,6
28.511,-8644,32583,6
28.5209,-5475,32608,6
28.5309,-7867,32608,6
28.5409,-8645,32608,6
28.5509,-8195,32608,6
28.561,-8110,32608,6
28.5709,-8271,32608,6
28.5809,-8203,32608,6
28.5908,-8260,32608,6
28.6009,-8196,32608,6
28.6109,-8225,32608,6
28.6209,-8215,32608,6
28.6309,-8220,32608,6
28.6409,-8218,32608,6
28.6509,-8223,32608,6
28.6609,-8231,32608,6
28.6709,-8228,32608,6
28.6807,-8210,32608,6
28.6909,-8208,32608,6
28.7007,-11644,28901,7
28.7109,-9538,32080,7
28.7209,-11392,29344,7
28.7308,-10039,31438,7
28.7408,-11137,29860,7
28.751,-10488,30867,7
28.761,-11014,30079,7
28.7707,-10656,30589,7
28.7808,-10853,30314,7
28.7909,-10788,30400,7
28.801,-10770,30425,7
28.811,-10822,30349,7
28.821,-10808,30369,7
28.8308,-10803,30396,7
28.8409,-10818,30397,7
28.8509,-10804,30380,7
28.8608,-10804,30391,7
28.8707,-10801,30389,7
28.8808,-10807,30391,7
28.8908,-10809,30392,8
28.9007,-13205,25841,8
28.9109,-11794,28936,8
28.9209,-12756,27027,8
28.9309,-12410,27795,8
28.9409,-12236,27779,8
28.9508,-12485,27708,8
28.9609,-12404,27829,8
28.9709,-12422,27813,8
28.9809,-12436,27745,8
28.9909,-12393,27829,8
29.0009,-12440,27762,8
29.011,-12435,27777,8
29.0208,-12428,27790,8
29.0307,-12432,27799,8
29.0409,-12434,27787,8
29.0509,-12429,27798,8
29.061,-12439,27805,8
29.0709,-12420,27791,8
29.0808,-12435,27796,8
29.0909,-12434,27802,9
29.1009,-14694,21258,9
29.111,-14751,21055,9
29.1209,-13319,25720,9
29.1309,-14415,22041,9
29.1409,-14251,22752,9
29.1508,-13532,24936,9
29.161,-13920,23755,9
29.1709,-13643,24619,9
29.181,-13784,24205,9
29.1909,-13745,24290,9
29.2009,-13708,24394,9
29.2111,-13734,24322,9
29.2209,-13753,24289,9
29.231,-13733,24358,9
29.2408,-13746,24349,9
29.251,-13749,24318,9
29.2615,-13740,24318,9
29.2709,-13751,24353,9
29.2808,-13743,24333,9
29.2908,-13743,24330,10
29.3009,-15830,15339,10
29.3108,-15432,17983,10
29.3208,-15836,13300,10
29.3309,-15116,19650,10
29.3408,-15896,14546,10
29.351,-15309,18671,10
29.361,-15786,15720,10
29.3707,-15480,17816,10
29.381,-15691,16557,10
29.3907,-15599,17143,10
29.4009,-15601,17088,10
29.411,-15615,16965,10
29.4207,-15600,17093,10
29.4308,-15601,17057,10
29.4409,-15599,17024,10
29.4509,-15612,17025,10
29.461,-15600,17076,10
29.471,-15625,17057,10
29.481,-15601,17052,10
29.4908,-15603,17045,11
29.501,-16291,9273,11
29.5109,-15990,15084,11
29.5208,-16288,9627,11
29.5309,-16071,13410,11
29.541,-16227,11407,11
29.5509,-16201,11769,11
29.561,-16198,11792,11
29.571,-16192,11832,11
29.581,-16195,11611,11
29.591,-16203,11748,11
29.601,-16212,11687,11
29.611,-16197,11687,11
29.6208,-16204,11728,11
29.6308,-16198,11694,11
29.6408,-16192,11692,11
29.6509,-16202,11702,11
29.6609,-16208,11710,11
29.6708,-16201,11694,11
29.6808,-16208,11710,11
29.6908,-16187,11697,12
29.7008,-16293,1390,12
29.7108,-16342,5842,12
29.7207,-16338,8839,12
29.7308,-16338,6467,12
29.7407,-16319,7936,12
29.7509,-16320,7910,12
29.7608,-16325,8202,12
29.771,-16335,7986,12
29.7808,-16312,7978,12
29.7908,-16312,8116,12
29.8008,-16325,8011,12
29.811,-16348,8002,12
29.821,-16314,8067,12
29.831,-16334,8054,12
29.8407,-16312,8019,12
29.8509,-16315,8034,12
29.8607,-16334,8045,12
29.8707,-16329,8038,12
29.881,-16321,8038,12
29.8909,-16315,7942,13
29.9011,-15173,-6165,13
29.911,-16287,3443,13
29.9208,-15397,-4598,13
29.9308,-16199,2084,13
29.9409,-15607,-3451,13
29.9512,-16120,587,13
29.9612,-15816,-2263,13
29.9708,-16049,-252,13
29.9807,-15927,-1359,13
29.9908,-15999,-760,13
30.0009,-15970,-1077,13
30.0108,-15977,-927,13
30.0209,-15975,-914,13
30.0308,-15983,-991,13
30.0408,-15977,-964,13
30.0509,-15978,-947,13
30.0608,-15977,-973,13
30.0709,-15987,-968,13
30.0808,-15973,-962,13
30.0909,-15970,-1070,14
30.101,-14636,-9192,14
30.1109,-15742,-2906,14
30.121,-14947,-7638,14
30.131,-15596,-3884,14
30.141,-15156,-6196,14
30.151,-15435,-4880,14
30.1609,-15291,-5762,14
30.1708,-15374,-5295,14
30.1809,-15344,-5444,14
30.1909,-15348,-5487,14
30.2075,-15362,-5474,14
30.2296,-15373,-5426,14
30.2307,-15363,-5433,14
30.2314,-15363,-5433,14
30.2477,-15350,-5436,14
30.2509,-15353,-5446,14
30.261,-15365,-5443,14
30.2709,-15373,-5432,14
30.2809,-15376,-5432,14
30.2909,-15372,-5574,15
30.301,-12960,-15631,15
30.311,-14174,-11777,15
30.3209,-14740,-9115,15
30.3309,-13968,-12972,15
30.3408,-13323,-14650,15
30.3509,-13680,-13563,15
