time [s],magangle,magx,magy,step_count,Unnamed: 5,step_mod6
59.8711,199.921,-16221,8088,96,,24
59.881,199.921,-16223,8077,96,,24
59.8912,199.921,-16206,8092,96,,24
60.0809,196.249,-15983,11822,95,,23
60.0909,196.249,-15993,11825,95,,23
60.2712,190.681,-15284,17130,94,,22
60.2816,190.563,-15275,17158,94,,22
60.2911,190.563,-15286,17201,94,,22
60.4711,180.598,-13364,24367,93,,21
60.481,180.598,-13364,24351,93,,21
60.491,180.598,-13377,24351,93,,21
60.6711,168.727,-11980,27713,92,,20
60.681,168.727,-12002,27708,92,,20
60.8712,164.364,-10318,30342,91,,19
60.881,164.364,-10294,30337,91,,19
61.061,159.428,-7677,32576,90,,18
61.0711,159.428,-7667,32576,90,,18
61.081,159.428,-7668,32576,90,,18
61.2711,146.552,-3510,32576,89,,17
61.2809,147.126,-3571,32576,89,,17
61.471,141.954,-1519,32576,88,,16
61.4809,141.954,-1508,32576,88,,16
61.6711,135.0,772,32576,87,,15
61.681,133.75,796,32576,87,,15
61.8711,112.174,5053,32505,86,,14
61.881,111.304,5085,32459,86,,14
62.0711,104.604,7237,29960,85,,13
62.0809,103.961,7264,29953,85,,13
62.2711,81.3485,10637,24515,84,,12
62.2809,81.3485,10634,24530,84,,12
62.4712,76.1111,11920,21285,83,,11
62.481,76.1111,11937,21255,83,,11
62.6609,68.4008,13387,16862,82,,10
62.6712,68.4008,13402,16842,82,,10
62.6809,68.4008,13385,16881,82,,10
62.8711,47.2822,14977,8709,81,,9
62.8809,47.2822,14989,8704,81,,9
63.0711,42.404,15430,4758,80,,8
63.0809,42.404,15439,4768,80,,8
