time,loopdelay,magangle,magtemp,magx,magy,magz,step_count
0.00266142,0,0,0,0,0,0,0
0.00464983,0,0,0,0,0,0,0
0.00678238,0,0,0,0,0,0,0
0.00908567,0,0,0,0,0,0,0
0.0112509,0,0,0,0,0,0,0
0.0131905,0,0,0,0,0,0,0
0.0150155,0,0,0,0,0,0,0
0.0167999,0,0,0,0,0,0,0
0.0185165,0,0,0,0,0,0,0
0.0202456,0,0,0,0,0,0,0
0.021994,0,0,0,0,0,0,0
0.0237503,0,0,0,0,0,0,0
0.0254374,0,0,0,0,0,0,0
0.0269519,0,0,0,0,0,0,0
0.0284888,0,0,0,0,0,0,0
0.0300735,0,0,0,0,0,0,0
0.0315527,0,0,0,0,0,0,0
0.0330511,0,0,0,0,0,0,0
0.0345621,0,0,0,0,0,0,0
0.0361272,0,0,0,0,0,0,0
0.0375957,0,0,0,0,0,0,0
0.0391413,0,0,0,0,0,0,0
0.0405987,0,0,0,0,0,0,0
0.0420845,0,0,0,0,0,0,0
0.0435167,0,0,0,0,0,0,0
0.0449337,0,0,0,0,0,0,0
0.0463612,0,0,0,0,0,0,0
0.0478399,0,0,0,0,0,0,0
0.0492587,0,0,0,0,0,0,0
0.0507135,0,0,0,0,0,0,0
0.0521077,0,0,0,0,0,0,0
0.0536101,0,0,0,0,0,0,0
0.0551823,0,0,0,0,0,0,0
0.0567281,0,0,0,0,0,0,0
0.0582927,0,0,0,0,0,0,0
0.0598761,0,0,0,0,0,0,0
0.0615206,0,0,0,0,0,0,0
0.0630473,0,0,0,0,0,0,0
0.0645897,0,0,0,0,0,0,0
0.0660466,0,0,0,0,0,0,0
0.0675768,0,0,0,0,0,0,0
0.0690582,0,0,0,0,0,0,0
0.0706249,0,0,0,0,0,0,0
0.0722013,0,0,0,0,0,0,0
0.0737412,0,0,0,0,0,0,0
0.0753264,0,0,0,0,0,0,0
0.0769643,0,0,0,0,0,0,0
0.0785409,0,0,0,0,0,0,0
0.080169,0,0,0,0,0,0,0
0.0816551,0,0,0,0,0,0,0
0.0831541,0,0,0,0,0,0,0
0.0846231,0,0,0,0,0,0,0
0.08622,0,0,0,0,0,0,0
0.0878562,0,0,0,0,0,0,0
0.0894145,0,0,0,0,0,0,0
0.0909635,0,0,0,0,0,0,0
0.0925304,0,0,0,0,0,0,0
0.0940965,0,0,0,0,0,0,0
0.0957381,0,0,0,0,0,0,0
0.0972528,0,0,0,0,0,0,0
0.0988327,0,0,0,0,0,0,0
0.100591,0,0,0,0,0,0,0
0.102207,0,0,0,0,0,0,0
0.103851,0,0,0,0,0,0,0
0.105415,0,0,0,0,0,0,0
0.106975,0,0,0,0,0,0,0
0.108536,0,0,0,0,0,0,0
0.110189,0,0,0,0,0,0,0
0.111748,0,0,0,0,0,0,0
0.11331,0,0,0,0,0,0,0
0.114834,0,0,0,0,0,0,0
0.116268,0,0,0,0,0,0,0
0.117872,0,0,0,0,0,0,0
0.119549,0,0,0,0,0,0,0
0.121201,0,0,0,0,0,0,0
