time [s],magangle,magx,magy,step_count,
0.0152027,346.904,10848,-26158,2,
0.0160393,346.904,10844,-26194,2,
0.0208405,346.449,10822,-26240,2,
0.0308318,346.449,10830,-26195,2,
0.0408065,346.904,10868,-26188,2,
0.0508112,346.449,10832,-26221,2,
0.0608443,346.449,10847,-26204,2,
0.070829,346.449,10830,-26192,2,
0.0808307,346.449,10862,-26200,2,
0.0908205,346.449,10834,-26198,2,
0.100818,346.449,10834,-26196,2,
0.110823,346.449,10827,-26204,3,
0.120808,356.393,13215,-21088,3,
0.130821,357.392,13438,-20606,3,
0.140814,350.4,12018,-24200,3,
0.150822,353.729,12766,-22597,3,
0.160842,352.731,12570,-23040,3,
0.170814,351.731,12296,-23661,3,
0.180826,352.064,12360,-23545,3,
0.190823,351.731,12337,-23605,3,
0.200822,352.064,12314,-23619,3,
0.210838,352.064,12333,-23560,3,
0.220827,351.731,12329,-23582,3,
0.230816,352.064,12352,-23576,3,
0.240815,352.064,12348,-23562,3,
0.250832,351.731,12337,-23580,3,
0.260828,352.064,12354,-23569,3,
0.270827,352.064,12351,-23570,3,
0.280826,352.064,12360,-23586,3,
0.290812,352.064,12323,-23528,3,
0.300811,352.064,12345,-23577,3,
0.310843,351.731,12325,-23576,4,
0.32082,13.9475,14728,-11766,4,
0.330824,357.724,13504,-20379,4,
0.340839,17.4998,15059,-13256,4,
0.350818,0.723073,13834,-19208,4,
0.360844,15.3289,14918,-14365,4,
0.370823,7.22901,14175,-17911,4,
0.380832,13.7498,14782,-15170,4,
0.390825,10.5923,14425,-16925,4,
0.400822,12.3684,14631,-15875,4,
0.410846,11.5789,14549,-16402,4,
0.420821,11.9737,14579,-16184,4,
0.430817,11.9737,14582,-16225,4,
0.440816,11.7766,14566,-16288,4,
0.45083,11.9737,14565,-16236,4,
0.460841,11.7766,14571,-16222,4,
0.470851,11.7766,14566,-16248,4,
0.480808,11.7766,14564,-16251,4,
0.490834,11.7766,14572,-16239,4,
0.500877,11.7766,14580,-16245,4,
0.51084,11.7766,14575,-16239,5,
0.520818,23.0805,15587,-9299,5,
0.530822,14.3423,14862,-14898,5,
0.540819,21.2052,15446,-10861,5,
0.550828,15.7237,14958,-14184,5,
0.560827,20.2678,15344,-11738,5,
0.570819,17.1051,15095,-13305,5,
0.58083,18.6842,15204,-12678,5,
0.590816,18.2894,15168,-12908,5,
0.600838,18.2894,15161,-12906,5,
0.610837,18.2894,15182,-12812,5,
0.620844,18.2894,15166,-12913,5,
0.630824,18.2894,15181,-12889,5,
0.640818,18.2894,15159,-12880,5,
0.650848,18.2894,15183,-12863,5,
0.660895,18.2894,15177,-12885,5,
0.670816,18.2894,15182,-12880,5,
0.680822,18.2894,15183,-12872,5,
0.690816,18.2894,15172,-12872,5,
0.700836,18.2894,15155,-12863,5,
0.710828,18.2894,15186,-12844,6,
0.720829,30.8572,15843,-2527,6,
0.730843,26.5623,15805,-6216,6,
0.740818,23.4821,15618,-8918,6,
0.750829,27.3662,15847,-5479,6,
0.760858,26.6964,15801,-6460,6,
0.770795,24.9552,15705,-7686,6,
0.780826,24.0178,15656,-8445,6,
0.790822,24.4195,15689,-8097,6,
0.800814,24.4195,15680,-8154,6,
0.810862,24.286,15675,-8222,6,
0.820832,24.4195,15665,-8182,6,
0.830815,24.4195,15668,-8165,6,
0.84084,24.4195,15680,-8190,6,
0.85084,24.4195,15681,-8180,6,
0.860851,24.4195,15656,-8191,6,
0.870826,24.4195,15668,-8188,6,
0.880833,24.4195,15668,-8174,6,
0.890844,24.4195,15661,-8183,6,
0.900831,24.4195,15656,-8181,6,
0.910834,24.4195,15687,-8151,7,
0.920811,42.9615,15546,5309,7,
0.930831,29.2409,15958,-3779,7,
0.940818,41.1498,15783,3014,7,
0.950855,31.7144,15929,-2053,7,
0.960824,38.5715,15835,1897,7,
0.971095,33.8572,15917,-792,7,
0.981092,37.5001,15860,1291,7,
0.99108,35.1429,15917,-121,7,
1.0011,36.8572,15891,508,7,
1.0109,36.4287,15888,640,7,
1.02115,36.0001,15903,408,7,
1.03114,36.2144,15884,613,7,
1.04107,36.2144,15878,541,7,
1.0512,36.2144,15885,504,7,
1.06092,36.2144,15906,522,7,
1.07116,36.2144,15900,556,7,
1.08108,36.2144,15891,557,7,
1.09105,36.2144,15891,523,7,
1.10123,36.2144,15883,527,7,
1.11095,36.2144,15913,610,8,
1.12118,46.5855,15244,7078,8,
1.13096,39.2144,15789,3358,8,
1.14117,44.3555,15505,6492,8,
1.1511,40.8708,15753,3519,8,
1.16105,43.6588,15514,5928,8,
1.17111,42.1256,15647,4629,8,
1.18085,42.8223,15604,5185,8,
1.19111,42.5438,15626,5022,8,
1.20097,42.6831,15624,5017,8,
1.21088,42.6831,15622,5104,8,
1.22111,42.6831,15624,5022,8,
1.23081,42.6831,15623,5050,8,
1.24106,42.6831,15623,5055,8,
1.25108,42.6831,15619,5065,8,
1.26089,42.6831,15610,5046,8,
1.27115,42.6831,15627,5048,8,
1.28092,42.6831,15599,5045,8,
1.29112,42.6831,15605,5053,8,
1.30121,42.6831,15609,5050,8,
1.31096,42.6831,15485,6410,9,
1.32118,66.482,13772,15970,9,
1.33115,47.5612,15097,9004,9,
1.34118,48.8154,14925,10016,9,
1.35118,49.7912,14810,10673,9,
1.36092,46.7247,15204,8331,9,
1.37119,48.3972,15023,9396,9,
1.3811,47.4214,15104,8959,9,
1.39118,47.4214,15106,8963,9,
1.40118,47.7005,15071,9140,9,
1.41092,47.5612,15091,8970,9,
1.42123,47.5612,15094,8996,9,
1.43116,47.5612,15109,9046,9,
1.44117,47.5612,15091,9035,9,
1.45115,47.5612,15077,9002,9,
1.46088,47.5612,15102,9014,9,
1.4711,47.5612,15101,9039,9,
1.48093,47.5612,15083,9030,9,
1.49123,47.5612,15097,9035,9,
1.5012,47.5612,15088,9030,9,
1.51092,48.9547,14919,10139,10,
1.52119,76.9442,11720,22029,10,
1.53095,61.1512,14338,13545,10,
1.54118,73.3334,12598,19843,10,
1.55117,65.842,13845,17603,10,
1.56091,71.3888,13352,17289,10,
1.57114,69.4671,13263,17665,10,
1.58107,69.0403,13371,17357,10,
1.59116,69.254,13319,17485,10,
1.60107,69.0403,13382,17304,10,
1.61095,69.254,13310,17541,10,
1.62123,68.8271,13370,17306,10,
1.63087,69.0403,13363,17333,10,
1.64112,69.254,13327,17426,10,
1.65117,69.0403,13350,17357,10,
1.6609,69.0403,13366,17346,10,
1.67114,69.0403,13348,17358,10,
1.68095,69.0403,13336,17383,10,
1.69102,69.0403,13343,17378,10,
1.70104,69.0403,13365,17367,10,
1.71097,71.1109,13002,18579,11,
1.72118,79.4446,11098,23718,11,
1.73097,73.6113,12525,19986,11,
1.74116,78.3331,11819,21810,11,
1.751,75.2781,12066,20784,11,
1.76088,77.7779,11395,22435,11,
1.77111,75.8333,11913,21053,11,
1.78089,77.2221,11486,21905,11,
1.79105,76.6669,11554,21303,11,
1.80117,77.2221,11458,21491,11,
1.81092,77.2221,11400,21483,11,
1.8212,76.9442,11317,21272,11,
1.83115,77.2221,11270,21314,11,
1.84118,77.2221,11285,21275,11,
1.85102,77.2221,11283,21291,11,
1.86088,77.2221,11288,21298,11,
1.87121,77.2221,11283,21270,11,
1.88096,77.2221,11276,21284,11,
1.89117,77.2221,11273,21287,11,
1.90118,77.2221,11264,21294,11,
1.91095,78.8888,10867,22507,12,
1.9212,103.961,7158,28683,12,
1.93095,85.3931,10225,23858,12,
1.94105,86.0674,9543,25260,12,
1.95087,97.1427,8380,27279,12,
1.96095,100.107,8093,27761,12,
1.97113,100.107,8202,27667,12,
1.98094,100.107,8179,27588,12,
1.99105,100.107,8082,27804,12,
2.00089,100.107,8181,27688,12,
2.01092,100.107,8161,27713,12,
2.0211,100.107,8143,27759,12,
2.03097,100.107,8169,27704,12,
2.04119,100.107,8166,27700,12,
2.05109,100.107,8145,27739,12,
2.06092,100.107,8145,27733,12,
2.07115,100.107,8163,27730,12,
2.08106,100.107,8146,27734,12,
2.091,100.107,8160,27749,12,
2.10107,100.107,8151,27749,12,
2.11096,102.034,7645,29865,13,
2.12115,107.173,6355,30128,13,
2.13096,105.246,6719,29654,13,
2.14115,107.816,6098,30447,13,
2.15118,104.604,6990,29301,13,
2.16091,107.173,6156,30257,13,
2.17117,105.246,6766,29615,13,
2.18118,106.531,6477,29904,13,
2.19118,105.889,6571,29756,13,
2.20122,105.889,6578,29777,13,
2.21092,105.889,6530,29823,13,
2.22125,105.889,6531,29809,13,
2.23102,105.889,6546,29777,13,
2.2411,105.889,6543,29764,13,
2.25117,105.889,6544,29734,13,
2.26095,105.889,6525,29694,13,
2.27123,105.889,6519,29643,13,
2.28117,105.889,6505,29609,13,
2.29114,105.889,6506,29604,13,
2.30118,105.889,6519,29611,13,
2.31092,113.043,4528,32112,14,
2.3212,113.913,4348,32553,14,
2.3311,113.913,4489,32575,14,
2.34115,113.913,4402,32608,14,
2.35119,113.043,4725,32608,14,
2.36097,114.782,4576,32606,14,
2.3712,113.913,4528,32608,14,
2.38115,113.913,4434,32608,14,
2.39119,113.913,4518,32608,14,
2.40109,113.913,4481,32608,14,
2.41097,113.913,4442,32608,14,
2.42124,113.913,4473,32608,14,
2.43092,113.913,4462,32608,14,
2.44118,113.913,4450,32608,14,
2.45122,113.913,4457,32608,14,
2.46087,113.913,4461,32608,14,
2.4712,113.913,4453,32608,14,
2.48095,113.913,4461,32608,14,
2.49118,113.913,4472,32608,14,
2.50117,113.913,4460,32608,14,
2.51093,122.5,2494,32608,15,
2.52119,140.23,-748,32608,15,
2.53084,118.261,3226,32608,15,
2.54103,131.25,797,32608,15,
2.55098,137.5,129,32608,15,
2.56097,132.5,1052,32608,15,
2.57117,138.75,-56,32608,15,
2.58091,135,554,32608,15,
2.59112,137.5,54,32608,15,
2.60106,136.25,372,32608,15,
2.61093,137.5,269,32608,15,
2.62115,137.5,200,32608,15,
2.63117,136.25,296,32608,15,
2.64107,137.5,227,32608,15,
2.65116,137.5,236,32608,15,
2.66089,136.25,267,32608,15,
2.67122,137.5,239,32608,15,
2.68107,137.5,235,32608,15,
2.69117,137.5,246,32608,15,
2.7012,137.5,253,32608,15,
2.71096,142.529,-1753,32608,16,
2.72121,142.529,-1697,32608,16,
2.7309,143.104,-2699,32608,16,
2.74118,141.954,-1394,32608,16,
2.75113,143.678,-2116,32608,16,
2.76084,143.104,-2016,32608,16,
2.77116,143.104,-1826,32608,16,
2.78101,143.678,-2173,32608,16,
2.79106,143.104,-1953,32608,16,
2.80105,143.104,-1976,32608,16,
2.81088,143.104,-2020,32608,16,
2.82115,143.104,-1986,32608,16,
2.83094,143.104,-1990,32608,16,
2.84119,143.104,-2003,32608,16,
2.85119,143.104,-1986,32608,16,
2.86097,143.104,-1992,32608,16,
2.87121,143.104,-2012,32608,16,
2.88109,143.104,-1989,32608,16,
2.89106,143.104,-1997,32608,16,
2.90125,143.104,-2015,32608,16,
2.9109,148.276,-4240,32608,17,
2.92105,146.552,-3367,32608,17,
2.93103,150,-4942,32608,17,
2.94097,147.701,-3833,32608,17,
2.95101,148.85,-4338,32608,17,
2.96095,148.276,-4202,32608,17,
2.97125,147.701,-4030,32608,17,
2.98093,148.276,-4092,32608,17,
2.99118,148.276,-4162,32608,17,
3.00114,148.276,-4081,32608,17,
3.01091,148.276,-4169,32608,17,
3.02113,148.276,-4116,32608,17,
3.03087,148.276,-4132,32608,17,
3.04117,148.276,-4120,32608,17,
3.05093,148.276,-4126,32608,17,
3.06092,148.276,-4111,32608,17,
3.07082,148.276,-4133,32608,17,
3.08087,148.276,-4132,32608,17,
3.09098,148.276,-4187,32608,17,
3.10109,148.276,-4200,32608,17,
3.11098,160,-7941,32606,18,
3.12116,161.091,-8829,32410,18,
3.13085,151.714,-5571,32608,18,
3.14112,160.363,-8158,32608,18,
3.15099,161.091,-8761,32423,18,
3.16093,158.571,-7343,32608,18,
3.17103,155.143,-6429,32608,18,
3.18092,156,-6764,32608,18,
3.19107,155.143,-6538,32608,18,
3.201,156,-6681,32608,18,
3.21095,155.143,-6555,32608,18,
3.22108,156,-6632,32608,18,
3.23101,155.143,-6610,32608,18,
3.2412,155.143,-6593,32608,18,
3.2512,155.143,-6597,32608,18,
3.26099,155.143,-6585,32608,18,
3.27121,155.143,-6537,32608,18,
3.28118,155.143,-6584,32608,18,
3.2912,155.143,-6625,32608,18,
3.30122,155.143,-6587,32608,19,
3.31094,165.818,-10919,29684,19,
3.32109,164.364,-10461,30659,19,
3.33111,164.727,-10637,30345,19,
3.34111,164.364,-10390,32180,19,
3.35122,164.727,-11310,29356,19,
3.36094,163.273,-10003,31560,19,
3.37115,165.455,-10997,30010,19,
3.38108,164,-10338,30832,19,
3.39105,165.091,-10738,30257,19,
3.40114,164.727,-10514,30630,19,
3.41102,165.091,-10723,30255,19,
3.42111,164.727,-10550,30462,19,
3.43109,164.727,-10623,30354,19,
3.44116,164.727,-10627,30350,19,
3.45116,164.727,-10577,30406,19,
3.46086,164.727,-10615,30340,19,
3.47106,164.727,-10603,30339,19,
3.48109,164.727,-10582,30351,19,
3.49119,164.727,-10561,30354,19,
3.50123,164.727,-10578,30352,20,
3.51092,176.25,-13039,25828,20,
3.521,166.909,-11560,29108,20,
3.53111,171.25,-12692,25998,20,
3.54119,167.273,-11674,28841,20,
3.55119,169.455,-12413,27475,20,
3.56098,169.091,-12296,27706,20,
3.57103,168.727,-12087,28122,20,
3.58107,169.455,-12382,27561,20,
3.59118,168.727,-12194,27815,20,
3.60092,169.091,-12240,27797,20,
3.61088,169.091,-12280,27771,20,
3.62099,169.091,-12240,27811,20,
3.63103,169.091,-12259,27780,20,
3.64108,169.091,-12258,27787,20,
3.65119,169.091,-12245,27786,20,
3.66094,169.091,-12261,27789,20,
3.671,169.091,-12255,27794,20,
3.68112,169.091,-12254,27799,20,
3.6911,169.091,-12258,27793,20,
3.70103,169.091,-12272,27799,21,
3.71093,184.583,-14517,21488,21,
3.72094,185.33,-14160,22871,21,
3.73108,180.598,-13561,24627,21,
3.74104,186.326,-14826,20371,21,
3.75123,185.33,-14653,20984,21,
3.76095,183.836,-14377,21990,21,
3.77116,184.084,-14429,21714,21,
3.78094,184.583,-14534,21455,21,
3.79118,184.832,-14562,21305,21,
3.8011,185.081,-14595,21209,21,
3.81089,185.081,-14621,21154,21,
3.82112,185.081,-14611,21155,21,
3.83113,185.081,-14602,21183,21,
3.8412,185.081,-14609,21150,21,
3.85099,185.081,-14616,21138,21,
3.86092,185.081,-14613,21125,21,
3.87106,185.081,-14622,21127,21,
3.88099,185.081,-14615,21151,21,
3.89116,185.081,-14619,21112,21,
3.90097,185.081,-14615,21093,22,
3.91091,194.945,-15966,13105,22,
3.92121,187.323,-14971,19741,22,
3.93103,193.643,-15837,14406,22,
3.94106,188.817,-15130,18744,22,
3.95121,192.576,-15697,15337,22,
3.96096,190,-15269,17609,22,
3.97121,191.747,-15555,16442,22,
3.98101,190.681,-15409,17258,22,
3.99105,191.037,-15463,16849,22,
4.00102,190.918,-15450,16953,22,
4.01092,190.8,-15431,17033,22,
4.02108,190.918,-15436,16917,22,
4.03111,190.918,-15449,16935,22,
4.04113,190.918,-15430,16995,22,
4.0511,190.918,-15425,16947,22,
4.06094,190.918,-15438,16936,22,
4.07118,190.918,-15441,16963,22,
4.08107,190.918,-15450,16972,22,
4.09108,190.918,-15432,16965,22,
4.10105,191.037,-15461,16912,23,
4.11092,199.921,-16197,8092,23,
4.12108,192.576,-15721,15419,23,
4.1311,198.736,-16181,9276,23,
4.1409,194.116,-15909,13985,23,
4.15101,197.197,-16194,10300,23,
4.16092,195.301,-16005,12775,23,
4.17116,196.486,-16101,11673,23,
4.18104,196.367,-16094,11698,23,
4.19107,196.367,-16094,11787,23,
4.20123,196.367,-16093,11761,23,
4.21092,196.486,-16114,11660,23,
4.22123,196.367,-16106,11791,23,
4.23114,196.367,-16098,11744,23,
4.24102,196.367,-16082,11725,23,
4.25112,196.367,-16097,11759,23,
4.26088,196.367,-16088,11743,23,
4.27096,196.367,-16082,11728,23,
4.28105,196.367,-16098,11746,23,
4.29094,196.367,-16096,11741,23,
4.30102,196.367,-16102,11701,24,
4.31091,209.228,-16146,1842,24,
4.32113,203.436,-16265,5704,24,
4.33103,199.211,-16236,7579,24,
4.34109,204.981,-16219,3683,24,
4.35123,206.911,-16206,3394,24,
4.3609,206.718,-16202,3465,24,
4.37118,206.911,-16236,3337,24,
4.38089,207.297,-16214,3093,24,
4.39101,206.718,-16205,3386,24,
4.401,207.297,-16196,3221,24,
4.41095,207.104,-16206,3172,24,
4.42108,206.911,-16210,3301,24,
4.43105,207.104,-16196,3223,24,
4.44112,207.104,-16191,3213,24,
4.45112,207.104,-16187,3240,24,
4.46094,207.104,-16189,3245,24,
4.47118,207.104,-16185,3217,24,
4.48116,207.104,-16191,3220,24,
4.49119,207.104,-16171,3240,24,
4.50118,207.104,-16175,3184,25,
4.51098,223.879,-15480,-4080,25,
4.52116,209.228,-16036,926,25,
4.53118,222.427,-15674,-2718,25,
4.5411,214.056,-15989,589,25,
4.55111,221.768,-15732,-2125,25,
4.56093,218.252,-15944,-159,25,
4.57122,220.844,-15839,-1297,25,
4.58114,220.185,-15878,-636,25,
4.59113,220.448,-15856,-971,25,
4.60097,220.317,-15875,-821,25,
4.61096,220.317,-15859,-831,25,
4.62121,220.448,-15871,-891,25,
4.63099,220.317,-15873,-839,25,
4.64112,220.317,-15884,-838,25,
4.65109,220.448,-15889,-871,25,
4.66098,220.317,-15876,-868,25,
4.67117,220.317,-15869,-846,25,
4.68091,220.317,-15882,-864,25,
4.69115,220.317,-15877,-857,25,
4.70099,220.448,-15886,-1983,26,
4.71096,230,-14809,-8118,26,
4.72124,223.351,-15606,-3598,26,
4.73109,227.177,-15034,-6910,26,
4.7412,224.01,-15469,-4185,26,
4.75102,226.649,-15122,-6434,26,
4.76092,224.275,-15425,-5102,26,
4.77113,226.253,-15241,-5631,26,
4.7811,225.066,-15316,-5093,26,
4.79124,225.462,-15246,-5458,26,
4.80094,225.33,-15272,-5326,26,
4.81095,225.33,-15281,-5288,26,
4.82123,225.462,-15260,-5400,26,
4.83108,225.33,-15284,-5338,26,
4.84114,225.33,-15289,-5315,26,
4.85122,225.33,-15271,-5363,26,
4.86097,225.33,-15263,-5347,26,
4.87123,225.33,-15278,-5343,26,
4.88099,225.33,-15267,-5361,26,
4.89106,225.33,-15278,-5341,26,
4.90112,226.649,-15197,-6517,27,
4.91096,248.461,-12723,-16240,27,
4.92121,230.854,-14524,-9887,27,
4.93109,231.566,-14457,-10310,27,
4.94118,241.282,-13258,-14790,27,
4.95124,236.37,-13957,-12487,27,
4.961,238.149,-13626,-13673,27,
4.9712,238.505,-13561,-13874,27,
4.98112,238.328,-13585,-13780,27,
4.99116,238.505,-13562,-13849,27,
5.00109,238.683,-13541,-13939,27,
5.01095,238.505,-13573,-13792,27,
5.02123,238.683,-13528,-13911,27,
5.03118,238.683,-13562,-13893,27,
5.0412,238.505,-13575,-13835,27,
5.05121,238.683,-13554,-13891,27,
5.06093,238.505,-13561,-13872,27,
5.07121,238.505,-13567,-13873,27,
5.0811,238.683,-13572,-13871,27,
5.09116,238.505,-13563,-13878,27,
5.10107,241.282,-13323,-14844,28,
5.11099,257.122,-11630,-19202,28,
5.12122,246.41,-12945,-15824,28,
5.13121,256.043,-11778,-17548,28,
5.14121,247.949,-12480,-17065,28,
5.15118,254.604,-12044,-18164,28,
5.16092,251.007,-12520,-16936,28,
5.17124,254.245,-12069,-18125,28,
5.1812,252.087,-12390,-17288,28,
5.19115,253.525,-12190,-17796,28,
5.20115,252.806,-12273,-17606,28,
5.21091,252.806,-12291,-17599,28,
5.22105,253.165,-12258,-17658,28,
5.23089,252.806,-12290,-17587,28,
5.24119,253.165,-12250,-17644,28,
5.25094,252.806,-12279,-17629,28,
5.26097,252.806,-12282,-17618,28,
5.27125,252.806,-12263,-17623,28,
5.28119,252.806,-12272,-17643,28,
5.29098,252.806,-12285,-17618,28,
5.30106,255.324,-11992,-18654,29,
5.31094,264.666,-9855,-22930,29,
5.32116,257.842,-11583,-21179,29,
5.33087,261.666,-10749,-21337,29,
5.34121,260.667,-11045,-20806,29,
5.35109,262,-10662,-21485,29,
5.36097,260,-11175,-20472,29,
5.37113,261.666,-10743,-21372,29,
5.38114,260.333,-11083,-20847,29,
5.39102,261.333,-10924,-20966,29,
5.40106,261,-10958,-20947,29,
5.41087,260.667,-10971,-20902,29,
5.42107,261,-10945,-20976,29,
5.43109,260.667,-10960,-20915,29,
5.44108,261,-10953,-20934,29,
5.45096,261,-10958,-20942,29,
5.46098,260.667,-10964,-20936,29,
5.47117,260.667,-10965,-20934,29,
5.48104,261,-10948,-20936,29,
5.49107,260.667,-10974,-20933,29,
5.50123,262.333,-10585,-23717,30,
5.51094,278.461,-6541,-27780,30,
5.52115,264.333,-10010,-22771,30,
5.531,269.667,-8163,-25573,30,
5.54111,273.846,-7243,-26886,30,
5.55109,268.333,-8606,-24869,30,
5.56093,266,-9510,-23562,30,
5.57117,267.666,-8919,-24332,30,
5.58117,266.333,-9330,-23837,30,
5.59107,267,-9133,-24143,30,
5.60108,266.667,-9251,-23978,30,
5.61095,267,-9196,-24032,30,
5.62114,266.667,-9202,-24030,30,
5.63112,266.667,-9212,-23991,30,
5.64111,267,-9203,-24022,30,
5.65103,267,-9200,-24038,30,
5.6609,266.667,-9207,-24016,30,
5.67114,266.667,-9218,-24021,30,
5.68112,266.667,-9210,-24021,30,
5.69111,266.667,-9201,-24022,30,
5.70101,267.666,-7680,-26372,31,
5.71096,285.143,-4048,-30010,31,
5.72123,273.846,-7261,-27073,31,
5.73112,283.428,-4700,-29571,31,
5.74096,276.923,-6615,-27860,31,
5.75087,282.286,-5057,-29314,31,
5.761,278.461,-5611,-28920,31,
5.77108,280.572,-5690,-28811,31,
5.78091,280.572,-5703,-28821,31,
5.79082,281.143,-5503,-29002,31,
5.80093,280.572,-5715,-28798,31,
5.81088,281.143,-5536,-28998,31,
5.82104,281.143,-5555,-28971,31,
5.83097,281.143,-5636,-28870,31,
5.84111,281.143,-5562,-28955,31,
5.85105,281.143,-5604,-28914,31,
5.86091,281.143,-5608,-28916,31,
5.87122,281.143,-5589,-28950,31,
5.88111,281.143,-5572,-28932,31,
5.8911,281.143,-5601,-28912,31,
5.90104,285.715,-3987,-30162,32,
5.91094,286.286,-3596,-30323,32,
5.92109,285.715,-3952,-30087,32,
5.93093,286.857,-3400,-30423,32,
5.94112,284.572,-3837,-30135,32,
5.95106,286.857,-3513,-30377,32,
5.96096,285.143,-4145,-29904,32,
5.9712,286.857,-3537,-30339,32,
5.98111,285.715,-3899,-30090,32,
5.99109,286.286,-3706,-30239,32,
6.00111,285.715,-3825,-30168,32,
6.01097,286.286,-3779,-30186,32,
6.02118,285.715,-3774,-30191,32,
6.03113,285.715,-3791,-30167,32,
6.04117,286.286,-3768,-30195,32,
6.05113,286.286,-3756,-30173,32,
6.06091,286.286,-3764,-30184,32,
6.07115,286.286,-3775,-30173,32,
6.08121,285.715,-3779,-30187,32,
6.09119,286.286,-3749,-30173,32,
6.10116,290,-2067,-31405,33,
6.11097,306.522,619,-31989,33,
6.12116,288.571,-2864,-30945,33,
6.13107,301.304,-425,-32031,33,
6.14109,303.913,-96,-32051,33,
6.1511,301.304,-893,-31908,33,
6.16097,300.435,-1053,-31855,33,
6.17108,300.435,-1071,-31858,33,
6.1811,300.435,-1071,-31862,33,
6.19108,300.435,-1085,-31858,33,
6.20102,300.435,-1073,-31848,33,
6.21093,300.435,-1085,-31865,33,
6.2212,300.435,-1086,-31840,33,
6.23098,300.435,-1092,-31852,33,
6.24108,300.435,-1074,-31845,33,
6.25105,300.435,-1084,-31857,33,
6.26091,300.435,-1093,-31855,33,
6.27107,300.435,-1117,-31833,33,
6.28087,298.823,-1249,-31794,33,
6.29099,295.882,-1720,-31581,33,
6.30099,301.304,-987,-31923,34,
6.31096,315,2156,-31961,34,
6.32109,308.261,1076,-32110,34,
6.33085,310,1609,-32024,34,
6.34106,310,1602,-32036,34,
6.35113,309.13,1301,-32040,34,
6.36093,310,1723,-32040,34,
6.3712,309.13,880,-32051,34,
6.38099,310,1898,-32029,34,
6.39105,308.261,1185,-32045,34,
6.40105,310,1645,-32032,34,
6.4109,309.13,1296,-32049,34,
6.42115,310,1548,-32045,34,
6.43091,309.13,1374,-32052,34,
6.4411,309.13,1423,-32042,34,
6.45112,309.13,1459,-32051,34,
6.46099,309.13,1418,-32044,34,
6.4712,309.13,1432,-32031,34,
6.4811,309.13,1444,-32044,34,
6.49107,309.13,1424,-32043,34,
6.50112,313.75,4465,-31407,35,
6.51099,312.5,2596,-32062,35,
6.52117,316.25,4180,-31600,35,
6.53113,313.75,3072,-31979,35,
6.54109,315,3577,-31877,35,
6.5512,315,3726,-31916,35,
6.56092,313.75,3422,-31904,35,
6.57122,315.625,3806,-31782,35,
6.58108,314.375,3475,-31891,35,
6.59117,315,3706,-31816,35,
6.60113,315,3569,-31845,35,
6.61095,315,3628,-31832,35,
6.62114,315,3640,-31814,35,
6.63097,315,3600,-31839,35,
6.64122,315,3615,-31836,35,
6.65109,315,3627,-31844,35,
6.66092,315,3632,-31845,35,
6.67115,315,3626,-31832,35,
6.68104,315,3632,-31835,35,
6.69118,315,3622,-31830,35,
6.70112,324.546,6540,-30026,36,
6.71091,326.364,6938,-29759,36,
6.72103,317.5,4462,-31458,36,
6.73101,324.546,6475,-30110,36,
6.74115,329.091,7406,-29677,36,
6.75103,325.454,6814,-29845,36,
6.76099,328.182,7261,-29530,36,
6.77123,327.273,7052,-29695,36,
6.78093,327.273,7131,-29626,36,
6.79108,327.273,7156,-29615,36,
6.80094,327.273,7072,-29650,36,
6.81092,327.273,7143,-29620,36,
6.82089,327.273,7152,-29613,36,
6.83104,327.273,7105,-29629,36,
6.84097,327.273,7126,-29612,36,
6.85094,327.273,7138,-29614,36,
6.86089,327.273,7116,-29638,36,
6.87106,327.273,7112,-29620,36,
6.88092,327.273,7123,-29621,36,
6.89108,327.273,7125,-29623,37,
6.90115,343.262,9536,-27117,37,
6.91094,334.545,7965,-29015,37,
6.92101,341.897,9238,-27583,37,
6.93098,339.091,8016,-28968,37,
6.94109,341.442,9060,-27780,37,
6.9511,340.076,8481,-28473,37,
6.96098,340.531,8678,-28259,37,
6.97124,340.076,8607,-28343,37,
6.98114,340.076,8607,-28309,37,
6.99113,340.076,8539,-28389,37,
7.0011,340.076,8618,-28315,37,
7.01094,340.076,8591,-28329,37,
7.0211,340.076,8584,-28339,37,
7.03093,340.076,8605,-28325,37,
7.04104,340.076,8592,-28328,37,
7.05107,340.076,8612,-28353,37,
7.06096,340.076,8604,-28326,37,
7.07105,340.076,8590,-28337,37,
7.08103,340.076,8593,-28346,37,
7.09107,340.076,8602,-28334,38,
7.10105,350,11346,-24032,38,
7.11097,343.262,9537,-27617,38,
7.12117,349.636,11370,-23967,38,
7.13111,343.262,9611,-27025,38,
7.1411,348.726,11082,-24542,38,
7.1511,344.173,9902,-26554,38,
7.16095,347.36,10772,-25084,38,
7.17112,345.539,10186,-26077,38,
7.18113,346.449,10564,-25441,38,
7.19111,345.994,10330,-25835,38,
7.20109,346.449,10475,-25612,38,
7.21097,345.994,10428,-25724,38,
7.22114,345.994,10426,-25682,38,
7.23107,346.449,10432,-25659,38,
7.2412,345.994,10409,-25690,38,
7.25105,345.994,10429,-25697,38,
7.26096,345.994,10417,-25684,38,
7.27115,345.994,10433,-25690,38,
7.28115,345.994,10422,-25692,38,
7.29101,345.994,10421,-25688,39,
7.30105,355.394,13501,-18581,39,
7.3109,354.062,12488,-21755,39,
7.32114,350.4,11590,-23677,39,
7.33098,358.724,13290,-19361,39,
