direction,duty,advance_deg,sample_hz,duration_ms,result,sample_count,missed_count,mct_fault_count,faults,rpm_start,rpm_end,rpm_peak,accel_rpm_s,accel_window_rpm_s,final_rpm_mean,final_rpm_std,ripple,angle_delta_turns,monotonic_fraction,valid,note
-1,150,50,500,300,0,150,0,13,0,-575.0,-4588.0,-5462.0,-14766.0,-25.220159869936214,-4710.3,347.67969454657543,0.07381264347208785,22.766845703125,0.0,False,angle_not_monotonic
-1,150,70,500,300,0,150,0,13,0,-301.0,-5201.0,-5763.0,-17023.0,-222.94404552228647,-5064.78,363.5218447356362,0.07177445905560285,24.1380615234375,0.0,False,angle_not_monotonic
-1,150,90,500,300,0,150,0,13,0,-437.0,-4865.0,-5502.0,-15913.0,461.6786343313914,-4614.62,369.93539381897483,0.08016594948640947,22.252182006835938,0.0,False,angle_not_monotonic
-1,150,110,500,300,0,150,0,13,0,-401.0,-3488.0,-4678.0,-11380.0,12.406855439642444,-3825.48,414.8168868308039,0.10843525174116815,18.416015625,0.0,False,angle_not_monotonic
-1,150,130,500,300,0,150,0,13,0,-468.0,-2444.0,-3683.0,-7746.0,-384.02994174231134,-2579.72,402.06183802992297,0.15585483619537122,12.395278930664062,0.0,False,angle_not_monotonic
-1,150,150,500,300,0,150,0,13,0,-66.0,-16.0,-66.0,193.0,-12.27814659260263,-0.72,15.884634084548502,inf,0.0040435791015625,0.5100671140939598,False,no_motion;angle_not_monotonic
-1,200,30,500,300,0,150,0,13,0,-63.0,-7220.0,-8287.0,-24076.0,-905.3617396016791,-7217.2,470.7032610891919,0.06521965043080308,33.640228271484375,0.0,False,angle_not_monotonic
-1,200,50,500,300,0,150,0,14,0,-144.0,-7963.0,-7969.0,-26543.0,113.9479745291966,-6873.24,465.39783239718685,0.06771156432733134,32.982940673828125,0.0,False,angle_not_monotonic
-1,200,70,500,300,0,150,0,15,0,-962.0,-7402.0,-7651.0,-24466.0,228.01449668066658,-6593.68,374.9780494909002,0.05686931265862162,31.664276123046875,0.0,False,angle_not_monotonic
-1,200,90,500,300,0,150,0,16,0,-534.0,-5521.0,-6719.0,-17876.0,298.8721040509415,-5750.18,336.1013353142174,0.05845057638442925,27.748886108398438,0.0,False,angle_not_monotonic
-1,200,110,500,300,0,150,0,17,0,-458.0,-4685.0,-5341.0,-15043.0,-46.48760330578521,-4508.5,317.0335786632072,0.07031908143799649,21.784500122070312,0.0,False,angle_not_monotonic
-1,200,130,500,300,0,150,0,17,0,-106.0,-2408.0,-3955.0,-7990.0,621.7585692995528,-2963.14,428.59295421180224,0.1446414797180701,14.493484497070312,0.0,False,angle_not_monotonic
-1,200,150,500,300,0,150,0,17,0,-90.0,-85.0,108.0,-313.0,-18.19536648150657,-5.78,39.77702351860933,6.8818379789981545,-0.00042724609375,0.5033557046979866,False,no_motion;angle_not_monotonic
-1,250,30,500,300,0,150,0,17,0,-433.0,-8453.0,-10142.0,-27406.0,-838.2671724698549,-9001.12,565.9897398363331,0.062879923813518,42.723297119140625,0.0,False,angle_not_monotonic
-1,250,50,500,300,0,150,0,18,0,-982.0,-5462.0,-8995.0,-17473.0,7540.6821568893065,-6173.5,382.828852099734,0.06201163879480586,31.634078979492188,0.0,False,angle_not_monotonic
-1,250,70,500,300,0,150,0,19,0,-670.0,-5175.0,-7618.0,-16716.0,795.8169624712099,-4833.06,329.2376290766291,0.06812198256935131,24.441116333007812,0.0,False,angle_not_monotonic
-1,250,90,500,300,0,150,0,20,0,-646.0,-2534.0,-4989.0,-7846.0,2535.8250914510218,-2941.4,462.1321023257311,0.15711297420470902,16.425186157226562,0.0,False,angle_not_monotonic
-1,250,110,500,300,0,150,0,21,0,-669.0,49.0,-3160.0,613.0,5611.820891478117,6.44,48.5325292973692,7.536107033752981,2.66552734375,0.28859060402684567,False,no_motion;angle_not_monotonic
-1,250,130,500,300,0,150,0,22,0,-422.0,10.0,-3780.0,523.0,2050.081289798131,-6.74,47.565033375369346,7.0571266135562825,1.971466064453125,0.4228187919463087,False,no_motion;angle_not_monotonic
-1,250,150,500,300,0,150,0,23,0,-75.0,-933.0,-2484.0,-2763.0,165.44506164476348,-1487.52,318.36873213304096,0.21402652208578102,7.0688323974609375,0.0,False,angle_not_monotonic
