time_us,time_ms,v_angle,v_vel,v_vbat,v_set_volts,p_position,p_velocity
1104,1.104,0.0,-0.0062408447265625,7.4242706298828125,0.20000000298023224,0.009989125654101372,10.0
3107,3.107,0.0029754638671875,1.1827850341796875,7.4192352294921875,0.20000000298023224,-1.0874122381210327e-05,10.0
5114,5.114,0.02559661865234375,7.912261962890625,7.4175262451171875,0.20000000298023224,0.05998912453651428,10.0
7119,7.119,0.06893157958984375,16.012649536132812,7.419921875,0.20000000298023224,0.11998912692070007,20.0
9129,9.129,0.1303863525390625,24.813766479492188,7.4213714599609375,0.20000000298023224,0.17998912930488586,40.0
11134,11.134,0.2007598876953125,30.928314208984375,7.4218597412109375,0.20000000298023224,0.2599891126155853,40.0
13142,13.142,0.28081512451171875,35.801300048828125,7.420684814453125,0.20000000298023224,0.3099891245365143,40.0
15146,15.146,0.3571319580078125,37.53028869628906,7.4224395751953125,0.20000000298023224,0.3699891269207001,30.0
17154,17.154,0.4373779296875,39.18592834472656,7.4236907958984375,0.20000000298023224,0.41998910903930664,20.0
19157,19.157,0.560577392578125,40.09980773925781,7.42108154296875,0.20000000298023224,0.48998910188674927,50.0
21157,21.157,0.646575927734375,40.484344482421875,7.4212799072265625,0.20000000298023224,0.5799891352653503,40.0
23157,23.157,0.6901931762695312,42.70794677734375,7.420989990234375,0.20000000298023224,0.6399891376495361,30.0
25160,25.16,0.8155975341796875,41.66004943847656,7.4213714599609375,0.20000000298023224,0.6999890804290771,30.0
27165,27.165,0.8969955444335938,41.46571350097656,7.4213714599609375,0.20000000298023224,0.7499890923500061,20.0
29165,29.165,0.9807891845703125,41.3759765625,7.4217529296875,0.20000000298023224,0.8799890875816345,70.0
31171,31.171,1.065826416015625,42.15715026855469,7.423583984375,0.20000000298023224,1.0199891328811646,30.0
33180,33.18,1.15106201171875,41.929931640625,7.422332763671875,0.20000000298023224,1.0999890565872192,30.0
35183,35.183,1.23236083984375,42.26348876953125,7.4222412109375,0.20000000298023224,1.1599891185760498,40.0
37186,37.186,1.3144302368164062,40.34370422363281,7.42340087890625,0.20000000298023224,1.209989070892334,20.0
39188,39.188,1.3971710205078125,41.421234130859375,7.4227294921875,0.20000000298023224,1.2599891424179077,40.0
41188,41.188,1.4850845336914062,42.3753662109375,7.42193603515625,0.20000000298023224,1.3299890756607056,20.0
43188,43.188,1.5774078369140625,43.93072509765625,7.4231109619140625,0.20000000298023224,1.4299890995025635,50.0
45188,45.188,1.6594772338867188,42.511993408203125,7.4230194091796875,0.20000000298023224,1.5899890661239624,80.0
47202,47.202,1.742218017578125,42.7032470703125,7.4217529296875,0.20000000298023224,1.6999890804290771,30.0
49207,49.207,1.8196868896484375,40.24131774902344,7.4217529296875,0.20000000298023224,1.7499890327453613,20.0
51207,51.207,1.9029006958007812,40.8675537109375,7.4227142333984375,0.20000000298023224,1.809989094734192,30.0
53207,53.207,1.9895706176757812,42.49272155761719,7.4232177734375,0.20000000298023224,1.8799890279769897,20.0
55207,55.207,2.0795974731445312,43.92372131347656,7.42291259765625,0.20000000298023224,1.959989070892334,40.0
57210,57.21,2.1591720581054688,41.58978271484375,7.4220428466796875,0.20000000298023224,2.1199891567230225,40.0
59218,59.218,2.2400894165039062,41.06065368652344,7.4213714599609375,0.20000000298023224,2.209989070892334,60.0
61227,61.227,2.3192825317382812,40.28062438964844,7.421661376953125,0.20000000298023224,2.3099889755249023,50.0
63230,63.23,2.407196044921875,41.98564147949219,7.424285888671875,0.20000000298023224,2.3799891471862793,40.0
65230,65.23,2.4935836791992188,43.054351806640625,7.42340087890625,0.20000000298023224,2.4399890899658203,20.0
67233,67.233,2.5800628662109375,43.120880126953125,7.421844482421875,0.20000000298023224,2.4999890327453613,20.0
69239,69.239,2.6590576171875,40.98884582519531,7.4224395751953125,0.20000000298023224,2.569988965988159,30.0
71241,71.241,2.7411270141601562,41.095550537109375,7.4215545654296875,0.20000000298023224,2.649989128112793,40.0
73241,73.241,2.820220947265625,40.12156677246094,7.4212799072265625,0.20000000298023224,2.719989061355591,40.0
75244,75.244,2.9099578857421875,43.17572021484375,7.4219512939453125,0.20000000298023224,2.769989013671875,20.0
77252,77.252,2.9951934814453125,42.16424560546875,7.4235992431640625,0.20000000298023224,2.829988956451416,20.0
79256,79.256,3.079559326171875,42.05149841308594,7.422821044921875,0.20000000298023224,2.9999890327453613,70.0
81264,81.264,3.1613388061523438,41.12977600097656,7.422821044921875,0.20000000298023224,3.1299891471862793,70.0
83274,83.274,3.2420654296875,41.3009033203125,7.4232025146484375,0.20000000298023224,3.1899890899658203,30.0
85275,85.275,3.3292160034179688,42.03779602050781,7.4219512939453125,0.20000000298023224,3.259989023208618,40.0
87282,87.282,3.4162673950195312,43.378875732421875,7.4241790771484375,0.20000000298023224,3.319988965988159,20.0
89290,89.29,3.5001602172851562,42.2994384765625,7.423492431640625,0.20000000298023224,3.3699891567230225,30.0
91298,91.298,3.5840530395507812,42.25677490234375,7.4215545654296875,0.20000000298023224,3.4399890899658203,20.0
93305,93.305,3.6684188842773438,42.27067565917969,7.42388916015625,0.20000000298023224,3.519989013671875,20.0
95313,95.313,3.7516403198242188,42.3740234375,7.4227142333984375,0.20000000298023224,3.649989128112793,50.0
97321,97.321,3.8411865234375,43.70359802246094,7.4215545654296875,0.20000000298023224,3.7899889945983887,60.0
99324,99.324,3.9242095947265625,42.361846923828125,7.422149658203125,0.20000000298023224,3.829988956451416,20.0
101331,101.331,4.0081024169921875,42.13606262207031,7.42108154296875,0.20000000298023224,3.889989137649536,40.0
103337,103.337,4.0880584716796875,40.91386413574219,7.4216461181640625,0.20000000298023224,3.949989080429077,20.0
105342,105.342,4.173675537109375,42.06703186035156,7.423797607421875,0.20000000298023224,4.029989242553711,30.0
107351,107.351,4.256217956542969,41.604827880859375,7.4232940673828125,0.20000000298023224,4.129989147186279,30.0
109356,109.356,4.3440399169921875,42.7532958984375,7.423583984375,0.20000000298023224,4.309988975524902,80.0
