time_us,time_ms,v_angle,v_vel,v_vbat,v_set_volts,p_position,p_velocity
1103,1.103,0.0,0.0,7.4246673583984375,0.10000000149011612,-3.131106495857239e-05,0.0
3106,3.106,0.00152587890625,0.6415863037109375,7.4232025146484375,0.10000000149011612,-3.131106495857239e-05,-10.0
5106,5.106,0.0166778564453125,5.1058502197265625,7.4237823486328125,0.10000000149011612,0.00996868871152401,10.0
7115,7.115,0.036529541015625,8.244277954101562,7.4217529296875,0.10000000149011612,0.019968688488006592,0.0
9118,9.118,0.0608673095703125,10.165008544921875,7.4203948974609375,0.10000000149011612,0.06996868550777435,30.0
11126,11.126,0.091461181640625,13.751174926757812,7.4222412109375,0.10000000149011612,0.15996868908405304,40.0
13135,13.135,0.122039794921875,14.342910766601562,7.422149658203125,0.10000000149011612,0.21996867656707764,30.0
15146,15.146,0.15118408203125,14.968109130859375,7.4209747314453125,0.10000000149011612,0.25996869802474976,10.0
17154,17.154,0.183502197265625,15.057937622070312,7.4217681884765625,0.10000000149011612,0.2799686789512634,20.0
19164,19.164,0.2158966064453125,15.665206909179688,7.4224395751953125,0.10000000149011612,0.3099686801433563,20.0
21164,21.164,0.24993896484375,16.939849853515625,7.4220428466796875,0.10000000149011612,0.3399686813354492,10.0
23166,23.166,0.2840728759765625,17.088638305664062,7.422332763671875,0.10000000149011612,0.3599686920642853,10.0
25169,25.169,0.32452392578125,18.558380126953125,7.4226226806640625,0.10000000149011612,0.3899686932563782,20.0
27169,27.169,0.36651611328125,19.842620849609375,7.4219512939453125,0.10000000149011612,0.4299686849117279,20.0
29172,29.172,0.4101409912109375,21.223098754882812,7.4223480224609375,0.10000000149011612,0.4599686861038208,10.0
31180,31.18,0.4567413330078125,22.208694458007812,7.4225311279296875,0.10000000149011612,0.49996867775917053,10.0
33184,33.184,0.501800537109375,22.757949829101562,7.4214630126953125,0.10000000149011612,0.5199686884880066,20.0
35192,35.192,0.5407257080078125,20.287567138671875,7.420989990234375,0.10000000149011612,0.5399686694145203,10.0
37192,37.192,0.574859619140625,18.942459106445312,7.4212799072265625,0.10000000149011612,0.5599686503410339,10.0
39192,39.192,0.6120452880859375,18.995285034179688,7.4212646484375,0.10000000149011612,0.6099686622619629,10.0
41200,41.2,0.654144287109375,19.589324951171875,7.4214630126953125,0.10000000149011612,0.649968683719635,10.0
43200,43.2,0.692962646484375,19.41357421875,7.4235992431640625,0.10000000149011612,0.6899686455726624,20.0
45206,45.206,0.7289276123046875,18.369033813476562,7.421844482421875,0.10000000149011612,0.7199686765670776,30.0
47206,47.206,0.7649688720703125,18.74188232421875,7.421661376953125,0.10000000149011612,0.8099686503410339,40.0
49211,49.211,0.8056182861328125,19.30035400390625,7.42156982421875,0.10000000149011612,0.899968683719635,50.0
51221,51.221,0.85125732421875,21.926910400390625,7.4227294921875,0.10000000149011612,0.9399686455726624,10.0
