time_us,time_ms,v_angle,v_vel,v_vbat,v_set_volts,p_position,p_velocity
495780598,495780.598,0.0,-0.08380126953125,7.427398681640625,0.0,5.019083619117737e-05,0.0
495782603,495782.603,0.0,-0.0374908447265625,7.4233856201171875,0.0,5.019083619117737e-05,0.0
495784607,495784.607,0.0,-0.0368194580078125,7.426788330078125,0.0,5.019083619117737e-05,10.0
495786607,495786.607,0.0,-0.218017578125,7.424072265625,0.0,5.019083619117737e-05,0.0
495788609,495788.609,0.0,-0.0930023193359375,7.421356201171875,0.0,5.019083619117737e-05,0.0
495790619,495790.619,0.0,-0.0414276123046875,7.4188690185546875,0.0,5.019083619117737e-05,0.0
495792621,495792.621,0.0015344619750976562,-0.2701873779296875,7.4263153076171875,0.0,5.019083619117737e-05,0.0
495794621,495794.621,0.0,-0.123199462890625,7.42376708984375,0.0,5.019083619117737e-05,0.0
495796621,495796.621,0.0,-0.1200408935546875,7.4280548095703125,0.0,5.019083619117737e-05,0.0
495798621,495798.621,0.0,-0.056182861328125,7.417572021484375,0.0,5.019083619117737e-05,0.0
495800629,495800.629,0.0015344619750976562,-0.026275634765625,7.4214935302734375,0.0,5.019083619117737e-05,0.0
495802635,495802.635,-0.00153350830078125,-0.0169830322265625,7.42242431640625,0.0,5.019083619117737e-05,0.0
495804635,495804.635,0.0,0.0,7.425262451171875,0.0,5.019083619117737e-05,0.0
495806644,495806.644,0.0,0.0,7.429473876953125,0.0,5.019083619117737e-05,0.0
495808644,495808.644,0.0,0.6547088623046875,7.421478271484375,0.0,5.019083619117737e-05,0.0
495810644,495810.644,0.0015344619750976562,0.4703521728515625,7.42144775390625,0.0,5.019083619117737e-05,0.0
495812650,495812.65,0.0,-0.162322998046875,7.4227294921875,0.0,5.019083619117737e-05,0.0
495814655,495814.655,0.0,-0.0847625732421875,7.4314422607421875,0.0,5.019083619117737e-05,0.0
495816655,495816.655,0.0,-0.1315460205078125,7.4304351806640625,0.0,5.019083619117737e-05,0.0
495818665,495818.665,0.0,-0.0571441650390625,7.42144775390625,0.0,5.019083619117737e-05,0.0
495820670,495820.67,0.0,-0.04718017578125,7.4291229248046875,0.0,5.019083619117737e-05,0.0
495822673,495822.673,0.0,-0.0226287841796875,7.4228973388671875,0.0,5.019083619117737e-05,0.0
495824681,495824.681,0.0,-0.016204833984375,7.423126220703125,0.0,5.019083619117737e-05,0.0
495826690,495826.69,0.0,-0.0095977783203125,7.4334716796875,0.0,5.019083619117737e-05,0.0
495828690,495828.69,0.0,-0.0497589111328125,7.429962158203125,0.0,5.019083619117737e-05,0.0
495830690,495830.69,0.0,-0.023681640625,7.42010498046875,0.0,5.019083619117737e-05,0.0
495832693,495832.693,0.0,0.6152191162109375,7.428131103515625,0.0,5.019083619117737e-05,0.0
495834696,495834.696,0.0,-0.0621337890625,7.42486572265625,0.0,5.019083619117737e-05,0.0
495836696,495836.696,0.0015344619750976562,0.5076446533203125,7.4221343994140625,0.0,5.019083619117737e-05,0.0
495838696,495838.696,0.0,-0.2765045166015625,7.4216461181640625,0.0,5.019083619117737e-05,0.0
495840704,495840.704,0.0,-0.1170654296875,7.4232330322265625,0.0,5.019083619117737e-05,0.0
495842712,495842.712,0.0,-0.0513916015625,7.4236907958984375,0.0,5.019083619117737e-05,0.0
495844719,495844.719,0.0,-0.0531158447265625,7.4286041259765625,0.0,5.019083619117737e-05,0.0
495846722,495846.722,0.0,-0.0251312255859375,7.4264068603515625,0.0,5.019083619117737e-05,0.0
495848730,495848.73,0.0015344619750976562,-0.05609130859375,7.4217376708984375,0.0,5.019083619117737e-05,0.0
495850730,495850.73,0.0,-0.2913665771484375,7.426788330078125,0.0,5.019083619117737e-05,0.0
495852731,495852.731,0.0,-0.0855255126953125,7.42425537109375,0.0,5.019083619117737e-05,0.0
495854736,495854.736,0.0,-0.0380706787109375,7.4225311279296875,0.0,5.019083619117737e-05,0.0
495856736,495856.736,0.0,0.6485748291015625,7.4207763671875,0.0,5.019083619117737e-05,0.0
495858742,495858.742,0.0,-0.045166015625,7.4262237548828125,0.0,5.019083619117737e-05,0.0
495860748,495860.748,0.0,-0.021484375,7.424652099609375,0.0,5.019083619117737e-05,0.0
495862753,495862.753,0.0,-0.092041015625,7.4242706298828125,0.0,5.019083619117737e-05,0.0
495864754,495864.754,0.0,-0.0924224853515625,7.42822265625,0.0,5.019083619117737e-05,0.0
495866762,495866.762,0.0,-0.0411376953125,7.4237060546875,0.0,5.019083619117737e-05,0.0
495868770,495868.77,0.0,-0.019561767578125,7.4251556396484375,0.0,5.019083619117737e-05,0.0
495870770,495870.77,0.0,-0.0108489990234375,7.4305419921875,0.0,5.019083619117737e-05,0.0
495872779,495872.779,0.0,-0.0095977783203125,7.4295806884765625,0.0,5.019083619117737e-05,0.0
495874784,495874.784,0.0,-0.1769866943359375,7.4238739013671875,0.0,5.019083619117737e-05,0.0
495876792,495876.792,0.0,-0.240264892578125,7.4264984130859375,0.0,5.019083619117737e-05,0.0
495878796,495878.796,0.0,-0.1208038330078125,7.4263916015625,0.0,5.019083619117737e-05,0.0
495880804,495880.804,0.0,-0.0528411865234375,7.42242431640625,0.0,5.019083619117737e-05,0.0
495882804,495882.804,0.0,-0.024932861328125,7.4339752197265625,0.0,5.019083619117737e-05,0.0
495884804,495884.804,0.0,-0.0136260986328125,7.42364501953125,0.0,5.019083619117737e-05,0.0
495886807,495886.807,0.0,-0.0095977783203125,7.424774169921875,0.0,5.019083619117737e-05,0.0
495888816,495888.816,0.0,-0.1612701416015625,7.4233856201171875,0.0,5.019083619117737e-05,0.0
495890822,495890.822,0.0,-0.1380615234375,7.4228057861328125,0.0,5.019083619117737e-05,0.0
495892830,495892.83,0.0,-0.0605926513671875,7.4265289306640625,0.0,5.019083619117737e-05,0.0
495894831,495894.831,0.0,-0.0278167724609375,7.4217376708984375,0.0,5.019083619117737e-05,0.0
495896838,495896.838,0.0,-0.0150604248046875,7.4269866943359375,0.0,5.019083619117737e-05,0.0
495898845,495898.845,0.0,0.073150634765625,7.4232025146484375,0.0,5.019083619117737e-05,10.0
495900850,495900.85,0.0,0.027130126953125,7.4288330078125,0.0,5.019083619117737e-05,0.0
495902853,495902.853,0.0,0.002288818359375,7.4231719970703125,0.0,5.019083619117737e-05,0.0
495904856,495904.856,0.0,-0.01275634765625,7.4316253662109375,0.0,5.019083619117737e-05,0.0
495906859,495906.859,0.0,-0.0095977783203125,7.4227142333984375,0.0,5.019083619117737e-05,0.0
495908861,495908.861,0.0,-0.0095977783203125,7.4269866943359375,0.0,5.019083619117737e-05,0.0
495910864,495910.864,0.0,-0.0095977783203125,7.427154541015625,0.0,5.019083619117737e-05,0.0
495912864,495912.864,0.0,0.6395721435546875,7.4257049560546875,0.0,5.019083619117737e-05,0.0
495914868,495914.868,0.0,-0.0382537841796875,7.424468994140625,0.0,5.019083619117737e-05,0.0
495916876,495916.876,0.0,-0.018707275390625,7.4246673583984375,0.0,5.019083619117737e-05,0.0
495918883,495918.883,0.0,-0.0853424072265625,7.42193603515625,0.0,5.019083619117737e-05,0.0
495920884,495920.884,0.0,-0.0380706787109375,7.4268035888671875,0.0,5.019083619117737e-05,0.0
495922884,495922.884,0.0,-0.0186004638671875,7.4242706298828125,0.0,5.019083619117737e-05,0.0
495924887,495924.887,0.0,-0.0101776123046875,7.4234771728515625,0.0,5.019083619117737e-05,0.0
495926896,495926.896,0.0,-0.0095977783203125,7.42535400390625,0.0,5.019083619117737e-05,0.0
495928899,495928.899,0.0,-0.0095977783203125,7.4265899658203125,0.0,5.019083619117737e-05,0.0
495930903,495930.903,0.0,-0.0732574462890625,7.42095947265625,0.0,5.019083619117737e-05,0.0
495932907,495932.907,0.0,-0.026763916015625,7.424774169921875,0.0,5.019083619117737e-05,0.0
495934908,495934.908,0.0,-0.0144805908203125,7.4203948974609375,0.0,5.019083619117737e-05,0.0
495936914,495936.914,0.0,-0.0616607666015625,7.422149658203125,0.0,5.019083619117737e-05,0.0
495938915,495938.915,0.0,-0.0433502197265625,7.4239044189453125,0.0,5.019083619117737e-05,0.0
495940915,495940.915,0.0,-0.0239715576171875,7.429779052734375,0.0,5.019083619117737e-05,0.0
495942915,495942.915,0.0,0.0033416748046875,7.42462158203125,0.0,5.019083619117737e-05,0.0
495944925,495944.925,0.0,-0.003753662109375,7.423004150390625,0.0,5.019083619117737e-05,0.0
495946934,495946.934,0.0,-0.003753662109375,7.421478271484375,0.0,5.019083619117737e-05,0.0
495948939,495948.939,0.0,-0.003753662109375,7.4228973388671875,0.0,5.019083619117737e-05,0.0
495950943,495950.943,0.0,-0.003753662109375,7.42022705078125,0.0,5.019083619117737e-05,0.0
495952946,495952.946,0.0,0.5456085205078125,7.4231109619140625,0.0,5.019083619117737e-05,0.0
495954956,495954.956,0.0,-0.2006683349609375,7.426300048828125,0.0,5.019083619117737e-05,0.0
495956963,495956.963,0.0,-0.148223876953125,7.42669677734375,0.0,5.019083619117737e-05,0.0
495958974,495958.974,0.0,-0.0639495849609375,7.4293975830078125,0.0,5.019083619117737e-05,0.0
495960976,495960.976,0.0015344619750976562,0.62115478515625,7.4230804443359375,0.0,5.019083619117737e-05,0.0
495962979,495962.979,0.0,-0.1424713134765625,7.4228363037109375,0.0,5.019083619117737e-05,0.0
